dataset_name,missing_data_type,missing_rate,iteration_nr,fixing_method,difference
lake2,MAR,5p,9,interpolateindex,73.85045000000059
vibr,MAR,50p,9,interpolatenearest,953.6752069635393
vibr,MNAR,20p,8,interpolateindex,335.81268446116485
boiler,MCAR,20p,3,interpolatepchip,469.7245205574367
lake3,MNAR,20p,7,interpolatequadratic,176.6721152305255
lake2,MAR,20p,4,interpolatequadratic,328.58995844661786
pump,MAR,20p,10,specunet,21464103.82136158
vibr,MNAR,5p,1,imputemean,58.1123407437086
lake2,MAR,2p,7,imputemode,118.44549999999958
lake1,MCAR,2p,10,imputemean,60.99886249078759
lake3,MCAR,2p,5,imputemode,118.20470000000012
boiler,MNAR,2p,2,interpolateakima,43.27777205193286
lake2,MNAR,50p,2,rpunet,2879.8066741341077
lake3,MCAR,5p,8,interpolateakima,30.19885320034149
lake1,MCAR,50p,10,interpolateindex,262.4678274603178
boiler,MCAR,2p,8,imputeffill,80.49999999999875
lake3,MAR,50p,3,interpolatenearest,681.6796000000002
lake2,MCAR,50p,3,interpolatequadratic,730.0996776335554
vibr,MCAR,20p,7,imputemode,634.6478615554445
lake2,MNAR,5p,9,rpunet,286.1604104630742
pump,MAR,50p,1,specunet,37929390.27344221
lake3,MCAR,5p,5,rpsd2all4,510.5637518582298
lake2,MCAR,50p,10,interpolateindex,618.013461428572
pump,MCAR,20p,4,specunet,11883167.575336609
lake2,MAR,5p,4,imputemean,283.86302281368717
boiler,MCAR,5p,2,gafunet,16321.569704412426
lake3,MNAR,50p,4,gafunet,2100.923063201847
pump,MNAR,50p,3,interpolatecubic,1475794.5760848715
vibr,MCAR,20p,9,imputemedian,299.33088175981044
vibr,MNAR,5p,9,interpolatelinear,89.35241866911296
lake3,MAR,2p,6,interpolateindex,22.266149999999982
vibr,MCAR,5p,8,specunet,111.9419464121222
lake3,MAR,50p,1,interpolatelinear,584.8295439202972
pump,MNAR,20p,7,mtfunet,18904646.704089057
vibr,MNAR,50p,2,gafunet,866.8805232715595
boiler,MCAR,2p,7,mtfunet,18453.2343599435
pump,MCAR,5p,9,imputebfill,114825.49840458983
lake3,MNAR,2p,10,mtfsd2all4,81.42243070950886
lake3,MNAR,5p,5,interpolateindex,32.85549999999998
lake3,MAR,2p,10,specunet,170.47648146434747
lake1,MAR,50p,10,rpsd2all4,2380.1717939490536
boiler,MCAR,5p,4,imputebfill,213.13000000000034
vibr,MAR,5p,4,rpunet,85.72194307492553
lake2,MAR,20p,1,interpolatecubic,356.8183219773972
vibr,MAR,20p,2,imputemean,391.3890054568232
lake3,MNAR,50p,8,imputeffill,597.6629000000001
lake2,MCAR,50p,1,interpolatelinear,597.7556514285689
lake3,MCAR,20p,1,specunet,1745.9709070217234
lake1,MCAR,5p,3,rpunet,288.3666179802633
vibr,MAR,2p,10,imputemean,42.16261500898746
boiler,MNAR,50p,6,imputemode,153278.2400000001
boiler,MNAR,20p,3,mtfunet,173341.63218729477
lake1,MCAR,20p,6,interpolatequadratic,115.84315276889885
lake3,MNAR,20p,4,interpolatenearest,211.81840000000014
boiler,MCAR,2p,5,interpolatequadratic,50.843552827574854
lake3,MAR,2p,3,interpolatecubic,29.169201986368847
pump,MCAR,5p,7,interpolatepolynomial,112578.72625183615
lake3,MCAR,50p,6,interpolatequadratic,451.0948058087443
lake1,MCAR,50p,5,specunet,3748.891252636734
boiler,MCAR,50p,4,gafunet,189892.42989603907
pump,MAR,2p,4,imputemean,1998828.4247100668
lake3,MNAR,2p,10,specunet,173.04531478345513
lake1,MCAR,50p,5,interpolatenearest,343.1306
lake2,MAR,50p,10,interpolatelinear,694.7647821861465
lake2,MCAR,50p,7,imputebfill,833.1098000000007
pump,MAR,2p,4,interpolatelinear,33297.35297569271
boiler,MAR,5p,10,interpolatequadratic,133.86786439171703
boiler,MCAR,50p,3,rpunet,351150.0053778202
boiler,MNAR,20p,5,specunet,266400.07723811554
vibr,MNAR,5p,9,specsd2all4,74.20868802120899
pump,MAR,2p,3,interpolatepolynomial,40418.17349378537
pump,MAR,50p,6,imputemean,37558414.39723583
lake2,MAR,50p,2,specsd2all4,5183.985722249097
vibr,MAR,5p,9,interpolatenearest,115.96561471922547
lake1,MCAR,2p,3,rpunet,103.35072492882136
lake2,MCAR,20p,1,interpolatepchip,207.04954706133958
pump,MNAR,5p,10,interpolatequadratic,113260.51250266461
boiler,MAR,20p,3,interpolateindex,441.1737734487805
lake3,MCAR,5p,6,mtfunet,348.577331016981
boiler,MCAR,50p,9,mtfsd2all4,296365.9695783894
pump,MAR,50p,2,gafunet,64924167.1390041
lake3,MCAR,5p,5,gafsd2all4,1012.8856783905752
lake3,MAR,5p,2,interpolatecubic,59.14070817195207
pump,MAR,2p,1,imputemode,2398664.994825351
vibr,MCAR,50p,5,interpolatepchip,981.8015624850738
lake2,MCAR,50p,10,specunet,3614.849884782805
pump,MAR,50p,4,interpolatequadratic,3895053.9456477924
lake3,MNAR,2p,4,interpolateakima,16.121002111536512
lake1,MAR,5p,3,interpolatepolynomial,39.753798908528324
pump,MNAR,2p,8,specsd2all4,1207463.4426125018
lake1,MCAR,20p,7,gafsd2all4,1968.9069999999956
pump,MAR,50p,3,gafsd2all4,112161694.88660525
lake1,MCAR,2p,2,interpolatepchip,8.965415299041865
lake2,MNAR,5p,4,imputebfill,78.27150000000006
lake3,MNAR,20p,6,specunet,1382.1928471774308
pump,MCAR,50p,2,interpolateindex,1032280.0208052204
vibr,MCAR,5p,2,imputemedian,77.14067792555653
pump,MAR,50p,4,interpolateindex,2543966.7503039655
lake2,MNAR,5p,10,specunet,396.5550400031469
boiler,MAR,50p,1,mtfunet,324006.3851937037
lake1,MAR,2p,1,gafsd2all4,248.13159999999982
lake2,MNAR,50p,10,gafunet,1927.975526776896
lake3,MNAR,50p,6,interpolatepchip,410.1741714339548
lake3,MNAR,20p,8,rpsd2all4,1570.4670755076356
lake2,MNAR,5p,6,interpolatequadratic,74.52965355460549
lake3,MCAR,2p,6,interpolatenearest,12.634200000000021
vibr,MNAR,20p,6,interpolatenearest,355.6797853488407
boiler,MNAR,50p,3,mtfunet,345150.0720138113
lake1,MAR,20p,9,interpolatenearest,161.0709999999994
lake1,MAR,5p,6,imputemean,276.0358190114069
lake2,MNAR,2p,2,interpolateindex,18.218100000000277
lake1,MCAR,50p,8,rpsd2all4,2668.0459113882944
lake2,MCAR,2p,7,imputeffill,25.926500000000146
lake1,MAR,50p,8,interpolatenearest,479.8406000000003
lake1,MAR,20p,1,interpolatequadratic,111.29656059247498
pump,MNAR,5p,8,specsd2all4,3045078.198318157
lake2,MAR,2p,10,interpolateakima,25.18033731784169
boiler,MAR,2p,5,interpolatequadratic,53.9305508561049
lake2,MNAR,5p,9,interpolatequadratic,73.30769310616324
lake3,MNAR,20p,4,interpolatelinear,170.9677000000003
lake1,MNAR,20p,9,mtfsd2all4,1321.4615549112386
boiler,MAR,20p,3,gafunet,99617.87574273208
pump,MAR,20p,7,imputebfill,481566.0148728359
vibr,MNAR,2p,4,specsd2all4,26.680366055444043
pump,MAR,5p,5,imputeffill,103859.99756799999
lake3,MCAR,5p,9,mtfsd2all4,298.5390252058411
lake3,MNAR,2p,9,interpolatequadratic,16.730329319418644
boiler,MCAR,50p,5,interpolatepchip,1254.8442276118142
lake3,MNAR,50p,4,rpsd2all4,3305.3099004140076
vibr,MCAR,20p,10,interpolateakima,424.8863890662656
lake1,MAR,2p,5,imputemean,123.93838953574044
lake3,MNAR,50p,7,specsd2all4,5572.562380730293
vibr,MCAR,2p,8,mtfsd2all4,59.46800633334035
vibr,MNAR,2p,2,mtfsd2all4,65.51738445650821
vibr,MAR,20p,6,imputemean,358.9427416681346
boiler,MAR,5p,8,gafsd2all4,57835.189090585314
boiler,MAR,20p,9,interpolateakima,468.26499202633454
lake3,MCAR,2p,1,specunet,170.32453808847436
lake1,MCAR,20p,2,imputeffill,122.05369999999999
lake1,MCAR,50p,6,gafunet,2146.278348302393
lake3,MCAR,2p,4,specsd2all4,142.0497946355211
lake2,MCAR,50p,10,interpolatequadratic,766.1337842299715
lake2,MNAR,50p,4,imputeffill,872.9051000000003
pump,MCAR,5p,3,gafsd2all4,10865571.481858317
vibr,MCAR,5p,1,mtfunet,95.25840802401915
lake2,MAR,20p,8,imputemode,1179.0728999999988
vibr,MNAR,5p,3,specunet,108.3028029414979
lake3,MCAR,20p,4,gafunet,2079.689175235073
pump,MCAR,50p,7,specsd2all4,30533223.14030703
lake2,MAR,50p,5,rpsd2all4,2890.6661164350926
lake1,MNAR,5p,1,interpolatecubic,23.38985368636577
lake3,MAR,20p,8,imputebfill,251.9376
boiler,MCAR,20p,5,interpolatelinear,431.0414761905006
lake1,MAR,50p,3,mtfunet,3034.2091971718187
lake2,MNAR,2p,5,imputeffill,30.417699999999627
lake2,MNAR,50p,10,imputemode,1938.2408000000023
vibr,MCAR,20p,10,interpolatequadratic,485.67534323752693
boiler,MCAR,2p,2,gafsd2all4,22648.66739987591
boiler,MAR,5p,8,interpolatenearest,208.69000000000062
lake1,MNAR,50p,3,imputebfill,512.083000000001
lake3,MAR,20p,3,interpolatequadratic,230.49376916521481
pump,MNAR,20p,5,interpolatepchip,402606.4138706519
lake1,MNAR,20p,4,interpolatequadratic,107.55138724163277
boiler,MNAR,5p,1,imputemode,14840.149999999985
lake2,MNAR,50p,9,imputebfill,921.1583999999986
pump,MNAR,2p,9,imputemedian,825316.6207399999
lake2,MCAR,50p,10,imputemean,1780.770530635842
lake2,MCAR,2p,5,gafunet,137.50777894027613
boiler,MAR,5p,9,gafsd2all4,57617.849719388214
lake3,MCAR,5p,3,specsd2all4,356.8359625299746
lake3,MCAR,20p,5,interpolatelinear,126.93071666666631
lake3,MCAR,50p,10,rpunet,3130.0162944594213
boiler,MCAR,50p,8,interpolatelinear,1130.1135106560453
lake1,MNAR,2p,5,imputebfill,19.33420000000001
pump,MCAR,50p,6,interpolateindex,1029223.2973560358
lake2,MCAR,5p,10,gafunet,390.57458089036083
boiler,MCAR,5p,4,rpunet,40035.68020546331
vibr,MNAR,2p,8,interpolateakima,36.34419933304021
lake1,MCAR,50p,3,imputemedian,1900.8625000000002
vibr,MCAR,2p,6,rpsd2all4,42.964192191660636
boiler,MNAR,2p,10,specunet,29705.644895383037
lake2,MNAR,20p,6,interpolatepchip,240.96471239336176
vibr,MNAR,5p,4,rpunet,104.23270121825904
pump,MNAR,5p,8,imputeffill,119652.63798800002
vibr,MCAR,2p,8,rpunet,12.960240864248075
lake2,MAR,50p,8,rpsd2all4,2568.661301939216
pump,MCAR,20p,4,interpolateindex,385841.2647445162
pump,MAR,20p,9,specunet,17020202.238824937
vibr,MAR,20p,3,interpolatenearest,426.9823155849442
lake1,MCAR,2p,9,gafunet,141.0096121939671
pump,MAR,2p,3,mtfunet,2388366.9968097564
pump,MNAR,2p,10,gafsd2all4,4375130.093427917
boiler,MCAR,50p,8,imputeffill,3775.5200000000077
boiler,MAR,50p,1,imputemedian,202454.72
boiler,MNAR,2p,1,interpolatepchip,46.302027785427754
vibr,MAR,50p,1,gafunet,964.9114723263226
vibr,MNAR,50p,2,mtfunet,1035.2379992490316
pump,MNAR,2p,7,mtfunet,1854590.2319674932
vibr,MNAR,50p,2,interpolatepolynomial,1318.3010468478492
pump,MAR,50p,6,gafunet,64590359.82211337
lake1,MNAR,20p,7,interpolateakima,107.55921335348864
lake1,MAR,20p,7,interpolatequadratic,128.69262522888954
lake2,MAR,50p,8,specsd2all4,3837.0166629461505
lake3,MAR,5p,1,imputemode,341.47130000000016
lake3,MCAR,20p,3,imputemedian,621.4956
vibr,MAR,50p,5,interpolatequadratic,1089.9008561122982
lake3,MAR,5p,5,imputemean,234.2747152091255
lake3,MCAR,20p,8,imputeffill,185.13339999999994
boiler,MCAR,5p,8,interpolatepchip,114.873555860122
boiler,MAR,5p,9,imputemedian,23011.879999999997
vibr,MNAR,2p,1,rpsd2all4,26.35670039478881
lake1,MNAR,20p,9,interpolatepchip,110.9622346980475
pump,MAR,20p,1,interpolatepchip,397390.16919387
pump,MAR,50p,1,rpunet,42356512.45848527
boiler,MAR,2p,9,mtfsd2all4,19573.609356114444
lake1,MCAR,20p,9,imputemean,736.9462200361013
pump,MNAR,20p,3,specsd2all4,11890436.36364432
vibr,MCAR,5p,4,interpolatepchip,75.36952298956146
lake1,MNAR,50p,8,interpolateakima,271.76589450586704
boiler,MAR,5p,1,interpolatelinear,108.02166666666926
pump,MNAR,5p,8,interpolateindex,97988.26262233335
vibr,MNAR,2p,1,interpolateakima,36.416465124460956
lake3,MNAR,20p,2,specsd2all4,1696.2089780264178
vibr,MNAR,20p,8,imputeffill,379.6266546935924
lake1,MCAR,5p,6,imputemean,201.16074859315597
pump,MAR,50p,1,interpolatelinear,2302006.4480650714
vibr,MCAR,20p,3,imputebfill,464.4514179730436
lake1,MNAR,2p,2,rpsd2all4,117.48197618883864
vibr,MCAR,50p,3,interpolatenearest,962.7861650914009
vibr,MAR,50p,2,interpolatepolynomial,1095.323699201122
pump,MCAR,20p,6,imputebfill,463511.54854513897
boiler,MAR,20p,8,specsd2all4,302808.13656704436
boiler,MAR,2p,10,mtfsd2all4,19540.652280856106
vibr,MCAR,5p,2,interpolatequadratic,73.36110292588873
lake2,MCAR,50p,10,gafunet,3718.260567084936
pump,MNAR,5p,7,interpolatepchip,101661.1595260064
pump,MAR,50p,9,interpolatequadratic,4539571.128982491
lake1,MNAR,20p,6,imputebfill,153.6835000000002
lake2,MCAR,50p,8,imputebfill,759.8474999999994
vibr,MNAR,50p,5,gafunet,857.365161483277
lake1,MNAR,50p,1,rpsd2all4,2279.541874370335
pump,MNAR,5p,6,imputeffill,114605.37977835936
lake1,MCAR,50p,5,gafunet,2220.842607595361
boiler,MAR,50p,9,interpolateakima,1522.14432656791
vibr,MNAR,5p,8,gafunet,82.78959300010324
boiler,MCAR,50p,1,specsd2all4,611171.2351496102
pump,MNAR,2p,10,interpolatepolynomial,45005.618932710786
vibr,MNAR,5p,9,gafsd2all4,156.94870201470275
lake1,MNAR,50p,6,rpunet,3083.4779289925577
boiler,MNAR,50p,8,interpolatenearest,3088.900000000005
pump,MAR,2p,2,imputeffill,39240.671543
vibr,MNAR,5p,3,mtfunet,102.19836401700393
lake2,MCAR,50p,2,gafunet,2084.758978528567
lake2,MNAR,50p,3,interpolateindex,645.4903952081231
lake1,MCAR,20p,2,imputemedian,762.4173000000005
lake1,MNAR,20p,8,imputemean,802.7814346570422
lake3,MAR,5p,2,rpunet,478.66002986355915
pump,MAR,5p,1,imputebfill,108861.74915
lake3,MAR,50p,3,interpolatequadratic,638.7063360110278
lake2,MNAR,20p,8,imputemean,712.514506137185
lake2,MAR,5p,10,specunet,430.49201638256886
lake3,MAR,50p,2,imputemode,2385.795499999999
boiler,MCAR,20p,3,imputemode,60683.97999999996
lake1,MCAR,20p,4,interpolatepolynomial,101.02030514340214
boiler,MAR,2p,8,imputeffill,84.40999999999872
lake1,MNAR,5p,4,interpolatepchip,17.73405118565944
lake3,MCAR,20p,3,specsd2all4,1714.552321348177
lake1,MNAR,20p,7,rpsd2all4,1071.6670583750997
lake3,MAR,2p,9,mtfsd2all4,62.5009589437598
lake2,MCAR,2p,6,imputeffill,35.0445000000002
vibr,MNAR,50p,2,imputebfill,1113.0159363276468
lake2,MAR,20p,1,rpsd2all4,1068.3498809172218
lake2,MAR,5p,1,interpolatecubic,102.08300899075277
pump,MNAR,50p,3,imputemean,23451152.251629464
pump,MNAR,20p,9,interpolatequadratic,485838.801927162
vibr,MAR,5p,9,specsd2all4,139.01003882114918
vibr,MAR,5p,3,interpolatequadratic,134.0829418784495
pump,MNAR,5p,1,imputebfill,113948.6668334961
lake3,MAR,50p,9,interpolatenearest,673.5433000000002
lake1,MAR,20p,4,mtfsd2all4,1538.023892600523
lake2,MAR,2p,4,interpolatelinear,23.265933333333237
pump,MAR,50p,8,interpolateindex,2180484.885238204
lake1,MNAR,20p,10,interpolateindex,89.86043333333384
boiler,MAR,20p,4,interpolatepchip,488.064580892854
vibr,MCAR,20p,10,interpolatepolynomial,485.67534323752693
lake3,MNAR,5p,7,mtfsd2all4,312.18167506219083
lake1,MCAR,2p,7,interpolateakima,5.264823396133636
lake2,MNAR,20p,7,interpolatenearest,274.16499999999985
vibr,MCAR,2p,4,specunet,36.273807542457185
lake2,MCAR,5p,4,interpolatepolynomial,62.432579943496194
pump,MCAR,2p,10,interpolatequadratic,44765.85368912419
lake2,MCAR,20p,6,interpolatecubic,293.56458192930484
lake3,MNAR,50p,6,imputebfill,610.4147000000006
lake1,MCAR,5p,2,rpsd2all4,304.15376438864314
pump,MCAR,2p,3,interpolatepchip,38360.53254986379
lake3,MAR,5p,7,mtfsd2all4,297.0860761432615
lake1,MCAR,5p,9,rpunet,318.7851680531922
lake2,MAR,2p,6,interpolatepolynomial,34.77275679638933
lake2,MNAR,5p,5,interpolatequadratic,55.041962499689134
lake3,MAR,50p,4,rpunet,3028.6613490057343
lake3,MNAR,50p,4,interpolatenearest,513.9300999999998
vibr,MAR,2p,7,interpolatepolynomial,32.42697166074384
boiler,MAR,5p,4,mtfsd2all4,49180.18693028656
lake2,MNAR,5p,5,interpolatelinear,54.47316666666734
lake1,MCAR,50p,6,imputebfill,444.44549999999947
vibr,MAR,5p,7,specunet,107.40955093594377
lake2,MNAR,20p,4,mtfsd2all4,1544.570372703437
lake3,MCAR,2p,6,specsd2all4,169.86721371690896
lake2,MNAR,50p,4,mtfunet,3234.1609371840013
lake2,MCAR,5p,7,imputebfill,52.369099999999776
pump,MCAR,50p,3,imputemean,25413465.141685776
pump,MAR,2p,7,specsd2all4,1571557.7484071674
lake1,MCAR,20p,6,mtfunet,1520.171705847551
lake1,MCAR,2p,1,rpunet,104.42587917606568
lake1,MNAR,5p,6,imputemedian,231.01999999999953
lake2,MAR,50p,3,gafsd2all4,5443.042099999971
lake1,MNAR,50p,2,interpolatequadratic,348.6248431521816
boiler,MAR,5p,7,mtfunet,44120.47145436587
pump,MNAR,50p,5,rpsd2all4,42254288.53455534
pump,MNAR,2p,3,imputebfill,44082.16305
boiler,MAR,20p,4,interpolateindex,445.1316681096898
vibr,MAR,50p,9,rpsd2all4,942.1137686735224
lake1,MNAR,20p,3,imputemedian,808.4749000000006
lake1,MCAR,5p,2,interpolateindex,22.053133333333562
lake1,MCAR,2p,8,mtfsd2all4,128.2449301006145
vibr,MCAR,5p,8,gafsd2all4,179.85950045677143
lake2,MAR,50p,10,interpolatequadratic,893.0545601494076
lake2,MNAR,2p,5,imputemedian,95.60119999999961
lake2,MCAR,2p,7,interpolatelinear,24.74624999999969
lake1,MAR,5p,3,imputemode,354.37990000000093
lake1,MCAR,2p,10,imputeffill,7.684899999999914
lake1,MNAR,5p,3,specsd2all4,427.31722443767444
pump,MAR,5p,1,mtfunet,6755590.990450026
vibr,MAR,50p,6,specsd2all4,1098.3519439638153
lake3,MNAR,5p,10,mtfunet,270.200517162016
lake3,MAR,20p,1,interpolatequadratic,251.18010351091198
lake3,MAR,50p,10,interpolatepolynomial,634.4033154509073
lake1,MNAR,5p,4,interpolatenearest,23.328000000000145
vibr,MNAR,2p,7,interpolateindex,37.42189265370911
pump,MCAR,5p,10,interpolatepolynomial,114685.40431770997
vibr,MNAR,2p,1,imputemode,53.01660885649582
boiler,MNAR,5p,1,interpolatepchip,115.25866287252575
lake2,MCAR,50p,4,interpolatenearest,709.6724000000007
lake3,MAR,20p,7,interpolatelinear,218.4459466666668
pump,MAR,20p,3,imputemedian,20464683.38696609
lake2,MAR,50p,9,interpolatenearest,834.8553999999997
lake1,MCAR,2p,3,interpolateindex,9.269049999999936
lake3,MCAR,20p,2,interpolatepchip,145.04967227465986
lake1,MAR,20p,8,interpolatenearest,152.3157000000004
vibr,MNAR,2p,10,mtfsd2all4,46.004441746202225
boiler,MNAR,5p,6,imputebfill,209.66999999999564
lake2,MAR,20p,8,interpolateakima,297.920902115059
lake2,MCAR,20p,7,imputemode,992.4579000000098
boiler,MCAR,2p,5,rpsd2all4,16377.10143067423
lake3,MCAR,2p,1,interpolatenearest,13.261699999999962
vibr,MAR,2p,3,interpolatelinear,47.526891628737644
vibr,MNAR,20p,4,specsd2all4,350.4801364155731
lake2,MAR,20p,3,mtfunet,1568.8788042351007
vibr,MCAR,50p,5,mtfsd2all4,826.7447820223068
boiler,MNAR,20p,5,rpsd2all4,158150.13776216967
lake1,MCAR,5p,5,interpolateindex,25.710783333333495
lake1,MNAR,50p,4,interpolatepolynomial,441.66087097992727
vibr,MCAR,2p,10,rpsd2all4,38.758871333128965
boiler,MCAR,2p,8,interpolatepchip,46.67644051545892
boiler,MAR,5p,1,imputeffill,226.71000000000095
lake3,MNAR,5p,2,gafunet,477.304282231712
lake1,MNAR,2p,8,imputemedian,75.53789999999998
lake3,MNAR,50p,2,gafunet,4760.817411514581
lake3,MCAR,20p,4,interpolatequadratic,159.1081484307095
lake2,MCAR,2p,8,interpolatecubic,21.25214236209365
lake1,MCAR,20p,8,gafunet,879.0524184947526
vibr,MAR,20p,2,mtfsd2all4,452.443103320066
vibr,MAR,5p,1,rpsd2all4,92.53562467472103
lake1,MAR,2p,6,interpolateindex,11.538600000000145
pump,MCAR,2p,1,gafunet,1836087.9311288982
lake3,MNAR,20p,4,gafsd2all4,4032.5753000000013
lake1,MAR,20p,3,rpunet,1138.728784488963
pump,MAR,5p,6,gafunet,9562618.681103287
lake3,MCAR,50p,8,interpolatecubic,547.6911405607393
lake3,MAR,2p,9,rpsd2all4,158.09734490822805
lake2,MAR,2p,4,interpolateakima,22.901179931524325
boiler,MAR,5p,4,interpolatepchip,117.85693502382492
pump,MCAR,5p,7,specunet,2929708.9841539683
boiler,MCAR,5p,5,interpolatelinear,106.55633333333901
boiler,MNAR,20p,2,interpolatepchip,475.6585039890689
pump,MNAR,50p,1,interpolatepolynomial,1442741.9094682054
boiler,MAR,50p,3,interpolatequadratic,1698.8619810061632
vibr,MNAR,2p,9,interpolateindex,34.28569222916188
lake3,MNAR,5p,7,imputebfill,43.806299999999936
vibr,MAR,20p,1,specunet,413.0774381069675
pump,MCAR,20p,2,imputebfill,464189.6206575976
lake1,MAR,2p,1,imputemean,110.25450184229936
lake3,MAR,5p,4,specsd2all4,384.2062112771896
lake2,MNAR,5p,1,imputemode,203.79859999999985
boiler,MAR,50p,5,imputeffill,7607.69999999999
lake3,MCAR,5p,9,interpolatenearest,37.89330000000004
lake1,MNAR,5p,2,mtfunet,304.5103654977192
lake2,MCAR,50p,8,interpolatelinear,598.2729742857117
lake3,MAR,20p,10,imputebfill,230.84579999999974
lake1,MCAR,50p,6,rpunet,2869.9160706345756
vibr,MNAR,50p,4,interpolatecubic,1139.9916607021428
vibr,MNAR,5p,1,interpolateakima,90.72935922684479
lake1,MCAR,20p,9,mtfunet,1283.7134671332478
lake2,MCAR,20p,9,interpolatenearest,253.58259999999927
lake2,MAR,50p,5,imputeffill,917.8365999999986
boiler,MCAR,20p,3,specunet,279636.0704616132
lake1,MNAR,2p,8,gafsd2all4,208.39121949855416
vibr,MCAR,50p,4,imputebfill,1001.9768338269217
boiler,MAR,20p,1,imputemode,88522.49
lake1,MNAR,50p,9,interpolatepolynomial,378.39672543775663
lake3,MAR,20p,3,interpolatenearest,212.9274
lake2,MAR,2p,7,interpolatepchip,22.65828730938847
lake2,MCAR,20p,2,interpolatenearest,250.74760000000038
lake2,MAR,2p,1,specsd2all4,175.7176114758729
lake3,MCAR,20p,1,rpunet,1261.4466564827717
lake2,MCAR,20p,4,gafsd2all4,3368.907084227641
lake1,MNAR,20p,1,interpolatelinear,104.83830428571417
vibr,MNAR,20p,5,gafunet,456.9333615288298
lake2,MAR,20p,2,interpolatecubic,297.9108371382682
lake3,MAR,2p,10,interpolatenearest,26.03679999999997
vibr,MAR,50p,8,rpsd2all4,1057.7398225736658
lake1,MAR,5p,9,imputemean,318.1181099619778
lake1,MNAR,20p,1,interpolatenearest,127.88129999999956
lake2,MAR,2p,8,imputebfill,32.121000000000095
lake2,MCAR,50p,5,imputemean,1854.82358121388
lake1,MCAR,20p,1,gafsd2all4,2046.7783999999986
pump,MNAR,5p,4,rpunet,7008451.567253305
vibr,MAR,5p,6,rpsd2all4,110.62975879478427
lake1,MAR,50p,8,interpolatepolynomial,482.538779575285
pump,MNAR,20p,2,rpsd2all4,26787519.70121164
vibr,MAR,5p,10,imputebfill,112.1278494160967
pump,MCAR,50p,7,rpsd2all4,41739816.7459814
vibr,MAR,50p,9,interpolatecubic,1117.1176011100615
boiler,MAR,50p,2,imputebfill,7477.859999999999
pump,MCAR,2p,8,imputemode,984960.64985
pump,MNAR,2p,7,imputebfill,46452.397939999995
boiler,MAR,50p,10,gafunet,256873.60782240718
pump,MCAR,50p,4,interpolatepolynomial,1323670.4662975734
pump,MCAR,20p,3,rpunet,23104499.506255127
pump,MAR,2p,7,rpsd2all4,3705190.9092871277
lake2,MNAR,5p,9,imputemedian,193.11239999999918
vibr,MCAR,50p,10,rpsd2all4,846.8419186535053
lake1,MNAR,50p,1,gafunet,2046.540067186581
vibr,MNAR,20p,6,interpolatequadratic,444.26991318827595
boiler,MNAR,2p,3,interpolatenearest,80.0199999999968
vibr,MCAR,2p,7,gafsd2all4,84.65184057476712
vibr,MAR,20p,8,imputeffill,500.9447748513028
boiler,MNAR,50p,9,interpolatepolynomial,1556.7770449019363
lake2,MCAR,20p,3,gafunet,1437.6321544660018
pump,MAR,5p,5,specunet,4035479.3474097173
lake1,MAR,2p,5,gafsd2all4,249.7237568656446
boiler,MNAR,5p,3,gafunet,15983.76577135133
lake3,MAR,5p,8,interpolatepolynomial,59.66607940054536
lake3,MAR,50p,4,imputeffill,640.2296000000005
lake3,MNAR,50p,1,rpunet,2656.0618868551974
vibr,MNAR,50p,4,imputemean,732.1059549849913
boiler,MNAR,5p,9,specsd2all4,77432.52414118712
vibr,MNAR,2p,1,interpolatepolynomial,32.70931509082614
lake1,MAR,2p,2,imputebfill,23.88119999999998
pump,MAR,20p,4,interpolateakima,413835.05272532295
pump,MAR,50p,5,imputemode,38689804.099248074
lake1,MAR,20p,6,specunet,1860.6104061622846
pump,MNAR,5p,1,specunet,2993283.056123168
vibr,MCAR,50p,8,gafsd2all4,1430.5017066328335
lake3,MCAR,5p,4,rpunet,520.3963078345136
vibr,MCAR,20p,5,interpolatecubic,473.8547797070316
lake1,MAR,5p,10,interpolatepolynomial,37.959404060807174
lake2,MCAR,5p,9,imputemedian,203.92590000000064
pump,MCAR,2p,9,imputemode,955649.47405
vibr,MNAR,5p,1,interpolatenearest,100.50266049143502
vibr,MCAR,2p,8,specsd2all4,21.00539558659919
pump,MCAR,20p,5,interpolateakima,406858.06516576774
boiler,MNAR,20p,7,interpolatequadratic,547.9997290353155
vibr,MNAR,5p,1,imputemode,142.1512268042628
pump,MCAR,2p,7,mtfunet,2118520.5172929526
lake3,MAR,2p,5,imputeffill,23.14949999999999
lake1,MNAR,50p,4,imputeffill,508.42779999999976
lake1,MCAR,50p,9,specunet,3427.9167793520714
lake2,MCAR,50p,9,interpolateakima,607.3436477943421
lake2,MAR,5p,5,interpolatenearest,73.25949999999989
lake2,MAR,2p,7,interpolatelinear,22.848450000000184
pump,MAR,2p,6,imputemean,1997688.913733141
lake1,MNAR,2p,6,interpolatenearest,12.67330000000004
lake2,MNAR,50p,1,imputeffill,820.1994999999993
lake3,MNAR,2p,9,interpolatepchip,12.657875844953878
boiler,MNAR,20p,1,imputemean,59669.84950341484
boiler,MAR,5p,9,specunet,69530.67912912444
pump,MAR,20p,6,rpsd2all4,30606322.734512486
lake2,MNAR,50p,10,interpolatepolynomial,954.4195901715102
lake3,MCAR,50p,2,imputemean,1511.7737265895958
pump,MCAR,20p,8,interpolatepchip,393595.8364043694
