dataset_name,missing_data_type,missing_rate,iteration_nr,fixing_method,difference
lake3,MAR,50p,5,imputebfill,597.6123999999998
lake1,MNAR,5p,7,specunet,459.9181293587923
vibr,MAR,50p,1,rpunet,919.6041163059235
boiler,MCAR,2p,1,interpolatequadratic,52.08299315928093
boiler,MCAR,5p,6,interpolateakima,109.45060264215726
vibr,MAR,5p,1,interpolatelinear,110.7868071863535
lake1,MCAR,5p,5,imputemode,409.8914000000013
lake2,MAR,5p,6,interpolatecubic,65.02018761051386
boiler,MCAR,5p,8,rpsd2all4,40751.997073810424
lake3,MAR,20p,7,gafunet,1081.4303983850439
vibr,MCAR,5p,8,mtfsd2all4,139.78363051863326
lake2,MAR,2p,9,imputebfill,27.769299999999475
lake2,MCAR,2p,3,interpolatepolynomial,29.184325682631766
lake2,MNAR,5p,9,interpolatepchip,63.807376026001975
pump,MCAR,2p,4,imputemode,953174.5640425977
vibr,MCAR,50p,5,interpolatequadratic,1184.163501908005
lake2,MAR,2p,7,imputeffill,29.561399999999708
vibr,MAR,2p,7,mtfunet,25.880597620028194
lake1,MAR,2p,7,gafsd2all4,282.0933999999997
vibr,MAR,50p,5,interpolateakima,1023.3290796543188
lake2,MNAR,5p,8,interpolateakima,54.216843375754934
pump,MNAR,20p,7,specsd2all4,12215506.710281169
boiler,MAR,5p,6,gafsd2all4,57852.23153731175
lake1,MAR,5p,9,interpolatepolynomial,47.25498630025032
lake2,MAR,5p,8,interpolatenearest,97.81989999999962
boiler,MCAR,2p,10,imputemedian,5936.580000000001
lake1,MCAR,20p,8,mtfunet,1351.9918356875182
vibr,MAR,20p,2,gafunet,418.06508232373034
pump,MAR,50p,1,specsd2all4,44007320.75073545
lake2,MNAR,20p,9,interpolatelinear,225.96134999999902
lake1,MCAR,20p,5,rpsd2all4,1067.0803677025324
vibr,MNAR,20p,10,interpolatepolynomial,391.4520614705778
pump,MCAR,2p,4,rpsd2all4,2879304.9082091656
pump,MAR,50p,4,specunet,36708217.31226047
lake1,MCAR,5p,3,specsd2all4,534.4616692837641
pump,MAR,5p,8,rpsd2all4,9067643.681874227
boiler,MAR,5p,4,imputemedian,23145.620000000006
lake1,MAR,2p,10,imputeffill,10.172099999999944
lake3,MNAR,5p,8,interpolatelinear,29.509850000000057
lake3,MNAR,50p,7,imputemedian,1635.8468999999984
boiler,MNAR,5p,9,imputebfill,215.69000000000187
lake2,MNAR,2p,4,mtfunet,198.80862924660448
pump,MCAR,5p,7,interpolatenearest,108464.14401000002
pump,MAR,50p,1,interpolatepolynomial,3445232.558541443
lake2,MNAR,20p,6,rpsd2all4,983.0879166684003
lake2,MAR,50p,5,interpolatequadratic,941.4316691373391
lake3,MNAR,2p,7,interpolatepchip,14.130576750492224
lake3,MNAR,5p,3,imputebfill,45.81890000000001
boiler,MCAR,5p,2,specunet,72022.66477723717
lake3,MNAR,20p,8,interpolatepchip,165.96797277425716
lake2,MNAR,50p,3,interpolatelinear,645.4903952081231
boiler,MCAR,5p,5,rpunet,41390.55844637047
vibr,MAR,5p,3,specunet,83.2845681505457
vibr,MNAR,5p,8,interpolatecubic,96.2651395772489
pump,MNAR,2p,3,interpolatequadratic,44317.67936152583
lake1,MNAR,5p,6,interpolatepchip,17.761368371044682
lake2,MCAR,20p,3,mtfunet,1696.6459744745493
pump,MNAR,20p,9,imputemode,8832847.59808759
pump,MCAR,50p,8,interpolateindex,1021559.641976908
lake3,MCAR,5p,7,gafunet,407.661912811628
lake2,MNAR,50p,1,specunet,3778.5521328348523
vibr,MNAR,5p,1,imputeffill,100.50266049143502
pump,MNAR,2p,5,mtfsd2all4,1787780.6856419372
lake3,MCAR,2p,3,gafsd2all4,397.4743000000001
lake2,MAR,50p,10,mtfunet,2505.8122397031375
pump,MAR,5p,8,specsd2all4,3794277.191912138
lake2,MAR,5p,7,interpolateakima,70.03452667791521
vibr,MNAR,5p,4,interpolatequadratic,89.15680615947205
boiler,MNAR,50p,7,gafunet,203627.57700665787
lake2,MNAR,5p,1,imputemean,202.94169870722453
lake1,MAR,20p,2,interpolatequadratic,109.78406278401945
lake3,MNAR,5p,8,interpolateakima,30.390322308007654
boiler,MNAR,50p,8,rpsd2all4,358352.802222676
lake1,MCAR,2p,7,interpolatenearest,9.554100000000119
lake2,MAR,5p,7,gafunet,533.41891686821
lake3,MCAR,50p,8,rpunet,3264.8212442075956
lake3,MAR,5p,9,rpsd2all4,456.15130819339606
vibr,MNAR,50p,8,interpolatepchip,923.1726582626713
vibr,MNAR,5p,8,imputemode,180.96057740125042
pump,MAR,20p,10,imputeffill,493657.17578558985
boiler,MAR,50p,1,interpolatepolynomial,1746.5400809687685
lake2,MNAR,50p,10,mtfunet,2681.8229323834626
lake3,MCAR,2p,10,imputemode,111.61689999999999
lake3,MCAR,50p,5,interpolatepchip,383.2392459287655
lake1,MNAR,2p,10,gafsd2all4,220.37504092403663
lake1,MNAR,5p,7,imputebfill,22.043799999999806
pump,MAR,2p,2,mtfunet,2424576.180363326
lake3,MNAR,5p,7,specunet,436.5294610309974
lake2,MCAR,20p,7,interpolatelinear,215.80739333333293
pump,MNAR,20p,7,interpolatecubic,505711.721556579
boiler,MCAR,2p,9,interpolateakima,45.26045414006296
lake2,MAR,50p,2,mtfsd2all4,2841.4128478871335
lake2,MAR,50p,6,interpolatepolynomial,925.6493073458792
lake3,MCAR,50p,7,interpolatenearest,421.5604000000004
lake2,MAR,50p,10,imputemean,2525.20842543353
lake3,MCAR,2p,9,interpolateakima,12.649077247201632
vibr,MCAR,50p,9,interpolateindex,898.3092355005126
lake3,MAR,5p,1,mtfunet,325.0061845049112
boiler,MCAR,50p,2,rpsd2all4,226294.2002828673
lake1,MAR,50p,3,interpolateindex,451.845974444445
lake3,MNAR,5p,3,imputemedian,157.43229999999988
vibr,MNAR,50p,5,interpolateindex,920.5829392814319
boiler,MNAR,20p,5,interpolateakima,460.5699557050858
lake1,MCAR,20p,5,imputemean,740.2210404332131
lake1,MAR,20p,5,gafunet,1213.8440775908339
lake2,MNAR,20p,9,mtfunet,1373.7534961184892
lake2,MCAR,20p,1,interpolatenearest,241.3540000000006
pump,MNAR,2p,8,interpolatequadratic,45982.78702308607
vibr,MCAR,5p,7,specunet,109.10385154178609
lake3,MCAR,2p,8,specunet,178.9649273089064
vibr,MNAR,2p,1,imputeffill,70.87770008377886
pump,MAR,2p,5,interpolateakima,35941.444086460295
boiler,MNAR,20p,9,specsd2all4,303973.98395803507
lake3,MCAR,2p,8,interpolatecubic,13.936763747851103
pump,MCAR,20p,1,interpolatelinear,387729.540882951
lake2,MAR,2p,5,specunet,136.37771484582208
boiler,MCAR,2p,5,interpolateindex,41.20166666666546
pump,MNAR,2p,1,mtfunet,1889909.954312252
vibr,MAR,5p,10,rpsd2all4,90.13976326172694
pump,MAR,20p,7,gafsd2all4,54474365.374160945
lake1,MNAR,2p,3,interpolatepchip,8.57448742518136
lake2,MAR,5p,9,interpolatelinear,73.85045000000059
lake2,MCAR,20p,3,gafsd2all4,3291.173800000003
lake3,MAR,50p,9,rpunet,3045.0702701330483
vibr,MCAR,20p,10,interpolateindex,402.2206641044415
lake2,MNAR,5p,10,interpolateindex,57.597983333333445
boiler,MNAR,50p,10,interpolatequadratic,1540.6840260794143
lake3,MCAR,50p,5,mtfsd2all4,2664.463141511924
lake3,MCAR,50p,4,interpolateakima,357.93006540193073
lake2,MCAR,20p,1,rpsd2all4,938.4922057744645
lake1,MNAR,5p,4,mtfunet,346.5883398735503
vibr,MNAR,20p,10,imputemean,309.84111737267057
lake3,MAR,5p,10,interpolatecubic,70.6055996142866
lake1,MNAR,20p,7,specunet,1607.6642812814914
lake3,MCAR,2p,5,interpolateindex,16.160450000000083
vibr,MNAR,50p,4,mtfunet,797.4586244101026
lake2,MAR,50p,10,interpolatenearest,795.8339999999986
boiler,MCAR,2p,10,imputemode,5991.749999999997
vibr,MAR,5p,8,interpolatepchip,103.66185780358931
pump,MNAR,5p,10,imputeffill,117024.87574349609
lake3,MNAR,2p,3,gafsd2all4,409.30390000000006
boiler,MNAR,20p,9,imputemode,60312.679999999935
lake3,MNAR,5p,7,interpolatenearest,72.4628999999999
lake1,MAR,2p,7,imputemode,103.74840000000017
lake2,MAR,50p,9,imputemode,2531.1668999999956
boiler,MCAR,5p,5,interpolateakima,112.46716746281572
pump,MAR,20p,3,interpolatepchip,401229.3958476686
pump,MNAR,50p,2,imputeffill,1398989.236315955
lake1,MNAR,5p,9,imputebfill,31.47580000000005
boiler,MAR,5p,8,interpolateakima,113.35362662291152
lake2,MNAR,50p,6,mtfsd2all4,2743.2486211675287
pump,MNAR,5p,10,mtfsd2all4,4521644.325547326
lake3,MCAR,2p,9,interpolateindex,11.955149999999918
boiler,MNAR,20p,7,specunet,234095.9933316662
lake1,MAR,2p,6,specsd2all4,198.12541125358223
lake1,MNAR,20p,2,imputeffill,162.6699999999999
pump,MNAR,2p,9,imputemean,884549.1030927877
pump,MNAR,20p,5,rpunet,21470094.3423843
boiler,MCAR,5p,1,interpolatepolynomial,131.43424856865477
lake2,MAR,20p,8,interpolatenearest,343.28229999999996
pump,MAR,5p,6,specsd2all4,3903950.049971734
pump,MCAR,2p,5,interpolatequadratic,44702.29029197569
lake3,MAR,50p,4,rpsd2all4,3143.6503596051607
lake2,MAR,2p,3,imputemode,125.9377999999997
pump,MNAR,20p,5,gafunet,20181791.49494013
pump,MCAR,20p,8,interpolatenearest,449295.47090349614
lake1,MNAR,2p,1,interpolatenearest,17.958799999999883
pump,MCAR,20p,6,mtfunet,20186100.05732897
pump,MNAR,2p,8,imputemean,894560.7930028203
lake3,MAR,2p,9,imputebfill,11.602400000000046
lake1,MCAR,2p,5,specsd2all4,244.92554793314832
lake3,MCAR,5p,8,specunet,373.51256142406146
lake1,MAR,5p,9,mtfunet,441.4769297360586
boiler,MAR,50p,9,mtfsd2all4,254143.78106030886
pump,MNAR,20p,4,mtfsd2all4,18280678.365632452
lake1,MAR,5p,2,interpolateindex,34.59628333333353
vibr,MAR,5p,3,interpolatecubic,136.67693482703737
lake3,MCAR,2p,4,interpolatepolynomial,11.666192442326178
lake2,MNAR,2p,3,rpsd2all4,114.02958433927165
lake2,MCAR,20p,10,interpolatelinear,219.41014999999925
lake2,MCAR,20p,1,imputemode,940.5011000000079
lake1,MAR,5p,6,specunet,410.50060995766677
lake3,MAR,5p,6,mtfsd2all4,321.75749060523526
vibr,MNAR,2p,2,imputebfill,42.19888202761656
lake1,MAR,50p,5,imputebfill,536.2588999999994
pump,MCAR,5p,6,mtfsd2all4,4355058.44966019
pump,MCAR,20p,4,rpunet,22431490.70814436
boiler,MAR,50p,8,imputebfill,7757.869999999999
lake1,MCAR,50p,8,interpolatecubic,366.54557239207236
lake3,MAR,2p,6,specunet,165.17884866243858
lake2,MAR,2p,10,rpsd2all4,104.50087426621917
lake3,MNAR,50p,10,interpolatenearest,476.7347000000001
vibr,MCAR,2p,6,interpolatecubic,24.577848622572336
lake1,MAR,2p,5,interpolatequadratic,8.653712449051
lake3,MCAR,50p,4,interpolatepolynomial,525.9530772720541
lake2,MNAR,2p,10,gafsd2all4,346.9857888598184
boiler,MNAR,50p,1,imputemedian,149318.48999999996
lake1,MNAR,2p,2,mtfunet,157.84601071428222
vibr,MCAR,2p,1,interpolatelinear,45.861924750105985
lake1,MNAR,20p,10,imputemean,788.6991406137156
lake2,MAR,50p,6,interpolatelinear,780.8033288057055
pump,MNAR,5p,3,interpolatepolynomial,113287.77717855827
pump,MAR,50p,7,interpolatelinear,2359376.8799115885
lake2,MAR,5p,3,interpolatepolynomial,84.96802865588722
lake1,MAR,5p,6,interpolateakima,16.43180413325979
pump,MCAR,20p,1,interpolatenearest,458798.9434341524
lake1,MNAR,2p,5,interpolatecubic,12.714587089770475
lake1,MAR,20p,5,interpolateindex,117.1800104761898
boiler,MNAR,50p,3,specsd2all4,803067.1557883644
lake3,MCAR,50p,6,gafsd2all4,10431.302800000003
lake2,MAR,2p,3,interpolatequadratic,38.65608910057017
pump,MCAR,50p,10,interpolatequadratic,1326705.4506729147
lake2,MAR,2p,2,gafsd2all4,382.2303000000003
boiler,MCAR,20p,6,mtfunet,168279.59150105887
lake3,MCAR,50p,8,imputemean,1512.8977771676296
boiler,MNAR,2p,5,interpolatepchip,44.89511025096067
lake1,MCAR,20p,6,interpolateakima,102.01281872011532
pump,MCAR,50p,7,gafsd2all4,109011269.8945574
lake3,MAR,2p,10,imputemode,139.73709999999994
lake1,MNAR,2p,10,interpolatepolynomial,13.626214044118854
lake2,MCAR,2p,7,interpolatecubic,27.175580299852527
vibr,MNAR,5p,9,rpunet,113.62566711149012
lake1,MAR,5p,3,gafunet,314.2125963451748
pump,MAR,5p,8,interpolatecubic,107427.73622576379
vibr,MNAR,50p,3,mtfunet,910.9086676082568
vibr,MAR,5p,2,imputemode,128.61377553703574
lake1,MCAR,50p,9,interpolatequadratic,287.26116337967056
pump,MCAR,5p,9,interpolateindex,93381.98776795247
lake3,MNAR,5p,6,interpolatenearest,47.603200000000044
lake3,MNAR,2p,5,imputeffill,13.631600000000049
boiler,MAR,50p,6,imputemean,202454.62700891303
lake3,MAR,50p,7,mtfsd2all4,2397.451265519706
lake2,MAR,20p,3,interpolatepchip,272.7361168047994
vibr,MNAR,50p,10,imputemode,1607.021972482276
vibr,MNAR,5p,3,interpolateindex,114.67795908780101
boiler,MAR,5p,6,mtfunet,43566.38603832157
boiler,MNAR,50p,1,mtfsd2all4,292760.9244207818
lake3,MCAR,50p,9,rpunet,3668.327111745343
lake2,MAR,50p,4,interpolateindex,744.5447224077283
vibr,MNAR,5p,6,mtfunet,98.77084803754475
vibr,MAR,2p,8,specsd2all4,35.77921084412203
vibr,MNAR,2p,2,interpolateindex,46.03405051957405
lake3,MNAR,20p,1,imputebfill,151.24469999999977
lake3,MAR,2p,2,mtfsd2all4,143.87020814526997
lake2,MNAR,2p,10,rpunet,100.50706292436337
boiler,MNAR,50p,7,rpsd2all4,309116.0702779409
boiler,MCAR,50p,2,rpunet,315468.5997770123
lake1,MCAR,20p,9,specsd2all4,2029.2249234186356
pump,MAR,50p,1,gafsd2all4,110958895.06485666
lake3,MNAR,50p,9,interpolateindex,420.4210394336219
lake2,MNAR,5p,6,interpolatenearest,70.99570000000006
lake2,MAR,50p,9,rpsd2all4,2940.7343662647636
lake3,MAR,50p,2,rpunet,3098.362136895615
boiler,MCAR,20p,5,specunet,289008.3595973595
lake2,MCAR,50p,9,rpsd2all4,2280.210236968942
lake2,MNAR,5p,6,specsd2all4,448.9069457613622
lake3,MCAR,5p,10,mtfunet,254.09683595485762
pump,MCAR,2p,3,interpolatequadratic,44751.92517879108
pump,MAR,20p,6,interpolateindex,402693.248081045
lake1,MAR,50p,9,interpolatepolynomial,403.40296837508544
boiler,MNAR,50p,9,interpolatelinear,1189.4508215845945
lake2,MAR,20p,9,imputemode,1277.5744999999984
pump,MAR,50p,8,imputemedian,38410581.91774633
lake2,MNAR,5p,3,interpolateindex,51.198949999999854
pump,MNAR,2p,2,mtfsd2all4,1802849.745175355
lake2,MAR,5p,4,imputeffill,79.46710000000087
lake1,MNAR,5p,9,mtfsd2all4,317.8743080807539
lake1,MCAR,2p,4,imputemode,167.0356000000005
lake2,MAR,20p,7,imputebfill,332.7098999999997
lake3,MCAR,5p,1,mtfsd2all4,242.41009779952495
vibr,MCAR,2p,5,imputemean,35.15686090526943
lake1,MCAR,50p,2,imputemode,3056.7527000000064
pump,MCAR,5p,7,interpolatelinear,92886.69215333334
pump,MNAR,20p,7,specunet,13307532.464157805
pump,MCAR,20p,4,imputemean,10140885.091309516
boiler,MNAR,50p,10,interpolateakima,1229.127226669223
vibr,MNAR,5p,4,interpolatelinear,82.61804103103587
vibr,MAR,50p,3,interpolateakima,1058.8627262625555
lake1,MNAR,2p,5,gafsd2all4,223.70091146199388
vibr,MNAR,50p,4,rpsd2all4,891.6290445668396
vibr,MAR,50p,1,interpolatequadratic,1189.2423423121995
boiler,MAR,5p,8,imputemode,22753.48
lake3,MAR,2p,1,imputebfill,17.017100000000056
lake3,MAR,2p,1,interpolatepchip,13.76538072459769
vibr,MNAR,20p,9,interpolatequadratic,363.326527466309
pump,MAR,50p,5,interpolateindex,2384860.676978972
lake2,MAR,50p,6,gafsd2all4,4764.56219999998
lake3,MAR,50p,10,interpolateakima,575.36305601748
pump,MAR,20p,4,mtfsd2all4,19151315.54300434
vibr,MAR,50p,8,interpolatenearest,995.7965270679498
lake3,MNAR,2p,4,interpolatecubic,20.538854572713035
pump,MAR,5p,4,imputebfill,104326.204883
lake3,MAR,2p,4,interpolatepolynomial,22.74683053744249
vibr,MAR,20p,3,rpsd2all4,421.16222511405266
pump,MCAR,5p,10,imputeffill,114844.26676209577
lake3,MCAR,50p,3,imputeffill,500.9972999999998
pump,MNAR,5p,4,gafsd2all4,10871799.89228929
lake3,MNAR,2p,3,interpolatenearest,26.64570000000012
pump,MCAR,5p,2,mtfsd2all4,4528168.388294986
pump,MCAR,2p,1,mtfunet,1947901.1166151753
pump,MNAR,5p,6,specsd2all4,2981362.8572002486
lake1,MCAR,2p,10,gafsd2all4,170.00869904106435
lake1,MNAR,5p,9,interpolatecubic,23.92825040399265
lake2,MAR,20p,8,rpunet,1180.8634511890323
vibr,MNAR,2p,3,interpolatelinear,29.722200105618047
lake1,MAR,20p,6,interpolatecubic,129.16952266924505
lake3,MNAR,5p,5,imputemode,318.20500000000027
vibr,MAR,20p,9,mtfsd2all4,521.4431959075107
lake1,MAR,2p,5,imputemode,115.96030000000036
boiler,MCAR,20p,7,rpunet,179007.08595542712
lake2,MCAR,5p,5,rpsd2all4,221.1672048166488
lake2,MCAR,5p,3,imputeffill,61.982399999999416
lake1,MNAR,50p,6,imputemode,2114.9482999999964
lake1,MAR,2p,10,specsd2all4,186.15057109349596
pump,MCAR,20p,10,interpolateakima,400065.6519230141
lake3,MAR,50p,5,gafsd2all4,4127.177000000004
vibr,MCAR,2p,5,mtfsd2all4,63.05682409581469
lake2,MNAR,50p,4,mtfsd2all4,3209.234743402857
boiler,MNAR,20p,6,rpunet,167869.5135626427
lake2,MNAR,2p,6,mtfsd2all4,137.48772284820654
boiler,MCAR,20p,9,specsd2all4,306911.41146145837
pump,MCAR,20p,5,imputemean,10168261.441363605
boiler,MCAR,20p,3,interpolatenearest,839.0999999999932
lake3,MAR,50p,4,specunet,3228.0003497907833
lake3,MAR,5p,5,interpolatepolynomial,45.425187807604544
lake1,MNAR,20p,2,imputemean,795.474940974728
pump,MAR,20p,4,interpolatepchip,406661.28219464765
lake3,MCAR,20p,8,imputemedian,603.6601
lake1,MAR,20p,9,specsd2all4,1810.291412696009
lake2,MAR,2p,10,interpolatecubic,32.127619973757305
pump,MAR,5p,6,interpolateakima,88608.68625275903
pump,MCAR,5p,8,interpolateindex,94099.33432863216
vibr,MNAR,5p,5,interpolatecubic,93.97971672124575
lake3,MCAR,2p,9,gafsd2all4,406.48736159082705
lake1,MNAR,20p,8,interpolateindex,117.92915000000033
lake3,MNAR,5p,8,gafunet,462.11776833402797
boiler,MNAR,50p,2,imputemedian,149636.49000000002
lake2,MNAR,50p,3,interpolatepchip,660.8069624463609
boiler,MAR,2p,5,interpolatenearest,85.1300000000009
lake2,MCAR,50p,5,gafsd2all4,5348.614500000025
vibr,MAR,2p,2,interpolatenearest,26.229603193017773
pump,MNAR,50p,8,mtfunet,38926460.703598395
pump,MAR,5p,1,interpolatequadratic,100850.6035114572
lake1,MCAR,2p,8,interpolatecubic,6.500255359667847
lake1,MNAR,2p,5,mtfunet,149.2091668378023
lake1,MCAR,2p,7,interpolatelinear,5.007750000000328
lake2,MAR,50p,1,specsd2all4,2836.27400474948
boiler,MNAR,2p,7,specsd2all4,31035.452775701233
pump,MNAR,20p,8,imputebfill,478838.187837963
boiler,MNAR,20p,10,imputebfill,1013.139999999994
pump,MNAR,50p,4,interpolatepolynomial,1434159.9258292976
vibr,MNAR,50p,5,interpolatecubic,1177.1529099022648
pump,MNAR,50p,9,imputebfill,1388746.6989846153
boiler,MAR,20p,2,imputeffill,1179.6699999999912
boiler,MNAR,5p,5,imputemean,14809.475114595896
boiler,MNAR,50p,6,interpolatepolynomial,1535.4060870227513
lake1,MCAR,5p,3,mtfsd2all4,339.63964494024975
lake1,MNAR,50p,6,interpolateindex,311.5997818326132
lake3,MNAR,5p,2,interpolatepolynomial,53.26237719736761
lake3,MNAR,50p,10,rpunet,3031.166714830334
vibr,MNAR,2p,4,interpolatenearest,21.003410331414898
boiler,MNAR,5p,3,rpsd2all4,40559.13734277052
lake2,MCAR,50p,10,specsd2all4,5790.789507902289
pump,MAR,5p,7,gafunet,9487823.906265095
pump,MNAR,50p,7,imputeffill,1417490.1861527967
lake1,MAR,2p,10,gafsd2all4,239.189139520776
boiler,MCAR,5p,8,gafsd2all4,55625.60508834821
lake1,MAR,2p,6,imputemode,150.74600000000015
lake1,MAR,2p,5,interpolateakima,6.2513290455041215
pump,MAR,2p,9,interpolatepolynomial,41785.7848143047
lake3,MCAR,50p,8,interpolatepchip,418.14482898253516
lake3,MCAR,5p,7,mtfsd2all4,271.2898909853062
vibr,MAR,50p,3,imputeffill,1000.7303949938648
lake3,MCAR,50p,8,imputemode,2802.3004000000005
lake2,MNAR,2p,1,mtfunet,170.49911341054906
lake1,MCAR,2p,10,gafunet,53.22844726105353
lake3,MAR,2p,1,interpolatelinear,13.817099999999954
vibr,MAR,50p,10,interpolateakima,957.2517175388164
lake3,MAR,5p,8,imputemode,351.7684000000001
lake2,MCAR,2p,6,rpsd2all4,86.97971708740965
lake1,MCAR,50p,2,specsd2all4,5550.071068131083
lake3,MCAR,5p,10,interpolatenearest,30.511300000000062
lake3,MCAR,20p,10,interpolatepchip,120.89823000685954
lake1,MNAR,50p,5,imputebfill,571.7137000000009
pump,MNAR,2p,8,interpolateakima,39924.88598966581
lake2,MAR,20p,4,interpolateakima,298.69474661961397
lake3,MCAR,5p,3,imputemode,278.14639999999997
pump,MNAR,2p,6,interpolatenearest,45108.53316999999
vibr,MCAR,5p,6,interpolateakima,103.33948976869294
lake2,MNAR,20p,1,imputemedian,776.2438000000012
boiler,MAR,5p,7,interpolatequadratic,133.56297777716043
lake1,MAR,20p,9,interpolateakima,136.90365142348804
lake1,MCAR,5p,8,imputemedian,199.01159999999993
lake3,MNAR,2p,2,interpolateindex,9.266300000000001
lake2,MCAR,20p,8,interpolatepolynomial,241.61543093041075
vibr,MAR,2p,1,interpolatequadratic,25.63687784659439
boiler,MNAR,20p,10,rpunet,189269.54784878064
pump,MCAR,2p,1,imputeffill,44591.31006
lake3,MNAR,20p,5,interpolatepolynomial,207.97493269397947
lake1,MAR,5p,2,rpsd2all4,395.022232448879
lake3,MAR,5p,7,imputeffill,43.85619999999989
vibr,MCAR,50p,5,interpolatecubic,1196.0453497120197
pump,MNAR,5p,9,imputeffill,116836.78013835938
vibr,MAR,5p,8,imputemode,187.0472294853867
pump,MCAR,5p,10,imputemedian,2402517.0720079998
pump,MCAR,5p,4,gafsd2all4,10889892.012553161
lake2,MNAR,20p,5,interpolatequadratic,309.1850050330902
pump,MCAR,5p,9,mtfsd2all4,4495641.922004993
boiler,MNAR,2p,7,rpunet,17776.371782903134
lake1,MCAR,20p,10,imputebfill,119.39049999999958
boiler,MNAR,5p,7,mtfsd2all4,52688.238033227884
pump,MAR,5p,3,specsd2all4,3788736.8321388178
vibr,MAR,50p,1,imputemean,891.1906279516629
lake1,MAR,50p,4,interpolatepolynomial,1102.512758084615
lake3,MNAR,2p,3,specunet,187.44866205824843
boiler,MAR,50p,2,interpolatepolynomial,1880.0393387806366
pump,MCAR,50p,2,imputebfill,1283580.5326981852
pump,MAR,20p,8,specunet,23047787.296478752
pump,MNAR,2p,5,imputemedian,843275.7848499999
lake1,MNAR,50p,1,interpolatequadratic,412.62941045878677
pump,MNAR,50p,10,specsd2all4,37195721.67701968
boiler,MNAR,20p,3,gafunet,73444.9219500376
lake3,MNAR,20p,6,imputemedian,685.6247000000008
lake1,MAR,5p,8,imputemedian,289.3059999999997
lake2,MNAR,2p,3,mtfsd2all4,186.92234533184774
pump,MCAR,50p,8,specsd2all4,27675692.33070331
lake2,MCAR,50p,1,mtfunet,3051.155462617149
lake3,MCAR,50p,10,interpolatelinear,396.9810515873014
lake3,MAR,50p,9,imputemean,2084.5075369942206
lake2,MAR,5p,10,interpolatenearest,90.71449999999959
lake3,MCAR,2p,2,rpunet,181.39311068348428
lake3,MNAR,20p,5,rpunet,1528.7508441698826
lake2,MCAR,2p,1,interpolatequadratic,24.862723649803456
pump,MCAR,2p,1,imputemode,973432.4476600001
lake3,MAR,50p,1,interpolatepolynomial,665.2319711290021
lake3,MNAR,50p,10,rpsd2all4,3431.700405568741
lake2,MAR,20p,9,mtfsd2all4,1216.8253103123693
boiler,MCAR,5p,10,specunet,71855.66616992242
boiler,MCAR,50p,6,imputeffill,3775.970000000017
boiler,MAR,50p,1,interpolatecubic,1807.7694150446928
lake3,MCAR,5p,6,imputemedian,175.5452
boiler,MCAR,2p,10,interpolatelinear,42.626666666668484
pump,MCAR,20p,1,imputebfill,463482.09351284936
boiler,MAR,20p,7,rpunet,172266.68270333315
boiler,MCAR,20p,10,imputemedian,60165.299999999974
lake3,MAR,50p,5,specsd2all4,4395.6368287821
boiler,MAR,5p,10,interpolateakima,114.64396432165017
lake3,MCAR,50p,5,imputemean,1536.6915910404625
pump,MCAR,50p,1,interpolateindex,1028018.8964783411
pump,MNAR,2p,2,interpolatenearest,44920.96687999999
lake3,MAR,5p,1,imputebfill,67.83160000000018
lake3,MNAR,2p,6,specunet,183.33856966675523
vibr,MCAR,5p,4,interpolatelinear,74.4017545157017
lake3,MNAR,20p,8,interpolatenearest,195.60310000000027
pump,MNAR,5p,5,rpsd2all4,6818847.723126792
vibr,MCAR,20p,7,mtfunet,361.8312123701406
lake3,MCAR,20p,2,mtfsd2all4,1029.0284387312731
pump,MNAR,5p,5,mtfunet,4988059.881437356
lake3,MCAR,5p,5,interpolateakima,36.7881622361397
pump,MAR,2p,10,interpolatepchip,34945.65772833933
lake2,MCAR,2p,8,rpunet,116.79482961974509
lake3,MNAR,5p,2,specsd2all4,383.036328498642
lake1,MAR,20p,7,specunet,1790.3450765260814
vibr,MCAR,5p,8,mtfunet,88.82533940439765
boiler,MAR,20p,9,imputeffill,1198.5800000000054
lake3,MCAR,2p,2,imputebfill,20.70590000000007
lake2,MAR,5p,8,gafsd2all4,656.1884765701034
lake2,MCAR,50p,9,interpolatepolynomial,727.2760910077419
vibr,MAR,5p,5,gafunet,89.45530785352013
lake1,MCAR,50p,10,imputemode,3637.4408999999973
pump,MAR,20p,2,imputemedian,20500145.033777993
vibr,MNAR,20p,3,specunet,389.4551613456005
lake2,MAR,5p,8,mtfunet,485.52686097186813
pump,MCAR,20p,4,interpolatelinear,385841.2647445162
lake2,MNAR,5p,7,specsd2all4,399.3212961768629
boiler,MNAR,5p,5,imputebfill,219.26999999999543
lake2,MNAR,20p,1,mtfsd2all4,1559.0359621598966
lake2,MNAR,50p,8,interpolateindex,641.5241349335641
lake3,MNAR,2p,4,imputebfill,19.052199999999914
lake1,MNAR,5p,1,imputemean,187.78074600760425
boiler,MCAR,50p,10,rpsd2all4,228432.27458224405
lake2,MNAR,2p,10,interpolatepolynomial,27.668278810106926
lake3,MCAR,50p,4,interpolatequadratic,525.9530772720541
boiler,MCAR,20p,5,imputemode,60421.66999999996
lake3,MCAR,2p,3,imputemode,113.91850000000005
boiler,MAR,50p,2,interpolatepchip,1903.5639723241259
vibr,MCAR,20p,10,interpolatenearest,441.8205599199196
vibr,MCAR,20p,1,interpolatecubic,386.1395392786007
vibr,MNAR,5p,1,gafunet,105.96970777296924
