dataset_name,missing_data_type,missing_rate,iteration_nr,fixing_method,difference
lake2,MCAR,2p,3,imputebfill,32.61900000000048
lake2,MAR,2p,2,rpsd2all4,86.74105903605289
lake3,MAR,20p,1,gafsd2all4,2018.366299999998
boiler,MCAR,20p,1,gafsd2all4,223075.1757815043
lake3,MAR,2p,2,imputemode,131.33370000000002
lake2,MAR,5p,2,interpolatenearest,71.8284000000001
lake3,MCAR,5p,2,interpolateindex,25.382849999999877
pump,MCAR,20p,2,interpolateindex,387047.4718519578
pump,MCAR,2p,2,interpolatepolynomial,45754.1490669106
lake1,MCAR,5p,3,interpolatepchip,41.548137937347065
lake1,MNAR,20p,3,interpolatecubic,142.86394426234534
pump,MNAR,5p,2,rpsd2all4,6809116.11800541
vibr,MCAR,5p,1,interpolatequadratic,120.1053450984902
pump,MNAR,2p,2,interpolateakima,38924.77473421025
lake3,MNAR,5p,3,rpsd2all4,434.0334404802942
pump,MCAR,5p,1,imputemode,2635729.67821
lake1,MCAR,2p,3,gafsd2all4,182.4531999999998
boiler,MCAR,20p,2,gafsd2all4,222009.45484362266
boiler,MAR,20p,3,interpolatepchip,486.3181273738842
vibr,MAR,5p,1,imputeffill,110.86011990129586
lake3,MNAR,2p,2,interpolatelinear,9.266300000000001
lake1,MNAR,5p,1,imputeffill,32.22270000000003
boiler,MNAR,5p,1,gafsd2all4,55180.238948946535
lake2,MAR,20p,1,interpolatelinear,269.8469671428559
vibr,MAR,20p,1,interpolatenearest,368.4216736175823
pump,MCAR,20p,2,interpolatepolynomial,476112.2905327889
vibr,MCAR,5p,1,interpolatenearest,91.90468173314883
boiler,MNAR,2p,2,interpolateindex,40.78000000000168
lake3,MNAR,5p,3,interpolatepolynomial,48.63825304659653
boiler,MNAR,20p,1,interpolateakima,459.6146258150151
vibr,MAR,2p,3,imputeffill,55.68255561038572
lake2,MCAR,20p,3,imputemedian,679.768900000001
vibr,MCAR,2p,1,gafsd2all4,64.10702497059665
pump,MCAR,2p,1,interpolatequadratic,43496.279538521616
lake3,MCAR,20p,3,interpolatelinear,144.61000333333345
lake1,MAR,5p,1,interpolateakima,18.266526316867214
vibr,MCAR,20p,2,imputebfill,365.4150646243013
lake2,MCAR,20p,3,interpolatepolynomial,233.3273531087035
lake1,MNAR,2p,2,interpolatecubic,18.538932074644322
lake1,MAR,2p,3,interpolatenearest,15.73759999999993
lake1,MAR,20p,1,imputeffill,111.99430000000064
pump,MAR,5p,3,mtfsd2all4,6465043.903302458
boiler,MCAR,20p,1,rpsd2all4,156023.26077826868
boiler,MNAR,2p,2,interpolatelinear,40.78000000000168
vibr,MCAR,20p,2,imputemean,317.8133198887685
vibr,MCAR,20p,2,interpolatenearest,389.90702270192037
lake2,MAR,5p,1,imputebfill,92.58699999999942
vibr,MCAR,5p,3,imputemode,162.59428291972532
lake3,MAR,20p,3,imputebfill,247.98260000000002
lake1,MAR,5p,1,gafsd2all4,557.4750514152795
lake2,MCAR,5p,1,interpolateindex,41.995750000000044
lake3,MAR,20p,1,rpsd2all4,1320.111583936889
boiler,MNAR,5p,2,imputebfill,211.52999999999724
lake1,MNAR,20p,1,imputemode,1378.8036000000034
boiler,MCAR,5p,2,imputemean,14939.918206796565
pump,MNAR,2p,1,imputemean,889089.3498195555
lake3,MCAR,20p,3,interpolatepolynomial,184.0711485943307
lake2,MCAR,2p,2,imputeffill,36.81209999999987
pump,MNAR,2p,1,interpolatepchip,39617.05707274767
lake1,MNAR,20p,2,imputemode,1313.683500000005
boiler,MNAR,20p,3,interpolatenearest,860.3699999999895
vibr,MAR,2p,2,gafunet,37.88963438931895
lake2,MNAR,20p,1,gafunet,1871.083798382399
boiler,MAR,5p,1,interpolatenearest,210.30000000000075
lake2,MAR,20p,2,interpolatenearest,289.98979999999995
lake2,MAR,5p,2,imputemedian,317.86320000000103
lake1,MAR,20p,3,interpolatepchip,94.11561379119763
boiler,MAR,5p,1,interpolateakima,114.7966296969721
vibr,MNAR,20p,3,imputebfill,414.73208666357334
lake3,MCAR,5p,3,interpolatelinear,30.504000000000303
lake3,MAR,20p,3,gafsd2all4,1984.260499999998
boiler,MAR,20p,3,imputebfill,1157.9000000000026
lake3,MCAR,2p,2,rpsd2all4,191.3246695298098
pump,MAR,2p,3,gafsd2all4,5697962.694057227
pump,MNAR,2p,1,imputemedian,857257.5932153515
pump,MCAR,20p,2,interpolatepchip,397184.301255363
boiler,MNAR,5p,1,interpolatenearest,206.2199999999998
lake1,MAR,20p,1,interpolateakima,83.9471915066469
lake3,MAR,20p,1,imputemode,1286.1259000000002
vibr,MCAR,2p,3,interpolatepchip,48.92538160273389
lake3,MCAR,20p,1,interpolatequadratic,186.67426802123953
vibr,MCAR,2p,2,imputemean,22.164337286347223
boiler,MAR,20p,2,rpsd2all4,148374.49264986246
lake1,MAR,2p,3,imputemean,114.02108769344147
pump,MCAR,2p,1,imputemedian,956953.39346
vibr,MNAR,20p,1,imputeffill,361.9113068234532
pump,MNAR,5p,2,imputemean,2238544.483011901
lake2,MAR,20p,1,imputebfill,318.3839000000007
pump,MCAR,2p,1,interpolatelinear,36554.57941500001
vibr,MCAR,2p,2,imputebfill,13.748828306655458
lake2,MAR,5p,3,interpolateakima,77.21076455158584
boiler,MNAR,2p,1,specsd2all4,31170.538289795248
pump,MAR,2p,1,imputebfill,41256.25750264844
pump,MCAR,2p,1,mtfsd2all4,1784876.939784506
lake2,MAR,20p,2,interpolatequadratic,290.637254471882
vibr,MCAR,2p,1,specsd2all4,31.85764905450679
vibr,MAR,20p,1,imputeffill,364.98780409278
pump,MNAR,20p,1,imputeffill,477787.04526099993
lake2,MAR,5p,2,interpolatepchip,65.10198771023704
lake1,MNAR,5p,3,mtfsd2all4,296.40835967051464
boiler,MNAR,20p,3,imputeffill,1034.2399999999889
lake1,MNAR,5p,1,interpolatenearest,31.971200000000067
boiler,MAR,5p,2,interpolatepolynomial,133.58309061627142
lake3,MCAR,5p,3,gafsd2all4,1029.0381786988805
boiler,MCAR,2p,3,interpolatenearest,84.67999999999961
lake1,MAR,20p,3,specsd2all4,2020.767353949631
lake3,MCAR,2p,3,interpolatecubic,9.233100028772526
pump,MNAR,20p,1,imputemean,9072645.30940547
pump,MNAR,20p,3,interpolateindex,389637.0609556161
lake3,MNAR,20p,1,imputeffill,183.67479999999995
lake3,MAR,20p,2,interpolatelinear,217.5637000000001
lake3,MCAR,2p,2,interpolatenearest,15.648799999999994
lake2,MCAR,5p,3,interpolatequadratic,57.21447312835369
vibr,MCAR,5p,3,imputeffill,98.76712932026302
pump,MAR,2p,3,gafunet,3900634.5025956584
vibr,MCAR,20p,2,interpolateakima,365.91797499124004
pump,MNAR,5p,1,imputemedian,2138670.10941
vibr,MNAR,20p,1,mtfsd2all4,297.6545067955899
vibr,MNAR,20p,2,rpsd2all4,338.8725762215894
lake2,MAR,20p,3,imputemode,1171.069599999998
pump,MAR,20p,3,gafsd2all4,54355250.73976609
boiler,MCAR,2p,2,imputemean,6027.710121186352
vibr,MNAR,5p,1,interpolatelinear,88.39123116632925
boiler,MAR,2p,3,interpolatecubic,55.10335967777439
boiler,MNAR,2p,1,imputemedian,5961.969999999999
pump,MNAR,5p,1,gafsd2all4,10898859.898812588
lake3,MAR,2p,1,imputemode,147.83130000000006
lake3,MAR,20p,1,interpolatenearest,231.5346999999999
pump,MCAR,2p,1,interpolatenearest,44317.95571
pump,MNAR,20p,3,imputeffill,474938.02313895704
pump,MNAR,20p,1,mtfsd2all4,17069713.755696595
lake1,MAR,2p,1,interpolateakima,4.138932820723994
lake2,MAR,20p,2,interpolatepolynomial,290.637254471882
lake1,MAR,5p,2,imputemean,299.3949980228135
vibr,MCAR,2p,2,interpolatecubic,44.587197606487976
lake2,MAR,5p,1,interpolatequadratic,100.14736227611866
lake1,MNAR,2p,2,interpolatepolynomial,17.704618271085565
vibr,MCAR,5p,1,imputebfill,97.93788059884392
lake2,MCAR,5p,3,mtfsd2all4,334.8039955524529
pump,MAR,2p,1,interpolatecubic,42012.02907740811
lake3,MNAR,5p,1,imputemode,296.21389999999985
lake2,MNAR,20p,3,interpolatepchip,213.35964249168444
vibr,MNAR,5p,1,imputemedian,59.100159820181986
lake2,MNAR,5p,1,mtfsd2all4,417.25456063706383
lake2,MAR,20p,1,imputemedian,1201.705
boiler,MNAR,2p,1,interpolateindex,42.36333333333653
lake1,MCAR,5p,1,interpolateindex,18.58741666666674
boiler,MAR,2p,1,interpolateindex,42.41666666666981
vibr,MCAR,5p,3,interpolatepolynomial,120.51374530768717
pump,MAR,20p,1,gafunet,34636892.89730199
boiler,MNAR,2p,2,imputebfill,84.46999999999935
lake3,MAR,20p,3,mtfsd2all4,1070.216285269193
lake3,MNAR,5p,2,interpolatepchip,34.2658746598008
vibr,MAR,2p,1,specsd2all4,34.205936973191406
lake2,MCAR,5p,3,interpolatenearest,61.58439999999939
lake2,MAR,20p,3,interpolatelinear,269.1044033333336
lake3,MAR,2p,3,imputebfill,23.28929999999994
lake1,MNAR,20p,3,mtfsd2all4,1331.998925964345
lake3,MCAR,5p,1,imputemean,160.68142182509484
lake3,MAR,20p,2,imputemedian,926.2069999999999
vibr,MAR,20p,2,interpolatelinear,360.5010459835761
pump,MCAR,20p,3,gafunet,20460448.10802045
lake1,MAR,2p,3,interpolatequadratic,12.365468369157327
lake3,MNAR,20p,3,interpolatequadratic,182.38853289404148
lake3,MCAR,20p,2,imputemedian,624.0292000000003
lake3,MNAR,5p,2,imputemean,152.82659794676795
boiler,MCAR,2p,2,interpolateindex,41.148333333334904
vibr,MCAR,20p,3,interpolatequadratic,468.28738465674934
vibr,MCAR,5p,2,gafsd2all4,145.61586856585419
lake1,MAR,20p,2,interpolatecubic,115.60441154544236
vibr,MAR,5p,2,interpolatepchip,80.36941674484585
pump,MNAR,2p,3,interpolatenearest,44267.385290000006
pump,MCAR,5p,2,imputebfill,110652.8003904941
pump,MAR,5p,3,interpolateindex,86519.83767533334
vibr,MNAR,20p,3,imputemean,294.8969758826004
boiler,MAR,20p,1,interpolatepchip,485.35622564238486
vibr,MAR,2p,1,interpolatepchip,29.52315898731337
lake3,MCAR,20p,3,interpolateakima,148.2035288172275
pump,MNAR,5p,2,interpolateindex,95557.94158833333
vibr,MCAR,5p,2,interpolateakima,70.43869976492005
lake3,MNAR,5p,3,interpolateakima,37.439977028283295
lake2,MCAR,2p,2,specsd2all4,176.38335819526526
vibr,MAR,20p,3,imputemedian,402.97996609392567
vibr,MNAR,2p,3,imputemedian,31.622922183509232
boiler,MAR,5p,1,gafsd2all4,57649.9819223816
lake2,MAR,5p,3,interpolatequadratic,84.96802865588722
lake3,MAR,20p,1,imputemean,917.5726631768947
lake2,MNAR,2p,1,interpolatelinear,26.764900000000353
pump,MCAR,5p,1,gafsd2all4,10895654.243380617
lake2,MAR,5p,1,mtfsd2all4,520.7924457267152
boiler,MNAR,5p,1,interpolatepolynomial,130.02236090067504
lake1,MNAR,5p,2,specsd2all4,421.5703586573491
boiler,MAR,5p,2,imputemedian,23234.110000000004
lake1,MAR,20p,2,imputebfill,136.01640000000003
boiler,MNAR,20p,1,interpolatepchip,475.0763273415172
boiler,MAR,20p,3,imputemode,88343.95
lake3,MAR,2p,1,specsd2all4,164.5724482142906
pump,MCAR,20p,1,gafunet,20296712.35764186
lake3,MCAR,5p,1,interpolatepolynomial,40.58815533613796
lake1,MNAR,5p,1,mtfsd2all4,372.6148875411188
vibr,MCAR,5p,2,interpolatelinear,65.56381106472898
lake1,MNAR,2p,2,mtfsd2all4,148.7800261201363
pump,MCAR,2p,1,interpolatecubic,45086.93026693623
lake3,MAR,2p,2,interpolatenearest,35.16710000000015
vibr,MNAR,2p,3,imputebfill,33.29702542213855
vibr,MAR,20p,2,imputebfill,400.7272226526429
lake1,MNAR,20p,2,interpolateindex,108.89223666666709
boiler,MAR,2p,1,imputeffill,84.72999999999888
pump,MCAR,20p,3,interpolatecubic,484497.5577301586
boiler,MAR,20p,2,interpolatecubic,579.9004371670339
lake3,MNAR,20p,1,gafsd2all4,2286.577400000002
lake2,MNAR,2p,3,interpolatequadratic,22.694653720678843
lake2,MCAR,5p,1,specsd2all4,495.8058017977593
lake1,MNAR,2p,1,rpsd2all4,165.60174315345267
boiler,MAR,2p,2,interpolatenearest,88.42999999999984
vibr,MNAR,5p,2,interpolatecubic,139.6595399105883
lake3,MAR,5p,1,specsd2all4,465.80987925098896
vibr,MCAR,5p,2,specsd2all4,97.51253051409637
pump,MCAR,5p,3,interpolateindex,93746.19449272039
lake3,MNAR,20p,1,interpolatequadratic,168.2923582397583
lake1,MNAR,20p,2,rpsd2all4,1026.9765758600856
lake2,MNAR,5p,2,imputemean,216.1992772623554
vibr,MAR,5p,3,imputebfill,121.59817958654625
pump,MCAR,20p,1,interpolatepolynomial,479764.0743544812
lake3,MAR,2p,3,gafsd2all4,422.2333000000002
boiler,MAR,2p,2,interpolatequadratic,52.66461713406659
boiler,MAR,5p,2,gafsd2all4,57974.910897538204
boiler,MCAR,5p,1,rpsd2all4,40179.58668605312
lake3,MNAR,5p,1,specsd2all4,367.81656351661786
lake2,MNAR,20p,1,interpolateindex,239.14774000000023
lake2,MNAR,20p,1,imputemode,778.0171999999985
boiler,MCAR,2p,1,gafsd2all4,22203.15789100517
boiler,MNAR,5p,3,interpolatepchip,116.47010695834012
vibr,MAR,5p,3,imputemode,175.12951003568506
vibr,MNAR,5p,2,interpolatepchip,107.28929647570419
lake2,MNAR,5p,1,interpolateakima,48.50628223737078
vibr,MCAR,20p,2,imputemedian,318.8169778908024
pump,MNAR,20p,2,interpolatenearest,460125.42554109386
pump,MAR,20p,3,interpolateindex,397338.1541217119
boiler,MNAR,5p,2,imputeffill,207.78999999999655
lake2,MNAR,2p,3,gafsd2all4,387.9818113086345
boiler,MCAR,5p,2,interpolatelinear,108.29000000000144
boiler,MNAR,5p,2,gafunet,15905.280394556303
lake1,MCAR,5p,1,rpsd2all4,292.7003663672101
lake1,MAR,2p,1,interpolatequadratic,6.99855096788832
lake1,MAR,5p,1,interpolatelinear,18.588550000000225
lake2,MCAR,20p,3,imputebfill,247.29450000000043
vibr,MNAR,5p,2,specsd2all4,99.33913855413442
boiler,MCAR,20p,3,interpolateindex,427.9593333333373
boiler,MNAR,20p,2,imputeffill,1021.7600000000103
pump,MCAR,20p,1,interpolatepchip,397488.1649167711
lake3,MNAR,20p,1,interpolatepchip,132.92601433296326
lake2,MNAR,2p,2,imputemedian,66.92480000000035
lake1,MCAR,20p,3,rpsd2all4,982.9627918833136
lake2,MAR,20p,3,rpsd2all4,1135.3958349352774
vibr,MNAR,5p,2,interpolatequadratic,132.39444315778152
vibr,MNAR,20p,2,interpolatepolynomial,366.50243813686086
pump,MNAR,5p,3,interpolateindex,95393.84398833336
boiler,MNAR,5p,3,imputemedian,14663.469999999992
lake3,MCAR,5p,1,imputeffill,31.07609999999991
lake2,MAR,20p,1,interpolateakima,285.2487895326866
lake2,MNAR,5p,1,interpolateindex,48.01546666666684
boiler,MNAR,2p,3,specsd2all4,31044.197276040293
boiler,MNAR,5p,3,specsd2all4,77928.62359528505
boiler,MNAR,5p,3,imputebfill,211.3499999999974
boiler,MNAR,20p,3,mtfsd2all4,210832.7938128028
lake1,MAR,20p,1,imputebfill,111.53319999999951
lake3,MNAR,20p,1,imputemedian,661.2629999999991
vibr,MAR,5p,2,interpolatelinear,78.29436568728423
boiler,MAR,2p,1,imputemean,9318.800591403568
pump,MNAR,2p,1,imputemode,892947.2863153515
lake3,MAR,2p,3,interpolateindex,25.31923333333313
lake1,MCAR,5p,3,interpolatequadratic,43.83539488690951
boiler,MCAR,5p,3,imputebfill,211.28000000000054
lake1,MCAR,5p,2,interpolatecubic,27.774372972230765
lake1,MCAR,2p,3,imputemean,61.40872689756844
lake2,MAR,2p,1,gafsd2all4,346.88310000000035
lake1,MAR,5p,2,gafunet,382.69059549261067
lake1,MAR,5p,1,imputemedian,320.1354
lake2,MNAR,20p,1,rpsd2all4,916.7447890810282
boiler,MCAR,5p,1,imputebfill,209.88000000000056
boiler,MCAR,2p,2,interpolatecubic,51.62740545019733
lake3,MNAR,20p,3,interpolatenearest,174.8688000000001
lake3,MCAR,5p,3,rpsd2all4,505.4820426207543
boiler,MNAR,2p,1,interpolatelinear,42.36333333333653
boiler,MCAR,2p,2,interpolatequadratic,49.9226256720641
boiler,MAR,5p,1,interpolatepolynomial,132.73895021802787
lake2,MCAR,5p,1,imputebfill,46.15910000000031
lake1,MAR,2p,1,imputeffill,5.7058999999999855
boiler,MAR,5p,1,rpsd2all4,39803.666577063574
vibr,MCAR,2p,3,rpsd2all4,43.96473301237506
lake2,MCAR,2p,1,imputemode,64.81190000000015
pump,MNAR,2p,1,rpsd2all4,2752826.016648538
boiler,MCAR,2p,1,gafunet,6965.069390898837
lake2,MNAR,5p,1,rpsd2all4,214.70775951918915
lake1,MCAR,20p,3,interpolateindex,100.59176666666605
boiler,MCAR,20p,3,imputemean,60051.900919377236
lake2,MCAR,5p,1,interpolatepolynomial,49.53037727375727
lake3,MNAR,5p,3,interpolatelinear,35.84734666666665
lake1,MCAR,2p,3,interpolatepchip,9.48926733128701
lake3,MCAR,5p,2,interpolateakima,27.1878903765882
boiler,MCAR,20p,3,imputebfill,982.3400000000065
pump,MAR,20p,1,imputemedian,20628828.938923966
lake1,MAR,20p,3,interpolateakima,96.55889318373306
pump,MCAR,5p,2,interpolatelinear,93870.73604342845
boiler,MNAR,2p,1,interpolatecubic,54.19519230166884
lake2,MCAR,20p,3,interpolateindex,199.96541666666621
boiler,MAR,20p,1,imputemean,88945.2788957055
lake2,MCAR,2p,3,rpsd2all4,100.19203859614947
lake2,MCAR,2p,1,mtfsd2all4,132.03394361706728
pump,MAR,20p,1,interpolateindex,396971.4659982953
vibr,MAR,20p,2,interpolatenearest,378.195562965765
vibr,MNAR,2p,1,interpolatequadratic,32.70931509082614
lake3,MAR,5p,2,imputemedian,226.32369999999975
lake3,MAR,20p,3,interpolatepchip,190.26817766414385
boiler,MAR,20p,3,rpsd2all4,167722.8748469355
lake1,MNAR,5p,1,gafunet,249.21401713871592
boiler,MAR,2p,2,imputemedian,9335.880000000003
pump,MAR,5p,2,imputemean,5021376.126733723
vibr,MNAR,5p,2,imputemedian,81.59640710860666
lake1,MCAR,2p,3,rpsd2all4,101.47804266426436
lake2,MNAR,5p,2,imputebfill,67.09380000000044
lake1,MAR,2p,3,rpsd2all4,144.6588760669972
pump,MNAR,20p,1,interpolatequadratic,485686.5320897241
pump,MCAR,5p,1,interpolatecubic,116926.6312181914
lake1,MNAR,5p,3,imputemode,359.0037000000009
boiler,MCAR,20p,1,imputemean,60258.86719064706
lake1,MNAR,2p,1,imputemedian,86.54249999999996
vibr,MCAR,2p,3,interpolatepolynomial,48.21919114449056
lake3,MAR,20p,2,specsd2all4,2081.905247298325
vibr,MNAR,20p,1,rpsd2all4,332.73384724063317
vibr,MNAR,5p,3,imputemedian,94.9852439053879
pump,MCAR,20p,3,imputebfill,464509.4828564961
vibr,MAR,20p,3,specsd2all4,407.8373130867344
pump,MAR,5p,3,interpolatequadratic,104382.38182651227
lake3,MCAR,20p,2,interpolatepolynomial,175.72735557927098
vibr,MNAR,5p,2,imputemean,79.09494133640186
boiler,MNAR,2p,2,imputemode,6070.799999999994
pump,MNAR,20p,3,rpsd2all4,27408571.65004293
boiler,MCAR,2p,2,imputebfill,77.99999999999648
lake3,MCAR,2p,3,interpolatenearest,8.676200000000051
boiler,MCAR,20p,2,interpolatecubic,562.1048738399711
lake2,MCAR,20p,3,interpolatepchip,201.27200867131864
pump,MAR,20p,2,gafsd2all4,54424827.003178
lake1,MNAR,5p,2,imputebfill,16.962799999999845
lake2,MCAR,20p,2,gafunet,1548.7828490294996
lake1,MAR,5p,3,interpolatenearest,21.40929999999986
lake1,MCAR,2p,2,interpolateakima,8.794728495154459
pump,MCAR,20p,1,imputemode,9682337.155537792
lake3,MAR,20p,1,specsd2all4,2097.3876042294482
boiler,MCAR,5p,1,imputeffill,215.1200000000033
lake3,MAR,2p,1,imputemean,105.86336396462798
lake3,MAR,5p,2,mtfsd2all4,327.9506317266646
lake1,MCAR,20p,2,interpolateakima,71.76148465908904
lake1,MCAR,2p,1,imputeffill,9.286399999999787
pump,MCAR,2p,3,gafunet,1800548.2096157197
pump,MAR,2p,3,interpolateindex,34008.28903566667
lake1,MNAR,2p,2,imputemedian,98.74220000000014
vibr,MAR,5p,1,interpolatecubic,128.45264545855986
pump,MCAR,2p,3,imputeffill,45312.897950000006
lake3,MAR,5p,3,interpolateindex,33.61021666666673
pump,MCAR,5p,1,interpolatenearest,112855.04915
boiler,MAR,2p,3,mtfsd2all4,19826.08575649745
vibr,MCAR,20p,2,interpolatepolynomial,389.2479978650637
boiler,MAR,5p,3,mtfsd2all4,49550.36325149969
vibr,MNAR,5p,1,interpolatequadratic,100.7499606291833
lake2,MAR,2p,1,gafunet,180.2698442641555
lake1,MAR,5p,1,interpolatecubic,23.49925378123362
lake3,MCAR,20p,1,imputemean,617.0217758122749
pump,MNAR,20p,2,imputeffill,477159.18977720704
lake2,MNAR,5p,3,gafsd2all4,901.1326217458633
pump,MCAR,2p,1,specsd2all4,1162262.1793862516
vibr,MAR,5p,3,gafsd2all4,122.45791004464876
lake3,MAR,5p,2,specsd2all4,382.245028126241
boiler,MAR,20p,3,interpolatelinear,441.1737734487805
vibr,MCAR,20p,1,interpolatequadratic,391.5405774877796
boiler,MNAR,20p,3,imputebfill,1040.9299999999994
lake3,MAR,5p,3,interpolatecubic,41.301587805064656
pump,MNAR,20p,3,imputemedian,8628946.596502237
vibr,MAR,20p,2,imputemedian,390.47744432861805
vibr,MCAR,2p,1,interpolatenearest,53.54102692800015
vibr,MNAR,2p,3,gafunet,15.923545777222238
lake1,MNAR,5p,2,gafunet,250.40080991157646
boiler,MNAR,2p,2,gafunet,6207.111149963554
vibr,MNAR,2p,1,interpolatepchip,34.97413828140721
pump,MAR,2p,2,interpolatecubic,41002.612413313145
pump,MAR,2p,2,interpolatelinear,32921.921333986975
lake2,MCAR,5p,3,interpolatecubic,59.88273909778263
boiler,MAR,2p,3,interpolatepolynomial,53.08310960218637
pump,MCAR,5p,1,mtfsd2all4,4394334.997414465
boiler,MAR,5p,3,interpolateakima,112.76267052749745
lake1,MCAR,5p,1,gafunet,176.36949903788303
vibr,MNAR,5p,2,imputebfill,99.93706387155983
vibr,MCAR,5p,3,imputemedian,65.94458073592217
lake3,MAR,2p,2,interpolatepchip,29.67269797924277
vibr,MNAR,20p,2,gafunet,372.63859176237634
boiler,MCAR,5p,3,imputemean,14961.376140049459
boiler,MAR,5p,2,gafunet,25358.814520107637
lake2,MAR,5p,1,interpolatepolynomial,100.14736227611866
lake3,MCAR,2p,2,imputemedian,61.8639
lake3,MCAR,5p,1,interpolatecubic,42.915909285427404
lake2,MCAR,5p,3,specsd2all4,457.0810828600645
vibr,MNAR,5p,3,gafunet,75.34467077464066
pump,MAR,2p,2,imputebfill,40074.82071835937
pump,MAR,5p,3,gafsd2all4,14232461.512999443
lake3,MAR,2p,2,imputebfill,24.73549999999986
lake3,MCAR,20p,1,interpolatenearest,186.57179999999966
lake2,MCAR,2p,1,imputemean,67.03855283714086
pump,MCAR,2p,2,rpsd2all4,2865961.316261624
pump,MNAR,2p,3,imputemean,905123.2198225808
vibr,MNAR,20p,2,interpolatepchip,299.9853486934644
boiler,MCAR,5p,3,interpolateakima,114.6091131886559
lake2,MNAR,5p,1,interpolatenearest,69.45449999999983
vibr,MAR,2p,3,interpolatecubic,53.01530332509759
lake1,MNAR,20p,1,rpsd2all4,1097.436041543054
lake3,MAR,5p,2,interpolatepolynomial,56.68560053426353
lake2,MAR,5p,2,gafsd2all4,972.4741000000006
lake1,MAR,5p,1,specsd2all4,447.9602943290191
pump,MCAR,2p,2,imputemean,1015379.849064571
lake2,MCAR,20p,1,specsd2all4,1677.941641610202
lake1,MAR,2p,2,rpsd2all4,137.0675617409956
vibr,MCAR,5p,2,imputeffill,101.1293900971038
lake3,MAR,5p,2,interpolateindex,47.37404999999984
lake3,MAR,5p,3,specsd2all4,367.07281786129624
boiler,MCAR,20p,2,gafunet,75869.26731334461
vibr,MNAR,5p,1,imputebfill,111.1165685700485
lake2,MAR,5p,2,interpolateakima,64.83840960535144
boiler,MCAR,20p,3,imputeffill,978.0699999999906
lake1,MNAR,20p,3,rpsd2all4,1192.0299057775492
vibr,MCAR,5p,2,imputebfill,64.68526782637787
pump,MNAR,2p,3,interpolatepolynomial,44317.67936152583
pump,MNAR,20p,2,mtfsd2all4,17449632.068948556
pump,MCAR,20p,2,interpolatecubic,491999.0639696451
boiler,MCAR,2p,3,interpolatepchip,47.36744831384681
lake3,MNAR,5p,2,imputemode,294.04350000000005
boiler,MCAR,5p,3,interpolateindex,108.57666666667444
lake1,MAR,5p,2,mtfsd2all4,406.82160703273246
lake3,MCAR,5p,2,gafsd2all4,1027.1111327037374
lake1,MNAR,5p,1,interpolateindex,20.28155000000004
lake3,MCAR,20p,2,interpolatelinear,140.58502666666692
lake1,MCAR,2p,1,imputemedian,88.54109999999991
vibr,MNAR,20p,2,specsd2all4,427.43995577001635
lake2,MAR,20p,2,gafsd2all4,3699.9337000000023
vibr,MAR,2p,1,imputebfill,33.93365386922997
vibr,MCAR,20p,3,interpolatelinear,365.8858337417778
pump,MCAR,2p,3,gafsd2all4,4365893.882225808
pump,MNAR,20p,2,interpolatequadratic,483193.29234268155
vibr,MCAR,2p,2,imputemode,69.5478083512367
lake1,MNAR,2p,3,imputebfill,10.54439999999994
pump,MAR,5p,3,imputemedian,5634417.592719999
lake1,MNAR,20p,3,interpolateindex,105.97546666666648
lake3,MCAR,5p,2,imputebfill,36.80640000000005
lake3,MAR,2p,3,interpolatenearest,31.322599999999852
lake3,MNAR,20p,3,imputebfill,186.15069999999957
lake3,MAR,2p,2,interpolateakima,29.812879963261963
pump,MAR,20p,3,mtfsd2all4,19057391.831862822
pump,MNAR,2p,3,imputemedian,872539.5321800001
vibr,MNAR,5p,2,mtfsd2all4,112.11123441796195
pump,MCAR,20p,3,imputeffill,459586.1180359492
pump,MNAR,5p,1,gafunet,4201854.45104485
vibr,MCAR,20p,2,gafunet,407.8779899619652
lake3,MCAR,20p,3,interpolatequadratic,184.0711485943307
vibr,MAR,5p,3,interpolateindex,112.13225805223956
boiler,MNAR,20p,2,interpolatenearest,848.700000000003
lake1,MAR,2p,1,interpolatepolynomial,6.99855096788832
vibr,MCAR,5p,1,gafsd2all4,104.11761602227227
boiler,MNAR,5p,2,interpolatelinear,101.3666666666677
vibr,MAR,5p,2,interpolatequadratic,98.00892539236341
boiler,MNAR,20p,2,imputemode,60846.22999999995
lake1,MNAR,5p,2,imputemedian,202.26719999999972
boiler,MCAR,5p,1,interpolatecubic,136.1784690712417
lake2,MAR,20p,1,interpolatepchip,278.92349292441565
lake3,MAR,2p,2,imputemedian,100.56099999999998
pump,MNAR,20p,1,interpolatelinear,393845.4522391005
lake2,MNAR,2p,3,imputeffill,30.445400000000063
pump,MNAR,20p,3,imputemode,8867538.54060224
vibr,MCAR,20p,3,rpsd2all4,289.3876885049126
pump,MCAR,5p,1,specsd2all4,2885977.51187642
lake3,MAR,2p,3,imputeffill,33.59229999999985
vibr,MCAR,5p,1,interpolatepchip,98.97661935887359
pump,MCAR,2p,3,imputemean,1012057.0328493151
vibr,MNAR,2p,3,imputemean,33.69257994052428
pump,MNAR,20p,2,gafsd2all4,43586912.82003349
boiler,MAR,2p,3,gafsd2all4,23146.5861678618
boiler,MAR,2p,3,interpolatequadratic,53.08310960218637
pump,MAR,20p,3,interpolateakima,408458.5129307471
pump,MCAR,20p,3,imputemean,10157388.233306894
