dataset_name,missing_data_type,missing_rate,iteration_nr,fixing_method,difference
vibr,MNAR,5p,3,interpolatequadratic,124.37451066969054
lake1,MCAR,5p,1,mtfsd2all4,365.503575319036
lake1,MAR,20p,1,interpolatelinear,82.7096799999988
boiler,MAR,2p,1,imputemode,9259.660000000002
lake1,MAR,2p,3,interpolatepolynomial,12.365468369157327
pump,MNAR,2p,2,imputemedian,860136.17364
lake1,MCAR,5p,3,imputeffill,46.55980000000011
vibr,MNAR,5p,1,gafsd2all4,155.54321971588035
lake2,MAR,5p,2,imputemean,305.9441802281357
boiler,MCAR,5p,3,specsd2all4,76990.07353043155
vibr,MCAR,20p,1,imputemode,606.5795160955665
lake1,MNAR,20p,2,interpolatepolynomial,135.6556081364293
boiler,MNAR,20p,1,rpsd2all4,166251.22895783957
lake1,MAR,20p,2,imputemode,1421.2752999999993
pump,MNAR,2p,2,interpolatequadratic,44876.65980177893
boiler,MCAR,20p,2,imputeffill,979.0599999999936
boiler,MCAR,20p,3,gafunet,75697.48452261108
pump,MNAR,20p,3,interpolatecubic,493671.3136964264
pump,MAR,5p,2,imputebfill,105405.771258
lake2,MAR,2p,3,mtfsd2all4,173.88832465328312
lake2,MCAR,5p,3,gafunet,367.5153169884227
boiler,MNAR,2p,1,gafunet,6210.693116254413
lake3,MNAR,20p,2,imputemode,1310.7001000000005
lake1,MNAR,2p,1,imputemean,81.79259174650008
pump,MNAR,5p,1,imputemode,2220056.6654100004
pump,MCAR,5p,3,interpolatequadratic,112247.83586805301
lake2,MAR,20p,3,imputemean,1154.4554444043283
vibr,MAR,5p,2,interpolateindex,78.29436568728423
pump,MAR,5p,3,interpolatenearest,100195.14157999998
lake1,MCAR,2p,2,gafsd2all4,206.1046488276055
lake2,MCAR,20p,3,interpolatenearest,248.6616999999992
lake3,MNAR,2p,3,interpolatepolynomial,26.377906896220026
vibr,MNAR,5p,2,rpsd2all4,65.1052315780091
vibr,MAR,5p,1,interpolatepchip,117.8507067396159
boiler,MAR,2p,2,gafunet,10199.65110332125
vibr,MCAR,2p,2,imputeffill,43.81449545861726
boiler,MNAR,2p,2,interpolatepolynomial,51.182935126835446
vibr,MNAR,5p,1,rpsd2all4,73.87827809104218
pump,MCAR,20p,2,interpolatenearest,455350.71648290043
boiler,MAR,20p,2,gafsd2all4,227816.58969603208
vibr,MCAR,5p,2,gafunet,107.76372883319583
lake2,MAR,20p,2,mtfsd2all4,1498.8240885005046
lake3,MNAR,20p,1,imputemean,651.7266534296017
lake3,MCAR,5p,1,interpolatenearest,31.07609999999991
pump,MNAR,5p,2,gafsd2all4,10908159.106289236
lake3,MCAR,20p,1,mtfsd2all4,1036.5658362685426
lake1,MAR,2p,1,gafunet,143.2234534034073
lake2,MNAR,20p,2,rpsd2all4,1077.858466036258
pump,MNAR,20p,1,interpolateakima,412012.38075735787
lake2,MAR,2p,3,rpsd2all4,95.87324204299739
lake1,MNAR,2p,1,specsd2all4,164.95449293228495
vibr,MCAR,5p,1,interpolatepolynomial,120.1053450984902
boiler,MCAR,5p,1,interpolatepchip,115.95337195072739
vibr,MCAR,5p,1,gafunet,84.2318346195072
lake1,MAR,5p,3,gafsd2all4,581.9636228197792
vibr,MAR,5p,3,gafunet,101.32267795797753
lake3,MAR,5p,1,interpolatenearest,68.13909999999998
lake1,MNAR,2p,2,interpolateakima,13.857548524008564
lake2,MNAR,2p,2,imputebfill,17.535400000000323
lake1,MCAR,20p,1,mtfsd2all4,1383.649906571331
boiler,MCAR,20p,1,imputeffill,982.0799999999983
vibr,MCAR,5p,3,interpolatepchip,86.9055054528449
pump,MAR,20p,3,gafunet,33997918.183727995
pump,MCAR,20p,3,interpolateindex,383204.51190257765
vibr,MNAR,5p,3,interpolatenearest,115.89619262082935
boiler,MAR,5p,2,imputemean,23184.84482180063
vibr,MCAR,2p,3,mtfsd2all4,65.90014744116651
pump,MCAR,20p,3,interpolatepchip,392915.66446110554
boiler,MAR,20p,3,interpolatecubic,579.8477176647123
boiler,MNAR,5p,2,rpsd2all4,41376.568975749695
lake1,MAR,2p,2,interpolatenearest,17.59470000000016
lake3,MNAR,5p,2,interpolateindex,32.29291666666688
lake1,MAR,20p,3,imputeffill,126.38720000000012
lake3,MAR,20p,2,interpolatepolynomial,249.69575620257137
pump,MCAR,2p,3,interpolateindex,37319.70967
pump,MCAR,2p,1,imputebfill,43462.23171
pump,MNAR,2p,2,interpolatelinear,37228.48558166667
lake2,MNAR,2p,3,imputebfill,34.13719999999989
pump,MAR,5p,1,gafsd2all4,14213070.221816182
pump,MAR,2p,1,interpolateindex,33945.878559270175
pump,MAR,5p,3,imputemean,5040148.605678598
vibr,MCAR,2p,3,interpolateindex,45.61978562063173
pump,MCAR,20p,3,interpolatequadratic,469474.6543591081
lake3,MCAR,2p,2,imputemode,104.16420000000005
vibr,MAR,2p,3,interpolatequadratic,52.20900092205195
lake1,MCAR,5p,2,interpolatepchip,22.248843021656853
lake3,MCAR,2p,2,interpolatelinear,14.158399999999972
lake3,MCAR,5p,2,imputemedian,157.08500000000012
vibr,MCAR,20p,1,gafunet,401.984816098784
lake1,MCAR,2p,2,interpolatenearest,15.101800000000196
lake2,MNAR,2p,3,interpolateindex,20.154899999999998
lake3,MNAR,2p,1,interpolateindex,8.871700000000004
pump,MCAR,20p,2,interpolatelinear,387047.4718519578
lake3,MNAR,2p,2,rpsd2all4,207.15865078169375
pump,MAR,2p,3,imputebfill,39797.21623
boiler,MAR,5p,2,interpolatequadratic,133.58309061627142
lake3,MNAR,5p,2,imputemedian,152.83839999999998
pump,MAR,2p,2,interpolateakima,33995.797759628425
boiler,MCAR,2p,1,interpolatepchip,46.32469699145463
lake1,MCAR,2p,1,interpolatepolynomial,13.023432754210376
boiler,MNAR,20p,2,rpsd2all4,159476.951824727
boiler,MNAR,2p,2,imputemedian,5946.479999999998
lake1,MCAR,5p,2,interpolateakima,22.092863667065842
vibr,MCAR,2p,2,specsd2all4,22.989241192673735
pump,MAR,2p,1,mtfsd2all4,2701628.4024688974
lake1,MNAR,5p,1,interpolatepchip,20.483726299405532
lake2,MNAR,5p,2,interpolatenearest,72.54269999999997
lake3,MCAR,2p,3,interpolateindex,8.525000000000091
lake3,MNAR,20p,2,interpolatequadratic,201.02626407850082
lake3,MCAR,20p,2,interpolateindex,140.58502666666692
lake3,MNAR,2p,3,interpolatelinear,23.90535000000014
lake2,MNAR,2p,1,interpolateindex,26.764900000000353
boiler,MNAR,20p,3,interpolatecubic,569.25993000031
pump,MNAR,2p,1,interpolatecubic,47249.223309747256
lake3,MAR,20p,1,mtfsd2all4,1177.904339934165
boiler,MAR,2p,1,interpolatecubic,54.81552440070686
pump,MNAR,5p,3,specsd2all4,3037199.9907227503
lake2,MCAR,5p,2,interpolatepchip,51.422529668179095
pump,MCAR,20p,3,rpsd2all4,28221646.28666991
lake1,MCAR,2p,2,imputemode,148.61540000000042
lake3,MAR,2p,2,imputemean,99.9095372881356
lake1,MCAR,20p,3,imputebfill,126.43160000000012
boiler,MNAR,20p,2,interpolateakima,460.73290193024366
vibr,MAR,2p,3,interpolateindex,47.526891628737644
boiler,MNAR,20p,3,imputemode,60893.019999999946
vibr,MCAR,5p,3,specsd2all4,94.70061888288006
boiler,MCAR,20p,3,imputemedian,60040.41999999999
pump,MNAR,2p,1,gafsd2all4,4375975.2086458085
boiler,MNAR,20p,1,imputeffill,1040.9099999999967
boiler,MNAR,20p,3,imputemean,59920.48658496344
boiler,MAR,5p,3,interpolatepchip,116.77670038838619
lake1,MCAR,5p,3,imputemean,168.68147802281055
vibr,MCAR,2p,2,interpolatenearest,43.81449545861726
pump,MNAR,20p,3,interpolatelinear,389637.0609556161
pump,MCAR,20p,1,interpolatecubic,495675.1281695432
vibr,MNAR,20p,1,imputemean,302.97133089183586
lake2,MCAR,5p,2,gafsd2all4,813.5683606727382
boiler,MAR,20p,2,interpolatepchip,487.01436994878327
pump,MAR,2p,1,interpolatepchip,34340.46327775206
pump,MAR,5p,3,interpolatecubic,108617.75534433367
pump,MNAR,5p,2,specsd2all4,2998833.618025036
boiler,MAR,20p,2,interpolatequadratic,561.6865781370375
boiler,MCAR,2p,1,imputemedian,6331.749999999998
lake1,MCAR,2p,1,interpolatepchip,10.382253041855336
lake2,MNAR,2p,3,interpolateakima,20.73706566768942
lake3,MNAR,5p,2,interpolateakima,33.343850881332116
boiler,MCAR,20p,2,interpolatepchip,475.7361086167484
lake1,MCAR,20p,3,imputeffill,147.421
boiler,MAR,5p,1,imputemode,22888.410000000003
lake3,MAR,5p,2,gafsd2all4,1027.5743787056986
boiler,MNAR,20p,3,specsd2all4,311890.8719963005
lake3,MAR,2p,1,interpolateakima,13.468288281181543
lake2,MCAR,2p,2,imputemode,97.32209999999986
vibr,MNAR,2p,3,interpolatepchip,28.210137469106325
lake3,MCAR,20p,3,rpsd2all4,1575.0299010959689
vibr,MCAR,5p,3,mtfsd2all4,93.34144850484253
lake3,MCAR,5p,1,rpsd2all4,463.54343459429333
lake2,MNAR,5p,1,interpolatepolynomial,58.570561446063834
lake3,MAR,20p,3,interpolateindex,188.69743666666645
lake2,MAR,2p,3,imputemean,119.84569535740616
vibr,MNAR,20p,3,rpsd2all4,348.33056577097705
lake2,MCAR,2p,1,imputeffill,23.874900000000025
boiler,MNAR,20p,3,interpolatepchip,474.8860342760096
boiler,MNAR,5p,2,gafsd2all4,55199.90635729006
vibr,MCAR,20p,1,interpolatepolynomial,391.5405774877796
lake3,MNAR,20p,3,gafunet,1834.5598769211224
pump,MNAR,20p,1,specsd2all4,11529573.270971593
lake3,MCAR,5p,3,interpolatenearest,36.90090000000015
pump,MAR,2p,1,interpolatelinear,33945.878559270175
vibr,MCAR,20p,1,specsd2all4,340.292468959277
lake3,MCAR,20p,2,imputebfill,199.57699999999997
pump,MCAR,2p,3,rpsd2all4,2815776.197306394
lake3,MNAR,20p,2,imputebfill,220.60000000000002
lake2,MNAR,5p,2,mtfsd2all4,426.98663211963435
pump,MNAR,5p,3,gafunet,4122026.1575364433
pump,MAR,20p,2,interpolatepolynomial,495950.73247165035
lake2,MCAR,5p,3,imputemedian,182.18669999999986
vibr,MNAR,20p,2,imputeffill,364.4093082562287
lake2,MNAR,2p,1,interpolatenearest,34.132300000000214
boiler,MNAR,5p,3,imputemode,14904.709999999983
vibr,MCAR,5p,3,interpolatelinear,81.42517854746055
lake3,MNAR,20p,3,rpsd2all4,1753.8261036469275
boiler,MAR,2p,3,imputemean,9266.269199886607
lake1,MAR,20p,3,interpolatequadratic,119.27999068086541
boiler,MCAR,20p,1,interpolateindex,429.3352857143019
boiler,MCAR,2p,3,interpolatecubic,55.17053233223271
vibr,MAR,5p,3,imputemedian,87.92136168083914
lake2,MCAR,20p,2,imputemean,719.0916413357435
vibr,MAR,2p,2,interpolatequadratic,35.36137995235309
boiler,MNAR,20p,1,mtfsd2all4,208887.1863281268
pump,MCAR,2p,1,interpolateakima,38223.08142491093
pump,MCAR,20p,1,imputemedian,9509720.006437792
boiler,MAR,2p,1,specsd2all4,29118.144803800453
pump,MCAR,2p,3,specsd2all4,1196129.9069409876
boiler,MAR,2p,1,interpolatepolynomial,52.77289188736438
lake2,MAR,20p,3,imputebfill,307.5401999999999
pump,MAR,2p,1,interpolateakima,35300.66180772165
lake2,MNAR,20p,3,interpolatelinear,212.0674700000012
lake3,MNAR,2p,1,imputemode,121.6103
vibr,MAR,20p,3,imputeffill,440.36324974589115
pump,MAR,5p,2,interpolatecubic,105409.6964534191
lake2,MNAR,20p,2,gafunet,1768.0811819469773
lake2,MAR,20p,1,interpolatepolynomial,343.2862880736259
boiler,MAR,5p,2,interpolatelinear,108.62050000000647
pump,MAR,20p,1,interpolatenearest,457158.42332982604
pump,MCAR,2p,2,interpolateakima,40302.677195807875
lake3,MAR,20p,3,interpolateakima,187.70850210164355
lake2,MCAR,5p,3,interpolatepolynomial,57.21447312835369
boiler,MNAR,2p,3,imputemean,5953.314834697563
pump,MNAR,5p,3,interpolatecubic,117197.730263255
lake1,MNAR,5p,2,mtfsd2all4,326.0193499347074
vibr,MNAR,20p,3,interpolateindex,360.6784427675001
lake1,MAR,20p,3,interpolatenearest,95.95880000000017
vibr,MCAR,20p,1,imputemean,290.0353412757843
boiler,MNAR,5p,2,mtfsd2all4,52440.695463084514
pump,MCAR,20p,1,specsd2all4,11759056.023223406
lake3,MAR,20p,2,imputemean,924.542
lake3,MNAR,20p,1,gafunet,725.9543679604054
pump,MNAR,20p,3,mtfsd2all4,17880963.72267231
lake1,MCAR,5p,1,imputebfill,27.572700000000225
pump,MAR,2p,2,gafsd2all4,5751957.776205002
lake1,MCAR,20p,3,gafunet,825.7418139524762
pump,MNAR,5p,1,interpolatequadratic,114437.70790120614
vibr,MAR,20p,2,gafsd2all4,555.724241499941
lake2,MCAR,20p,1,gafsd2all4,3382.044100000002
lake1,MNAR,2p,3,interpolatecubic,11.743514414848107
lake1,MCAR,20p,1,specsd2all4,2124.351621142039
lake2,MNAR,5p,1,gafunet,459.5337860624418
lake3,MNAR,20p,2,mtfsd2all4,1068.0171565369494
lake1,MCAR,20p,3,interpolatenearest,134.0997000000001
pump,MNAR,5p,3,interpolatequadratic,113287.77717855827
vibr,MCAR,5p,1,interpolatelinear,91.8461180770224
boiler,MNAR,2p,1,gafsd2all4,21992.553071788512
lake3,MAR,5p,3,interpolateakima,35.9498768225088
lake1,MNAR,2p,1,interpolatequadratic,18.41370164591234
boiler,MCAR,20p,2,imputemean,60191.331247829614
lake3,MAR,5p,2,interpolatelinear,47.37404999999984
vibr,MNAR,5p,2,interpolateakima,108.27968828795105
pump,MAR,2p,2,specsd2all4,1591503.0804434393
boiler,MNAR,5p,1,imputemean,14597.190056536418
vibr,MAR,5p,1,gafsd2all4,189.11952683530282
boiler,MAR,2p,2,mtfsd2all4,19597.088921452774
vibr,MNAR,5p,3,interpolateakima,116.81279798236764
pump,MNAR,2p,3,imputeffill,44376.85897000001
lake1,MNAR,20p,2,interpolatepchip,110.44965588699404
vibr,MAR,5p,3,specsd2all4,86.08106554483646
lake3,MAR,5p,1,imputeffill,71.92559999999997
lake2,MNAR,20p,2,imputemedian,761.8173999999962
lake2,MAR,5p,3,rpsd2all4,280.0999104036554
pump,MAR,5p,3,imputeffill,103227.76910999998
pump,MCAR,20p,3,interpolateakima,401468.6988388796
lake1,MNAR,20p,2,imputemedian,833.9850999999974
lake1,MNAR,2p,1,interpolatepolynomial,18.41370164591234
boiler,MAR,5p,2,imputebfill,226.10000000000173
pump,MCAR,5p,3,gafunet,4544075.022028011
lake3,MCAR,5p,2,interpolatenearest,31.486300000000057
boiler,MNAR,20p,3,interpolateindex,428.5704126984281
boiler,MCAR,5p,3,imputemode,15122.82999999999
lake2,MAR,2p,2,interpolatequadratic,25.989859954775397
lake2,MCAR,5p,1,interpolateakima,43.6467277985663
boiler,MCAR,5p,2,specsd2all4,76817.85374612515
lake3,MNAR,20p,1,imputemode,1150.908200000002
boiler,MNAR,5p,1,interpolatecubic,134.72391884481874
lake3,MNAR,2p,2,imputemode,96.71109999999999
boiler,MNAR,5p,2,interpolatenearest,196.95999999999822
boiler,MCAR,2p,2,interpolatenearest,79.31000000000097
boiler,MCAR,20p,1,imputebfill,986.5499999999944
lake1,MAR,5p,3,mtfsd2all4,420.50768299201457
vibr,MNAR,2p,3,imputeffill,60.83512810368671
lake1,MAR,20p,3,mtfsd2all4,1535.0791600012744
vibr,MCAR,5p,2,interpolatepolynomial,73.36110292588873
lake1,MAR,5p,3,interpolatequadratic,39.753798908528324
vibr,MAR,2p,1,imputemedian,42.1295382368168
vibr,MNAR,2p,2,imputeffill,52.43738362037605
vibr,MCAR,2p,1,imputebfill,53.235519661764016
lake1,MAR,5p,2,gafsd2all4,626.811938573148
lake2,MCAR,2p,2,interpolatelinear,29.907950000000028
pump,MNAR,2p,1,interpolatenearest,45643.70231185547
boiler,MNAR,2p,3,imputemedian,5945.709999999999
lake2,MAR,5p,2,imputemode,319.850399999999
lake1,MAR,20p,2,interpolatepchip,85.65488484615616
lake3,MNAR,5p,2,interpolatenearest,37.732800000000054
lake1,MNAR,5p,1,interpolatepolynomial,21.702525629092918
lake2,MCAR,2p,3,interpolateakima,26.404536787999973
lake3,MNAR,20p,2,imputemedian,711.556900000001
lake3,MCAR,2p,3,imputeffill,8.676200000000051
lake2,MAR,5p,2,interpolatelinear,63.812433333332706
lake3,MNAR,5p,3,interpolatepchip,37.37177258983428
lake3,MCAR,20p,3,gafunet,2147.755705467559
pump,MAR,5p,1,mtfsd2all4,6644196.923893407
vibr,MCAR,5p,2,interpolateindex,65.56381106472898
pump,MNAR,5p,2,imputeffill,115572.87724
vibr,MCAR,20p,1,rpsd2all4,296.1926256855393
lake2,MNAR,2p,3,imputemedian,105.23840000000007
boiler,MNAR,2p,2,interpolatenearest,80.78000000000031
lake3,MNAR,2p,2,interpolatepchip,10.200655878584485
lake1,MAR,20p,2,specsd2all4,2026.9282615863463
lake3,MNAR,20p,3,interpolatelinear,141.29915000000048
lake2,MCAR,5p,2,imputemean,187.59296273764141
pump,MNAR,5p,3,interpolatenearest,114750.27789
pump,MNAR,5p,2,gafunet,4309063.6404037895
lake1,MCAR,2p,2,interpolateindex,8.923499999999933
lake1,MCAR,5p,1,specsd2all4,492.91753748316376
lake1,MNAR,2p,1,gafunet,117.11982794591955
lake3,MAR,20p,2,interpolatecubic,257.84282841936624
lake3,MCAR,2p,3,specsd2all4,152.56267791815173
lake3,MAR,20p,1,gafunet,950.5181910135586
pump,MAR,20p,2,interpolateakima,412497.0559128795
lake2,MAR,5p,3,gafsd2all4,955.7056743112392
pump,MCAR,20p,3,interpolatepolynomial,469474.6543591081
lake3,MAR,2p,1,interpolateindex,13.817099999999954
pump,MCAR,5p,2,interpolatenearest,113471.99028446684
boiler,MCAR,20p,3,interpolateakima,455.7763831558623
lake2,MNAR,2p,1,specsd2all4,118.35089957125126
lake3,MCAR,20p,1,imputemedian,612.9368999999995
lake1,MAR,5p,1,interpolatenearest,19.880999999999972
pump,MNAR,5p,3,imputemode,2454855.4377300004
lake2,MAR,20p,1,imputemode,1164.5383000000015
vibr,MCAR,2p,1,mtfsd2all4,51.722668471281196
lake1,MCAR,5p,1,imputeffill,20.885399999999947
pump,MCAR,2p,3,interpolatepolynomial,44751.92517879108
lake1,MAR,2p,3,interpolateindex,9.506700000000023
pump,MNAR,2p,2,rpsd2all4,2767698.050856684
boiler,MAR,5p,3,interpolatelinear,106.44866666667542
pump,MAR,2p,1,imputemean,2060474.8428246444
lake3,MCAR,20p,2,imputeffill,179.2166000000001
lake3,MNAR,2p,3,interpolateakima,24.718212117898645
lake2,MNAR,5p,1,interpolatequadratic,58.570561446063834
lake3,MAR,2p,2,interpolatelinear,28.30630000000005
boiler,MNAR,5p,2,interpolateakima,107.69644732019003
boiler,MNAR,20p,2,imputebfill,1017.6199999999931
boiler,MNAR,5p,3,interpolatecubic,136.25963580893188
lake3,MAR,5p,3,gafsd2all4,1057.2090000000003
boiler,MNAR,2p,3,interpolatecubic,53.29309866644644
boiler,MAR,5p,3,imputebfill,224.31000000000233
lake3,MAR,5p,3,interpolatelinear,33.61021666666673
lake3,MCAR,20p,1,gafsd2all4,2433.426300000002
lake1,MCAR,20p,2,specsd2all4,2073.834026560253
boiler,MCAR,2p,1,rpsd2all4,16404.884269586255
lake1,MAR,20p,1,imputemedian,1224.9999999999986
lake3,MCAR,20p,1,interpolatecubic,194.00854481677692
lake2,MAR,2p,1,imputeffill,22.872699999999895
lake2,MAR,20p,1,mtfsd2all4,1601.5040668502722
lake3,MAR,5p,1,imputemedian,266.20820000000003
lake1,MNAR,20p,1,imputemean,806.9429768953079
lake2,MCAR,2p,3,imputemode,78.75490000000002
lake1,MNAR,2p,2,interpolateindex,12.756849999999929
lake2,MNAR,2p,1,imputemedian,79.75940000000026
boiler,MNAR,5p,3,interpolatepolynomial,131.75134580489328
lake3,MCAR,20p,1,rpsd2all4,1146.407415143939
lake3,MNAR,20p,3,interpolatepchip,144.40167024683598
pump,MNAR,5p,2,interpolatepolynomial,114949.41372071442
vibr,MNAR,2p,2,imputemedian,32.87881388531538
lake3,MCAR,2p,2,imputemean,62.420887324981635
lake2,MAR,20p,3,interpolateindex,269.1044033333336
pump,MAR,5p,3,interpolateakima,88500.05284766266
pump,MCAR,2p,3,interpolatecubic,46408.04867980863
lake3,MAR,20p,2,interpolatepchip,219.9606502116592
lake1,MNAR,5p,2,interpolatenearest,26.008599999999774
lake1,MAR,5p,2,imputemode,294.9527000000012
pump,MCAR,20p,3,gafsd2all4,43586683.89684038
lake3,MNAR,5p,2,interpolatelinear,32.29291666666688
lake3,MAR,20p,2,interpolatequadratic,249.69575620257137
lake1,MNAR,5p,3,interpolatepchip,18.34626230958429
boiler,MAR,5p,2,interpolateakima,114.92148633008253
pump,MAR,20p,2,gafunet,34109376.03986449
boiler,MCAR,2p,2,rpsd2all4,15858.08374597548
lake3,MCAR,5p,1,interpolatelinear,31.98489999999964
lake1,MNAR,2p,3,imputemedian,72.10769999999991
boiler,MCAR,2p,1,interpolatequadratic,52.08299315928093
vibr,MAR,5p,1,interpolatelinear,110.7868071863535
lake2,MCAR,2p,3,interpolatepolynomial,29.184325682631766
vibr,MAR,20p,2,gafunet,406.658582884764
lake1,MCAR,5p,3,specsd2all4,534.4616649672766
lake3,MNAR,5p,3,imputebfill,45.81890000000001
pump,MNAR,2p,3,interpolatequadratic,44317.67936152583
vibr,MNAR,5p,1,imputeffill,100.50266049143502
lake3,MCAR,2p,3,gafsd2all4,397.4743000000001
lake2,MNAR,5p,1,imputemean,202.94169870722453
lake1,MAR,20p,2,interpolatequadratic,109.78406278401945
lake3,MNAR,5p,3,imputemedian,157.43229999999988
lake2,MCAR,20p,1,interpolatenearest,241.3540000000006
vibr,MNAR,2p,1,imputeffill,70.87770008377886
pump,MCAR,20p,1,interpolatelinear,387729.540882951
lake1,MNAR,2p,3,interpolatepchip,8.57448742518136
lake2,MCAR,20p,3,gafsd2all4,3291.173800000003
lake2,MCAR,20p,1,rpsd2all4,938.4922057744645
lake3,MNAR,2p,3,gafsd2all4,409.30390000000006
pump,MAR,20p,3,interpolatepchip,401229.3958476686
lake1,MNAR,20p,2,imputeffill,162.6699999999999
boiler,MCAR,5p,1,interpolatepolynomial,131.43424856865477
lake2,MAR,2p,3,imputemode,125.9377999999997
lake1,MNAR,2p,1,interpolatenearest,17.958799999999883
lake1,MAR,5p,2,interpolateindex,34.59628333333353
vibr,MAR,5p,3,interpolatecubic,136.67693482703737
lake2,MNAR,2p,3,rpsd2all4,114.02958433927165
lake2,MCAR,20p,1,imputemode,940.5011000000079
vibr,MNAR,2p,2,imputebfill,42.19888202761656
vibr,MCAR,2p,1,interpolatelinear,45.861924750105985
pump,MNAR,5p,3,interpolatepolynomial,113287.77717855827
lake2,MAR,5p,3,interpolatepolynomial,84.96802865588722
pump,MCAR,20p,1,interpolatenearest,458798.9434341524
lake2,MAR,2p,3,interpolatequadratic,38.65608910057017
lake2,MAR,2p,2,gafsd2all4,382.2303000000003
lake1,MAR,5p,3,gafunet,315.3595023023401
vibr,MAR,5p,2,imputemode,128.61377553703574
lake2,MAR,20p,3,interpolatepchip,272.7361168047994
vibr,MNAR,5p,3,interpolateindex,114.67795908780101
vibr,MNAR,2p,2,interpolateindex,46.03405051957405
lake3,MNAR,20p,1,imputebfill,151.24469999999977
lake3,MAR,2p,2,mtfsd2all4,143.87020814526997
pump,MCAR,2p,3,interpolatequadratic,44751.92517879108
lake2,MNAR,5p,3,interpolateindex,51.198949999999854
pump,MNAR,2p,2,mtfsd2all4,1802849.745175355
lake3,MCAR,5p,1,mtfsd2all4,242.41009779952495
lake3,MAR,2p,1,imputebfill,17.017100000000056
lake3,MAR,2p,1,interpolatepchip,13.76538072459769
vibr,MAR,20p,3,rpsd2all4,421.16222511405266
lake3,MNAR,2p,3,interpolatenearest,26.64570000000012
pump,MCAR,5p,2,mtfsd2all4,4528168.388294986
vibr,MNAR,2p,3,interpolatelinear,29.722200105618047
lake2,MCAR,5p,3,imputeffill,61.982399999999416
boiler,MCAR,20p,3,interpolatenearest,839.0999999999932
lake1,MNAR,20p,2,imputemean,795.474940974728
vibr,MAR,2p,2,interpolatenearest,26.229603193017773
pump,MAR,5p,1,interpolatequadratic,100850.6035114572
boiler,MAR,20p,2,imputeffill,1179.6699999999912
lake1,MCAR,5p,3,mtfsd2all4,339.63964494024975
lake3,MNAR,5p,2,interpolatepolynomial,53.26237719736761
boiler,MNAR,5p,3,rpsd2all4,40559.13734277052
lake3,MAR,2p,1,interpolatelinear,13.817099999999954
lake3,MCAR,5p,3,imputemode,278.14639999999997
lake2,MNAR,20p,1,imputemedian,776.2438000000012
lake3,MNAR,2p,2,interpolateindex,9.266300000000001
vibr,MAR,2p,1,interpolatequadratic,25.63687784659439
pump,MCAR,2p,1,imputeffill,44591.31006
lake1,MAR,5p,2,rpsd2all4,395.022232448879
pump,MAR,5p,3,specsd2all4,3788736.8353982246
boiler,MNAR,20p,3,gafunet,73717.52018806574
lake2,MNAR,2p,3,mtfsd2all4,186.92234533184774
lake2,MCAR,2p,1,interpolatequadratic,24.862723649803456
pump,MCAR,2p,1,imputemode,973432.4476600001
pump,MCAR,20p,1,imputebfill,463482.09351284936
pump,MNAR,2p,2,interpolatenearest,44920.96687999999
lake3,MAR,5p,1,imputebfill,67.83160000000018
lake3,MCAR,20p,2,mtfsd2all4,1029.0284387312731
lake3,MNAR,5p,2,specsd2all4,383.0363359271457
lake3,MCAR,2p,2,imputebfill,20.70590000000007
pump,MAR,20p,2,imputemedian,20500145.033777993
lake2,MNAR,20p,1,mtfsd2all4,1559.0359621598966
lake1,MNAR,5p,1,imputemean,187.78074600760425
lake3,MCAR,2p,3,imputemode,113.91850000000005
vibr,MCAR,20p,1,interpolatecubic,386.1395392786007
vibr,MNAR,5p,1,gafunet,105.79260111479276
lake3,MNAR,2p,1,interpolatequadratic,11.892538184931368
lake3,MCAR,2p,1,gafsd2all4,387.6399000000002
lake2,MAR,5p,1,interpolatelinear,88.71901666666656
lake1,MCAR,2p,2,interpolatequadratic,7.386442053687574
lake2,MNAR,5p,2,interpolatequadratic,69.62967619366498
boiler,MCAR,5p,1,interpolatequadratic,131.43424856865477
lake2,MNAR,5p,2,imputemedian,227.0808999999989
vibr,MNAR,20p,1,interpolatequadratic,433.2157708737771
lake3,MNAR,2p,3,interpolatepchip,23.46204703087119
pump,MAR,20p,1,interpolatequadratic,490068.50000783836
boiler,MAR,20p,2,imputemode,88459.85
vibr,MNAR,5p,3,interpolatepolynomial,124.37451066969054
vibr,MCAR,20p,3,interpolateakima,396.03221490166624
lake3,MNAR,2p,3,imputemean,66.15239771554891
lake3,MNAR,5p,1,imputemean,162.63724600760474
pump,MAR,5p,1,imputeffill,98838.93247800002
lake1,MNAR,2p,2,specsd2all4,155.62089699030946
lake2,MCAR,20p,3,interpolatequadratic,233.3273531087035
boiler,MCAR,2p,2,interpolateakima,43.56650212085435
vibr,MCAR,20p,3,interpolatecubic,513.6252971596576
lake2,MCAR,2p,3,gafunet,151.8797359135242
lake3,MCAR,2p,1,interpolateakima,9.461910808544815
vibr,MNAR,5p,3,rpsd2all4,102.053121962669
lake1,MAR,5p,3,interpolatelinear,23.640849999999716
vibr,MCAR,20p,2,specsd2all4,421.29277098585817
boiler,MCAR,5p,3,interpolatelinear,108.57666666667444
lake3,MAR,20p,2,imputemode,1262.3055000000004
pump,MAR,20p,2,interpolatenearest,465994.648562797
boiler,MCAR,20p,3,interpolatepolynomial,538.3276977084232
lake2,MAR,20p,2,specsd2all4,1675.847559284287
lake1,MCAR,2p,3,interpolatepolynomial,10.211637285472534
