dataset,missing_data_type,missing_rate,iteration_nr,fixing_method,prediction_method,MAPE,MAE,RMSE
boiler,MAR,0,1,gaf-unet,HoltWinters,0.0027745803139591586,0.014866112013407928,0.018071516433325593
boiler,MAR,0,1,gaf-unet,Prophet,0.6536202813552753,3.5021882294544526,3.503239796765231
boiler,MAR,0,1,gaf-unet,XGBoost,0.04624736756580946,0.24779394531249183,0.25498667875022907
boiler,MAR,0,1,impute_bfill,HoltWinters,0.011971707081437606,0.06413997431494636,0.07603243861199142
boiler,MAR,0,1,impute_bfill,Prophet,0.6647711499697025,3.561936361816231,3.562970940751295
boiler,MAR,0,1,impute_bfill,XGBoost,0.04880515024367104,0.2615024414062418,0.26639871751086636
boiler,MAR,0,1,impute_ffill,HoltWinters,0.012011657161042636,0.06435402415880845,0.07623690313465874
boiler,MAR,0,1,impute_ffill,Prophet,0.6585202050480613,3.5284428017420284,3.529486877507654
boiler,MAR,0,1,impute_ffill,XGBoost,0.049094545388405554,0.2630527343749918,0.2691832366895336
boiler,MAR,0,1,impute_mean,HoltWinters,0.0038898535819841037,0.020843181676809763,0.026333634308937207
boiler,MAR,0,1,impute_mean,Prophet,0.6581947905281315,3.526699178559727,3.5277437951407915
boiler,MAR,0,1,impute_mean,XGBoost,0.04950433927639012,0.2652499999999918,0.2708049991140213
boiler,MAR,0,1,impute_median,HoltWinters,0.0038760231621275836,0.02076907495941214,0.02629539148206507
boiler,MAR,0,1,impute_median,Prophet,0.653483938877235,3.501457683682213,3.502509620306819
boiler,MAR,0,1,impute_median,XGBoost,0.04848503824501834,0.2597873535156168,0.2644136476506385
boiler,MAR,0,1,impute_mode,HoltWinters,0.003917263052565073,0.0209900421627367,0.026368196978456906
boiler,MAR,0,1,impute_mode,Prophet,0.6582557961464933,3.5270260557740016,3.5280706731635165
boiler,MAR,0,1,impute_mode,XGBoost,0.04725415098958414,0.2531894531249918,0.2610704425062884
boiler,MAR,0,1,interpolate_akima,HoltWinters,0.012118806480359928,0.06492810774767577,0.07684630018823511
boiler,MAR,0,1,interpolate_akima,Prophet,0.6550861526415372,3.5100426016451594,3.511091892943435
boiler,MAR,0,1,interpolate_akima,XGBoost,0.04894757320162036,0.2622653808593668,0.2673291901403242
boiler,MAR,0,1,interpolate_cubic,HoltWinters,0.01210025313518554,0.06482870233886615,0.0767422864751409
boiler,MAR,0,1,interpolate_cubic,Prophet,0.6546148711849683,3.5075174001030747,3.5085674706715175
boiler,MAR,0,1,interpolate_cubic,XGBoost,0.04793023977538817,0.25681494140624184,0.26298362721582474
boiler,MAR,0,1,interpolate_index,HoltWinters,0.012121424921763572,0.06494213682989311,0.07686114351867936
boiler,MAR,0,1,interpolate_index,Prophet,0.6601841135085024,3.537358288666462,3.5383998253505564
boiler,MAR,0,1,interpolate_index,XGBoost,0.048744743396043885,0.26117895507811684,0.2668093678633902
boiler,MAR,0,1,interpolate_linear,HoltWinters,0.012121424921763572,0.06494213682989311,0.07686114351867936
boiler,MAR,0,1,interpolate_linear,Prophet,0.6601841135085024,3.537358288666462,3.5383998253505564
boiler,MAR,0,1,interpolate_linear,XGBoost,0.048744743396043885,0.26117895507811684,0.2668093678633902
boiler,MAR,0,1,interpolate_nearest,HoltWinters,0.012011778524131907,0.06435467441917808,0.07623756461449467
boiler,MAR,0,1,interpolate_nearest,Prophet,0.6550350378120637,3.509768719982162,3.510818129108227
boiler,MAR,0,1,interpolate_nearest,XGBoost,0.04856149602459938,0.2601962890624918,0.26659222694232515
boiler,MAR,0,1,interpolate_pchip,HoltWinters,0.012114646998457048,0.06490582196654486,0.0768231881632718
boiler,MAR,0,1,interpolate_pchip,Prophet,0.6548042490356075,3.5085321167671624,3.509581904243935
boiler,MAR,0,1,interpolate_pchip,XGBoost,0.048719789863329116,0.2610446777343668,0.26695248278036987
boiler,MAR,0,1,interpolate_polynomial,HoltWinters,0.01210499152339141,0.06485408972357617,0.07676895732753874
boiler,MAR,0,1,interpolate_polynomial,Prophet,0.6548285556443846,3.5086623554535437,3.509712105377243
boiler,MAR,0,1,interpolate_polynomial,XGBoost,0.04850677346586134,0.2599033203124918,0.2655823904194148
boiler,MAR,0,1,interpolate_quadratic,HoltWinters,0.01210499152339141,0.06485408972357617,0.07676895732753874
boiler,MAR,0,1,interpolate_quadratic,Prophet,0.6548285556443846,3.5086623554535437,3.509712105377243
boiler,MAR,0,1,interpolate_quadratic,XGBoost,0.04850677346586134,0.2599033203124918,0.2655823904194148
boiler,MAR,0,1,mtf-unet,HoltWinters,0.006109725378834101,0.032735359529579,0.03732714758631409
boiler,MAR,0,1,mtf-unet,Prophet,0.6504929606672972,3.4854315439554853,3.4864883669649704
boiler,MAR,0,1,mtf-unet,XGBoost,0.04310195311235845,0.2309414062500082,0.25275077032006354
boiler,MAR,0,1,rp-unet,HoltWinters,0.00702446401024212,0.03763629534439587,0.04208735366093583
boiler,MAR,0,1,rp-unet,Prophet,0.6449339536985295,3.4556454966582124,3.4567113143137824
boiler,MAR,0,1,rp-unet,XGBoost,0.048812194215762744,0.2615390624999918,0.27103476921065006
boiler,MAR,0,1,spec-unet,HoltWinters,0.01565362055244603,0.08387090780314566,0.08824796182834314
boiler,MAR,0,1,spec-unet,Prophet,0.6434422838318063,3.4476528895970207,3.448721403408794
boiler,MAR,0,1,spec-unet,XGBoost,0.04362911690516231,0.23376806640624181,0.23907674618577263
boiler,MAR,0,2,gaf-unet,HoltWinters,0.0027857102234612155,0.014926631656237532,0.01999897552003057
boiler,MAR,0,2,gaf-unet,Prophet,0.6531665497811973,3.499757063130778,3.500809362996106
boiler,MAR,0,2,gaf-unet,XGBoost,0.0474843012737159,0.2544223632812418,0.26353561720231033
boiler,MAR,0,2,impute_bfill,HoltWinters,0.011995745654339673,0.0642687709417146,0.07615676640301994
boiler,MAR,0,2,impute_bfill,Prophet,0.6519509618240252,3.49324374891429,3.494297951044253
boiler,MAR,0,2,impute_bfill,XGBoost,0.04863995150958259,0.2606174316406168,0.26646539858753093
boiler,MAR,0,2,impute_ffill,HoltWinters,0.012004349665737187,0.06431487081881641,0.07620199575871618
boiler,MAR,0,2,impute_ffill,Prophet,0.6569881798383276,3.5202339663455176,3.5212803859397064
boiler,MAR,0,2,impute_ffill,XGBoost,0.0477731164812322,0.2559726562499918,0.2626151114294753
boiler,MAR,0,2,impute_mean,HoltWinters,0.004611988664320577,0.024712312437463878,0.02977015101796509
boiler,MAR,0,2,impute_mean,Prophet,0.6550736351059289,3.5099755298527953,3.5110249689107222
boiler,MAR,0,2,impute_mean,XGBoost,0.05004762051265153,0.2681552734374918,0.28127852302664064
boiler,MAR,0,2,impute_median,HoltWinters,0.004594164446288678,0.024616805231926265,0.02968135300335825
boiler,MAR,0,2,impute_median,Prophet,0.654294321937709,3.5057998456867834,3.5068504773094578
boiler,MAR,0,2,impute_median,XGBoost,0.04572717521790034,0.2450107421874918,0.24795015659582686
boiler,MAR,0,2,impute_mode,HoltWinters,0.004649989334450275,0.02491592787037007,0.029945108008396587
boiler,MAR,0,2,impute_mode,Prophet,0.6504186547467278,3.4850334023449703,3.486090131956607
boiler,MAR,0,2,impute_mode,XGBoost,0.04735604423138701,0.2537387695312418,0.2612596512453655
boiler,MAR,0,2,interpolate_akima,HoltWinters,0.012133258984178443,0.0650055422694777,0.07692488952119172
boiler,MAR,0,2,interpolate_akima,Prophet,0.6572171691723914,3.5214609277493083,3.52250699123923
boiler,MAR,0,2,interpolate_akima,XGBoost,0.04887575845528095,0.26188085937499184,0.267084583371536
boiler,MAR,0,2,interpolate_cubic,HoltWinters,0.012115253042843376,0.06490906997207731,0.07682355314668998
boiler,MAR,0,2,interpolate_cubic,Prophet,0.6539509685575625,3.5039601038886303,3.505011210085472
boiler,MAR,0,2,interpolate_cubic,XGBoost,0.049468081059661856,0.26505468749999184,0.26983746023749466
boiler,MAR,0,2,interpolate_index,HoltWinters,0.012136667292906328,0.06502380324886872,0.07694443603584207
boiler,MAR,0,2,interpolate_index,Prophet,0.6541259923624596,3.5048979094102153,3.5059487351927556
boiler,MAR,0,2,interpolate_index,XGBoost,0.048504375263327466,0.2598911132812418,0.26521773871269855
boiler,MAR,0,2,interpolate_linear,HoltWinters,0.012136667292906328,0.06502380324886872,0.07694443603584207
boiler,MAR,0,2,interpolate_linear,Prophet,0.6541259923624596,3.5048979094102153,3.5059487351927556
boiler,MAR,0,2,interpolate_linear,XGBoost,0.048504375263327466,0.2598911132812418,0.26521773871269855
boiler,MAR,0,2,interpolate_nearest,HoltWinters,0.012003009131437994,0.06430768832169634,0.07619500586566615
boiler,MAR,0,2,interpolate_nearest,Prophet,0.6594600375627285,3.533478574519461,3.5345211749799708
boiler,MAR,0,2,interpolate_nearest,XGBoost,0.04790528518479152,0.2566806640624918,0.26248307499363643
boiler,MAR,0,2,interpolate_pchip,HoltWinters,0.012128799969588332,0.06498165162334998,0.07690005757669949
boiler,MAR,0,2,interpolate_pchip,Prophet,0.6536533993961621,3.5023656808991745,3.5034172428480477
boiler,MAR,0,2,interpolate_pchip,XGBoost,0.04892244108789675,0.2621311035156168,0.26677838737025716
boiler,MAR,0,2,interpolate_polynomial,HoltWinters,0.012120655378306798,0.06493801470387553,0.07685370937881143
boiler,MAR,0,2,interpolate_polynomial,Prophet,0.6536588226436589,3.502394739511908,3.5034462949341045
boiler,MAR,0,2,interpolate_polynomial,XGBoost,0.04893747294522987,0.2622104492187418,0.26857018151548606
boiler,MAR,0,2,interpolate_quadratic,HoltWinters,0.012120655378306798,0.06493801470387553,0.07685370937881143
boiler,MAR,0,2,interpolate_quadratic,Prophet,0.6536588226436589,3.502394739511908,3.5034462949341045
boiler,MAR,0,2,interpolate_quadratic,XGBoost,0.04893747294522987,0.2622104492187418,0.26857018151548606
boiler,MAR,0,2,mtf-unet,HoltWinters,0.006551755044694886,0.0351035613575732,0.04101324763026855
boiler,MAR,0,2,mtf-unet,Prophet,0.647533300582547,3.4695732125878975,3.470634786210457
boiler,MAR,0,2,mtf-unet,XGBoost,0.04630290595394884,0.2480930175781168,0.2553261141666597
boiler,MAR,0,2,rp-unet,HoltWinters,0.007753359202524094,0.04154163323091779,0.047533078197013176
boiler,MAR,0,2,rp-unet,Prophet,0.6464021572561984,3.463512365097165,3.4645759073924016
boiler,MAR,0,2,rp-unet,XGBoost,0.046463440355739204,0.24895361328124183,0.25748912832308796
boiler,MAR,0,2,spec-unet,HoltWinters,0.014320291814687167,0.07672689081136923,0.08092431853486669
boiler,MAR,0,2,spec-unet,Prophet,0.6408771017030944,3.433908234898547,3.4349808328749187
boiler,MAR,0,2,spec-unet,XGBoost,0.049828331958156474,0.2669685058593586,0.35081647007510497
boiler,MAR,0,3,gaf-unet,HoltWinters,0.0029352555842383646,0.015727413710510518,0.01936273500290518
boiler,MAR,0,3,gaf-unet,Prophet,0.6546899177286245,3.507919511608975,3.508969442292685
boiler,MAR,0,3,gaf-unet,XGBoost,0.04777579992961495,0.2559848632812418,0.2641482983760512
boiler,MAR,0,3,impute_bfill,HoltWinters,0.011987839261343296,0.06422641006699906,0.07611321382985865
boiler,MAR,0,3,impute_bfill,Prophet,0.6519599653265126,3.4932919907866107,3.4943462295559247
boiler,MAR,0,3,impute_bfill,XGBoost,0.049164055433349924,0.2634250488281168,0.2692487134714526
boiler,MAR,0,3,impute_ffill,HoltWinters,0.012032495838179438,0.0644656738505887,0.07635554974275008
boiler,MAR,0,3,impute_ffill,Prophet,0.6530487802308983,3.4991260349188678,3.500178545108293
boiler,MAR,0,3,impute_ffill,XGBoost,0.04833462537062246,0.25898168945311684,0.26438968240603195
boiler,MAR,0,3,impute_mean,HoltWinters,0.0040732278133514405,0.02182584450788454,0.02622916688413342
boiler,MAR,0,3,impute_mean,Prophet,0.6492204579549801,3.4786132729730865,3.479671861984712
boiler,MAR,0,3,impute_mean,XGBoost,0.048199058274756595,0.2582553710937418,0.2619284275789302
boiler,MAR,0,3,impute_median,HoltWinters,0.004053543004153123,0.02172037273638807,0.02617595205656068
boiler,MAR,0,3,impute_median,Prophet,0.6470353274257016,3.466904995096127,3.4679670311041524
boiler,MAR,0,3,impute_median,XGBoost,0.04818531371348733,0.2581821289062418,0.26188241466731504
boiler,MAR,0,3,impute_mode,HoltWinters,0.004112052325742155,0.022033863086642215,0.026291745001935794
