dataset,missing_data_type,missing_rate,iteration_nr,fixing_method,prediction_method,MAPE,MAE,RMSE,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10
boiler,MNAR,5,6,gafsd2all4,XGBoost,0.3114123226288985,1.6685886230468667,2.055406263895041,536.9736938476562,536.6306762695312,537.3128662109375,538.1036376953125,536.5948486328125,540.8488159179688,537.5160522460938,536.80908203125,536.9970703125,537.0591430664062
boiler,MNAR,5,6,impute_bfill,XGBoost,0.0487903466391223,0.2614230957031168,0.2664577575794896,536.2232055664062,536.2039794921875,536.101318359375,536.0592041015625,536.0653686523438,536.037109375,536.0578002929688,536.0404663085938,535.930419921875,536.0553588867188
boiler,MNAR,5,6,impute_ffill,XGBoost,0.0483916538430784,0.2592868652343668,0.2641836241784525,536.2260131835938,536.2019653320312,536.091552734375,536.0574340820312,536.07666015625,536.0271606445312,536.0664672851562,536.01806640625,535.9445190429688,536.0430297851562
boiler,MNAR,5,6,impute_mean,XGBoost,0.0620392205912243,0.3324069824218668,0.3418022144837829,536.2786254882812,536.2259521484375,536.1198120117188,536.1378784179688,536.1063842773438,536.1273193359375,536.1378784179688,536.0538330078125,536.1016235351562,536.1947631835938
boiler,MNAR,5,6,impute_median,XGBoost,0.0679161652877016,0.3639072265624918,0.3822834893485867,536.2938232421875,536.581787109375,536.169677734375,536.1561279296875,536.1036376953125,536.0911865234375,536.196533203125,536.062255859375,536.0496215820312,536.0944213867188
boiler,MNAR,5,6,impute_mode,XGBoost,0.0569521972430228,0.3051547851562418,0.3097629034396573,536.2779541015625,536.2188720703125,536.1380615234375,536.1375122070312,536.091796875,536.0645751953125,536.1375122070312,536.0440063476562,536.0194702148438,536.081787109375
boiler,MNAR,5,6,interpolate_akima,XGBoost,0.0492368058939112,0.2638156738281168,0.2688168086081551,536.2310791015625,536.2059326171875,536.1038208007812,536.0780029296875,536.0720825195312,536.0255126953125,536.0662231445312,536.0325317382812,535.9302368164062,536.052734375
boiler,MNAR,5,6,interpolate_cubic,XGBoost,0.048169591182241,0.2580966796874918,0.2626124938767791,536.221435546875,536.1814575195312,536.1070556640625,536.05810546875,536.0648193359375,536.0296020507812,536.05322265625,536.0379638671875,535.9384765625,536.048828125
boiler,MNAR,5,6,interpolate_index,XGBoost,0.0484668432324035,0.2596896972656168,0.2649126609059318,536.2232666015625,536.1983032226562,536.1051635742188,536.0538940429688,536.0614624023438,536.0327758789062,536.0662841796875,536.032958984375,535.9276733398438,536.0551147460938
boiler,MNAR,5,6,interpolate_linear,XGBoost,0.0484668432324035,0.2596896972656168,0.2649126609059318,536.2232666015625,536.1983032226562,536.1051635742188,536.0538940429688,536.0614624023438,536.0327758789062,536.0662841796875,536.032958984375,535.9276733398438,536.0551147460938
boiler,MNAR,5,6,interpolate_nearest,XGBoost,0.0485670830999298,0.2602268066406168,0.2658756000108904,536.234375,536.1939697265625,536.0869750976562,536.0537719726562,536.0787353515625,536.0288696289062,536.0787353515625,536.0288696289062,535.9271850585938,536.05078125
boiler,MNAR,5,6,interpolate_pchip,XGBoost,0.0476149273315515,0.2551242675781168,0.2613863175095514,536.2122802734375,536.1904907226562,536.0935668945312,536.0485229492188,536.0716552734375,536.0255737304688,536.04150390625,536.0335693359375,535.9226684570312,536.0714111328125
boiler,MNAR,5,6,interpolate_polynomial,XGBoost,0.0479394397630224,0.2568637695312418,0.2618962570953982,536.2203979492188,536.199462890625,536.0805053710938,536.054931640625,536.0736694335938,536.0321655273438,536.06591796875,536.0321655273438,535.9303588867188,536.0390625
boiler,MNAR,5,6,interpolate_quadratic,XGBoost,0.0479394397630224,0.2568637695312418,0.2618962570953982,536.2203979492188,536.199462890625,536.0805053710938,536.054931640625,536.0736694335938,536.0321655273438,536.06591796875,536.0321655273438,535.9303588867188,536.0390625
boiler,MNAR,5,6,mtfsd2all4,XGBoost,0.0431324819324211,0.2311123046875081,0.2539399703537343,535.8877563476562,535.7066040039062,535.568603515625,535.5584106445312,535.5584106445312,535.5584106445312,535.4834594726562,535.3663330078125,535.5672607421875,535.5936279296875
boiler,MNAR,5,6,original,XGBoost,0.0485911986688409,0.2603549804687418,0.2661194300173872,536.2293090820312,536.1836547851562,536.0869750976562,536.0659790039062,536.069580078125,536.0281372070312,536.0574340820312,536.0242919921875,535.951171875,536.0670166015625
boiler,MNAR,5,6,rpsd2all4,XGBoost,0.0129812481380762,0.0695607910156241,0.0915132092252655,535.796875,535.7067260742188,535.8482055664062,535.8482055664062,535.8482055664062,535.8482055664062,535.8482055664062,535.8482055664062,535.653076171875,535.699462890625
boiler,MNAR,5,6,specsd2all4,XGBoost,0.1321371253647558,0.7079982910156332,0.9961083777292462,535.7351684570312,535.453369140625,535.6422119140625,535.3112182617188,533.0637817382812,535.4152221679688,535.2177734375,535.1067504882812,535.0836181640625,535.0509033203125
boiler,MNAR,5,7,gafsd2all4,XGBoost,0.2081270732000124,1.1151340332031168,1.3001142404857011,536.391845703125,536.975830078125,536.74365234375,536.8985595703125,537.2178344726562,536.6416625976562,536.5551147460938,537.0601806640625,538.6279296875,536.19873046875
boiler,MNAR,5,7,impute_bfill,XGBoost,0.0484464130236324,0.2595798339843668,0.2652894354175373,536.234130859375,536.1724853515625,536.0970458984375,536.0674438476562,536.0643310546875,536.0316162109375,536.0742797851562,536.0294799804688,535.9227294921875,536.062255859375
boiler,MNAR,5,7,impute_ffill,XGBoost,0.0490112864839454,0.2626071777343668,0.2686694350967882,536.2394409179688,536.1971435546875,536.093505859375,536.0631103515625,536.0661010742188,536.0335083007812,536.0875854492188,536.0335083007812,535.914306640625,536.057861328125
boiler,MNAR,5,7,impute_mean,XGBoost,0.0605437414630612,0.3243930664062418,0.3330600469974517,536.2103881835938,536.1853637695312,536.1859130859375,536.1650390625,536.0652465820312,536.116943359375,536.1395263671875,536.0546875,536.127197265625,536.1536254882812
boiler,MNAR,5,7,impute_median,XGBoost,0.0634560098239409,0.3399997558593668,0.3452907016355355,536.2254638671875,536.2254638671875,536.2254638671875,536.1883544921875,536.104736328125,536.1212158203125,536.1273803710938,536.085693359375,536.1103515625,536.1458740234375
boiler,MNAR,5,7,impute_mode,XGBoost,0.0551104324185456,0.2952854003906168,0.3000897799152452,536.2091674804688,536.2091674804688,536.1791381835938,536.1339721679688,536.0875244140625,536.021728515625,536.14013671875,536.0416870117188,536.0496826171875,536.0406494140625
boiler,MNAR,5,7,interpolate_akima,XGBoost,0.0488372149758821,0.2616733398437418,0.2666000849309043,536.2177124023438,536.1870727539062,536.1004638671875,536.0635375976562,536.0674438476562,536.0331420898438,536.054443359375,536.0498657226562,535.9446411132812,536.0584106445312
boiler,MNAR,5,7,interpolate_cubic,XGBoost,0.0488576719378942,0.2617832031249918,0.2674429281240565,536.2276000976562,536.2001342773438,536.079345703125,536.066162109375,536.0718994140625,536.0347290039062,536.0540161132812,536.0422973632812,535.9404907226562,536.0611572265625
boiler,MNAR,5,7,interpolate_index,XGBoost,0.0482674844668235,0.2586215820312418,0.2637469488799038,536.2250366210938,536.2020263671875,536.0897216796875,536.0628051757812,536.06787109375,536.0293579101562,536.05419921875,536.0355224609375,535.9304809570312,536.0491943359375
boiler,MNAR,5,7,interpolate_linear,XGBoost,0.0482674844668235,0.2586215820312418,0.2637469488799038,536.2250366210938,536.2020263671875,536.0897216796875,536.0628051757812,536.06787109375,536.0293579101562,536.05419921875,536.0355224609375,535.9304809570312,536.0491943359375
boiler,MNAR,5,7,interpolate_nearest,XGBoost,0.0487800696686534,0.2613681640624918,0.2667549719458812,536.22314453125,536.20556640625,536.1024169921875,536.06494140625,536.0667724609375,536.0314331054688,536.06396484375,536.0346069335938,535.9223022460938,536.0585327148438
boiler,MNAR,5,7,interpolate_pchip,XGBoost,0.0485432294820177,0.2600986328124918,0.2655586811975242,536.2214965820312,536.197509765625,536.0974731445312,536.057373046875,536.072265625,536.0294799804688,536.0640869140625,536.02734375,535.93359375,536.0603637695312
boiler,MNAR,5,7,interpolate_polynomial,XGBoost,0.0491434869204525,0.2633151855468668,0.2683418749582345,536.2255249023438,536.1845703125,536.116455078125,536.0707397460938,536.0752563476562,536.03173828125,536.0707397460938,536.03173828125,535.9239501953125,536.0624389648438
boiler,MNAR,5,7,interpolate_quadratic,XGBoost,0.0491434869204525,0.2633151855468668,0.2683418749582345,536.2255249023438,536.1845703125,536.116455078125,536.0707397460938,536.0752563476562,536.03173828125,536.0707397460938,536.03173828125,535.9239501953125,536.0624389648438
boiler,MNAR,5,7,mtfsd2all4,XGBoost,0.0345957330026414,0.1853671875000145,0.1910433192859487,535.7904663085938,536.005859375,535.6444091796875,535.5955810546875,535.6444091796875,535.69189453125,535.597412109375,535.5878295898438,535.4606323242188,535.4795532226562
boiler,MNAR,5,7,original,XGBoost,0.0485911986688409,0.2603549804687418,0.2661194300173872,536.2293090820312,536.1836547851562,536.0869750976562,536.0659790039062,536.069580078125,536.0281372070312,536.0574340820312,536.0242919921875,535.951171875,536.0670166015625
boiler,MNAR,5,7,rpsd2all4,XGBoost,0.0140396242688035,0.0752258300781477,0.092555021936339,535.9349365234375,535.974853515625,535.8673706054688,535.760498046875,535.63671875,535.760498046875,535.6312866210938,535.6742553710938,535.6312866210938,535.6742553710938
boiler,MNAR,5,7,specsd2all4,XGBoost,0.0923531507834875,0.4948391113281332,0.5293753111009779,535.4525146484375,535.4363403320312,535.2178955078125,535.3878173828125,535.2132568359375,535.64013671875,535.3529663085938,535.5245971679688,534.8325805664062,535.1535034179688
boiler,MNAR,5,8,gafsd2all4,XGBoost,0.2496449937448875,1.3375766601562418,1.7622971892630144,537.0536499023438,536.5443725585938,536.9442138671875,536.939697265625,536.2269897460938,539.133056640625,536.0812377929688,536.8157958984375,536.3230590820312,539.4736938476562
boiler,MNAR,5,8,impute_bfill,XGBoost,0.0478814865343943,0.2565524902343668,0.2628580480686133,536.2193603515625,536.1898193359375,536.0899047851562,536.0631103515625,536.0631103515625,536.024658203125,536.0498657226562,536.0237426757812,535.92919921875,536.07275390625
boiler,MNAR,5,8,impute_ffill,XGBoost,0.048619516972644,0.2605075683593668,0.2660112062386872,536.2247314453125,536.191162109375,536.1002807617188,536.0581665039062,536.0673217773438,536.042236328125,536.0673217773438,536.0293579101562,535.92041015625,536.0640869140625
boiler,MNAR,5,8,impute_mean,XGBoost,0.0630980755650117,0.3380832519531168,0.3461262511542029,536.28173828125,536.2420043945312,536.2056884765625,536.1541137695312,536.1158447265625,536.0982055664062,536.1879272460938,535.9896850585938,536.1193237304688,536.1463012695312
boiler,MNAR,5,8,impute_median,XGBoost,0.0647557167287505,0.3469638671874918,0.3618615840408064,536.294189453125,536.2403564453125,536.2391357421875,536.1329345703125,536.1448364257812,536.0899047851562,536.1746215820312,535.9764404296875,536.0526733398438,536.2845458984375
boiler,MNAR,5,8,impute_mode,XGBoost,0.0555840928141279,0.2978244628906168,0.3028835515762474,536.214111328125,536.214111328125,536.1768798828125,536.161865234375,536.0952758789062,536.0374145507812,536.1533813476562,536.0458984375,535.971923828125,536.0673828125
boiler,MNAR,5,8,interpolate_akima,XGBoost,0.0490328464344808,0.2627231445312418,0.2677323816101076,536.2330932617188,536.2009887695312,536.1117553710938,536.0686645507812,536.0706176757812,536.0313720703125,536.07080078125,536.0285034179688,535.9183349609375,536.0531005859375
boiler,MNAR,5,8,interpolate_cubic,XGBoost,0.0489590698521139,0.2623264160156168,0.2676668640844719,536.22314453125,536.1939086914062,536.1060180664062,536.0565795898438,536.0693969726562,536.0450439453125,536.0524291992188,536.01220703125,535.9522094726562,536.0723266601562
boiler,MNAR,5,8,interpolate_index,XGBoost,0.047815318840993,0.2561984863281168,0.2613796797335229,536.2167358398438,536.1885375976562,536.1056518554688,536.0519409179688,536.062744140625,536.0294799804688,536.0620727539062,536.0197143554688,535.9297485351562,536.0553588867188
boiler,MNAR,5,8,interpolate_linear,XGBoost,0.047815318840993,0.2561984863281168,0.2613796797335229,536.2167358398438,536.1885375976562,536.1056518554688,536.0519409179688,536.062744140625,536.0294799804688,536.0620727539062,536.0197143554688,535.9297485351562,536.0553588867188
boiler,MNAR,5,8,interpolate_nearest,XGBoost,0.0486800829352257,0.2608310546874918,0.2669351345963108,536.232177734375,536.1720581054688,536.0907592773438,536.0697631835938,536.0697631835938,536.0236206054688,536.0693969726562,536.0228271484375,535.94677734375,536.0711669921875
boiler,MNAR,5,8,interpolate_pchip,XGBoost,0.0498850519985614,0.2672885742187418,0.2731398054252106,536.24169921875,536.1964721679688,536.10595703125,536.059326171875,536.0825805664062,536.01904296875,536.075927734375,536.0577392578125,535.9308471679688,536.0632934570312
boiler,MNAR,5,8,interpolate_polynomial,XGBoost,0.0489225794501617,0.2621311035156168,0.2681144478362035,536.23583984375,536.1924438476562,536.0875244140625,536.0615844726562,536.0568237304688,536.0380249023438,536.0725708007812,536.0403442382812,535.931884765625,536.0642700195312
boiler,MNAR,5,8,interpolate_quadratic,XGBoost,0.0489225794501617,0.2621311035156168,0.2681144478362035,536.23583984375,536.1924438476562,536.0875244140625,536.0615844726562,536.0568237304688,536.0380249023438,536.0725708007812,536.0403442382812,535.931884765625,536.0642700195312
boiler,MNAR,5,8,mtfsd2all4,XGBoost,0.066290200425067,0.3551967773437582,0.366425834994509,535.668212890625,535.3990478515625,535.4271240234375,535.521484375,535.6205444335938,535.4536743164062,535.351318359375,535.4395141601562,535.4366455078125,535.2904663085938
boiler,MNAR,5,8,original,XGBoost,0.0485911986688409,0.2603549804687418,0.2661194300173872,536.2293090820312,536.1836547851562,536.0869750976562,536.0659790039062,536.069580078125,536.0281372070312,536.0574340820312,536.0242919921875,535.951171875,536.0670166015625
boiler,MNAR,5,8,rpsd2all4,XGBoost,0.0210899783634542,0.1130031738281331,0.1211074278582408,535.8409423828125,535.74853515625,535.8878173828125,535.668701171875,535.6614379882812,535.7431030273438,535.6614379882812,535.6614379882812,535.6038818359375,535.5526733398438
boiler,MNAR,5,8,specsd2all4,XGBoost,0.134667318278378,0.7215603027343832,0.7713833259153493,535.39111328125,535.1698608398438,534.9617309570312,534.9122924804688,535.1223754882812,535.5677490234375,535.5359497070312,534.7616577148438,534.6798706054688,534.841796875
boiler,MNAR,5,9,gafsd2all4,XGBoost,0.2005911646162313,1.0747897949218668,1.2981498548713737,537.044189453125,536.8413696289062,536.74462890625,536.390625,536.3662719726562,537.1410522460938,538.9176635742188,536.4146118164062,536.6455078125,536.4019775390625
boiler,MNAR,5,9,impute_bfill,XGBoost,0.0484179287146757,0.2594272460937418,0.2644146424640882,536.2244262695312,536.1932373046875,536.0867919921875,536.0675048828125,536.0675048828125,536.0292358398438,536.0661010742188,536.0313720703125,535.9412231445312,536.046875
boiler,MNAR,5,9,impute_ffill,XGBoost,0.0484987565466356,0.2598605957031168,0.2650528684153287,536.227783203125,536.1893920898438,536.106201171875,536.0632934570312,536.0632934570312,536.029052734375,536.0689697265625,536.0202026367188,535.9331665039062,536.0572509765625
boiler,MNAR,5,9,impute_mean,XGBoost,0.0638345762558029,0.3420322265624918,0.3458839377019406,536.2988891601562,536.26318359375,536.1885375976562,536.1546630859375,536.2147827148438,536.0975952148438,536.115478515625,536.0661010742188,536.0526123046875,536.1284790039062
boiler,MNAR,5,9,impute_median,XGBoost,0.0631110754330596,0.3381564941406168,0.3433590252497961,536.3223876953125,536.2965698242188,536.1494140625,536.1843872070312,536.1452026367188,536.0982666015625,536.1146240234375,536.0762329101562,536.0164794921875,536.1380004882812
boiler,MNAR,5,9,impute_mode,XGBoost,0.0543829995928894,0.2913913574218668,0.2967906817055845,536.2788696289062,536.2335815429688,536.177490234375,536.0942993164062,536.0638427734375,536.0640258789062,536.0997924804688,536.0401000976562,535.9324951171875,536.0894165039062
boiler,MNAR,5,9,interpolate_akima,XGBoost,0.048691411333393,0.2608920898437418,0.2673187590645109,536.2211303710938,536.1976928710938,536.0848999023438,536.0475463867188,536.0790405273438,536.0287475585938,536.0751953125,536.035888671875,535.9314575195312,536.0673217773438
boiler,MNAR,5,9,interpolate_cubic,XGBoost,0.0483848750134272,0.2592502441406168,0.264673857416131,536.2267456054688,536.1998901367188,536.0813598632812,536.05029296875,536.0718383789062,536.0335083007812,536.0667114257812,536.03955078125,535.9347534179688,536.0478515625
boiler,MNAR,5,9,interpolate_index,XGBoost,0.0499148398665518,0.2674472656249918,0.273671939151806,536.2206420898438,536.20654296875,536.087890625,536.0582885742188,536.087158203125,536.0319213867188,536.0805053710938,536.0545043945312,535.937255859375,536.0697631835938
boiler,MNAR,5,9,interpolate_linear,XGBoost,0.0499148398665518,0.2674472656249918,0.273671939151806,536.2206420898438,536.20654296875,536.087890625,536.0582885742188,536.087158203125,536.0319213867188,536.0805053710938,536.0545043945312,535.937255859375,536.0697631835938
boiler,MNAR,5,9,interpolate_nearest,XGBoost,0.0492517935664304,0.2638950195312418,0.2694887863875665,536.2216796875,536.2020874023438,536.0996704101562,536.0693359375,536.0630493164062,536.0350952148438,536.0665283203125,536.0385131835938,535.9351806640625,536.0678100585938
boiler,MNAR,5,9,interpolate_pchip,XGBoost,0.0482881081205462,0.2587314453124918,0.2645311132071247,536.2200317382812,536.2015380859375,536.0938110351562,536.0517578125,536.0717163085938,536.0303955078125,536.050537109375,536.0184936523438,535.9423828125,536.066650390625
boiler,MNAR,5,9,interpolate_polynomial,XGBoost,0.0489942175326797,0.2625156249999918,0.2678647234441139,536.2384033203125,536.196044921875,536.0948486328125,536.0516967773438,536.0817260742188,536.0321655273438,536.0755004882812,536.0321655273438,535.9306030273438,536.052001953125
boiler,MNAR,5,9,interpolate_quadratic,XGBoost,0.0489942175326797,0.2625156249999918,0.2678647234441139,536.2384033203125,536.196044921875,536.0948486328125,536.0516967773438,536.0817260742188,536.0321655273438,536.0755004882812,536.0321655273438,535.9306030273438,536.052001953125
boiler,MNAR,5,9,mtfsd2all4,XGBoost,0.0400829881574743,0.2147670898437582,0.2283497591764194,535.871337890625,535.7243041992188,535.6749877929688,535.4762573242188,535.5946655273438,535.5946655273438,535.5946655273438,535.5637817382812,535.5704345703125,535.3472290039062
boiler,MNAR,5,9,original,XGBoost,0.0485911986688409,0.2603549804687418,0.2661194300173872,536.2293090820312,536.1836547851562,536.0869750976562,536.0659790039062,536.069580078125,536.0281372070312,536.0574340820312,536.0242919921875,535.951171875,536.0670166015625
boiler,MNAR,5,9,rpsd2all4,XGBoost,0.0086746675195113,0.0464785156250172,0.0607624776627993,535.982421875,535.92138671875,535.798095703125,535.798095703125,535.798095703125,535.798095703125,535.7207641601562,535.798095703125,535.69189453125,535.8079223632812
boiler,MNAR,5,9,specsd2all4,XGBoost,0.1296642682682887,0.6947353515625082,0.7637682037361527,535.1841430664062,535.3931274414062,535.3161010742188,535.3161010742188,535.3427734375,535.1768798828125,535.5179443359375,534.9242553710938,534.8677368164062,534.173583984375
boiler,MNAR,5,10,gafsd2all4,XGBoost,0.2370695667762151,1.270199951171867,1.6127155306189591,536.7120971679688,536.5364379882812,536.2046508789062,537.3353271484375,538.4721069335938,536.2742919921875,539.0501098632812,536.0413818359375,536.603759765625,537.6318359375
boiler,MNAR,5,10,impute_bfill,XGBoost,0.0464379555420752,0.2488193359374918,0.2556605222615684,536.21630859375,536.192138671875,536.0983276367188,536.0697021484375,536.0697021484375,536.0325927734375,536.0697021484375,535.9202270507812,535.9351806640625,536.0443115234375
boiler,MNAR,5,10,impute_ffill,XGBoost,0.0496800634858344,0.2661899414062418,0.2722225780417116,536.2349243164062,536.1985473632812,536.0885009765625,536.0547485351562,536.0858154296875,536.031494140625,536.0853271484375,536.0551147460938,535.927490234375,536.0599365234375
boiler,MNAR,5,10,impute_mean,XGBoost,0.0541344850182667,0.2900546874999918,0.3053134665185931,536.2642211914062,536.2346801757812,536.1975708007812,535.9959716796875,536.0137329101562,535.9804077148438,536.1278686523438,536.0460815429688,536.0567626953125,536.1432495117188
boiler,MNAR,5,10,impute_median,XGBoost,0.0550733021809421,0.2950839843749918,0.3155373511278446,536.2758178710938,536.2046508789062,536.1736450195312,536.0977172851562,536.03759765625,536.0007934570312,535.8822631835938,536.1580200195312,536.0989379882812,536.181396484375
boiler,MNAR,5,10,impute_mode,XGBoost,0.0578257965193868,0.3098361816406168,0.3142292781651833,536.2572021484375,536.2352905273438,536.1597900390625,536.1044311523438,536.085693359375,536.1290283203125,536.0613403320312,536.1575317382812,535.9751586914062,536.0928955078125
boiler,MNAR,5,10,interpolate_akima,XGBoost,0.0486332059849499,0.2605808105468668,0.2655341338467578,536.2180786132812,536.2017822265625,536.10107421875,536.0536499023438,536.071533203125,536.0311889648438,536.06396484375,536.0313720703125,535.941162109375,536.052001953125
boiler,MNAR,5,10,interpolate_cubic,XGBoost,0.0491161439577871,0.2631687011718668,0.2684911838925279,536.2268676757812,536.20263671875,536.101806640625,536.0565185546875,536.0805053710938,536.029052734375,536.0748291015625,536.029052734375,535.9337768554688,536.056640625
boiler,MNAR,5,10,interpolate_index,XGBoost,0.0483131279678425,0.2588657226562418,0.2643950990832919,536.2164306640625,536.2023315429688,536.0938720703125,536.0491943359375,536.0712280273438,536.0305786132812,536.0679931640625,536.0305786132812,535.9312744140625,536.05517578125
boiler,MNAR,5,10,interpolate_linear,XGBoost,0.0483131279678425,0.2588657226562418,0.2643950990832919,536.2164306640625,536.2023315429688,536.0938720703125,536.0491943359375,536.0712280273438,536.0305786132812,536.0679931640625,536.0305786132812,535.9312744140625,536.05517578125
boiler,MNAR,5,10,interpolate_nearest,XGBoost,0.0492974584419266,0.2641391601562418,0.2708132967115097,536.2285766601562,536.1943969726562,536.0742797851562,536.0448608398438,536.0858154296875,536.0337524414062,536.0858154296875,536.0568237304688,535.9335327148438,536.0635375976562
boiler,MNAR,5,10,interpolate_pchip,XGBoost,0.0487356604899072,0.2611301269531168,0.2662556491003982,536.2232666015625,536.2036743164062,536.1027221679688,536.0594482421875,536.0689086914062,536.0333862304688,536.0640869140625,536.02978515625,535.9302368164062,536.0557861328125
boiler,MNAR,5,10,interpolate_polynomial,XGBoost,0.0483119336961635,0.2588596191406168,0.2637994083627879,536.2188110351562,536.1997680664062,536.098876953125,536.0548706054688,536.066162109375,536.033447265625,536.066162109375,536.0304565429688,535.931640625,536.0484008789062
boiler,MNAR,5,10,interpolate_quadratic,XGBoost,0.0483119336961635,0.2588596191406168,0.2637994083627879,536.2188110351562,536.1997680664062,536.098876953125,536.0548706054688,536.066162109375,536.033447265625,536.066162109375,536.0304565429688,535.931640625,536.0484008789062
boiler,MNAR,5,10,mtfsd2all4,XGBoost,0.0478490322601231,0.2563664550781368,0.3803906011865573,535.7098999023438,535.882080078125,535.988525390625,535.7740478515625,535.8900756835938,535.9487915039062,536.2298583984375,536.7036743164062,535.177001953125,535.7257690429688
boiler,MNAR,5,10,original,XGBoost,0.0485911986688409,0.2603549804687418,0.2661194300173872,536.2293090820312,536.1836547851562,536.0869750976562,536.0659790039062,536.069580078125,536.0281372070312,536.0574340820312,536.0242919921875,535.951171875,536.0670166015625
boiler,MNAR,5,10,rpsd2all4,XGBoost,0.3107433110549495,1.665057373046875,2.118083767688697,535.582763671875,534.6609497070312,531.5089721679688,536.2505493164062,532.68603515625,534.648681640625,533.4719848632812,533.19873046875,535.2528076171875,535.0890502929688
boiler,MNAR,5,10,specsd2all4,XGBoost,0.4230302292214918,2.2666076660156023,3.1233301298737293,536.9818115234375,535.2879638671875,537.2423706054688,544.2091674804688,537.1946411132812,537.207275390625,538.4226684570312,537.0448608398438,538.7138061523438,534.0625610351562
boiler,MNAR,20,1,gafsd2all4,XGBoost,0.6470869877217786,3.4670505371093667,3.731318653774995,539.5546875,537.1195678710938,536.9479370117188,540.3450927734375,539.4363403320312,538.2794799804688,539.6253051757812,540.966552734375,540.6289672851562,539.9265747070312
boiler,MNAR,20,1,impute_bfill,XGBoost,0.0501678850407594,0.2688022460937418,0.2744763384111673,536.2359008789062,536.1900024414062,536.1019897460938,536.0738525390625,536.03076171875,536.03076171875,536.0772094726562,536.0341186523438,536.031494140625,536.0419311523438
boiler,MNAR,20,1,impute_ffill,XGBoost,0.0509163341665743,0.2728122558593668,0.2782628418543655,536.2260131835938,536.1988525390625,536.0978393554688,536.0679321289062,536.0679321289062,536.029296875,536.0883178710938,536.0325317382812,536.0357055664062,536.043701171875
boiler,MNAR,20,1,impute_mean,XGBoost,0.0983392082663672,0.5269016113281169,0.5439477837853932,536.517822265625,536.2463989257812,536.3756103515625,536.2183227539062,536.2244873046875,536.2780151367188,536.3709106445312,536.3587036132812,536.3919677734375,536.44677734375
boiler,MNAR,20,1,impute_median,XGBoost,0.1062760000735538,0.5694248046874918,0.5922713623050702,536.4828491210938,536.3792114257812,536.3713989257812,536.220458984375,536.2767333984375,536.3035278320312,536.4117431640625,536.33642578125,536.661376953125,536.4105224609375
boiler,MNAR,20,1,impute_mode,XGBoost,0.0848529733214495,0.4546420898437418,0.4777509207180134,536.13720703125,536.20556640625,536.4307861328125,536.22021484375,536.458251953125,536.1541748046875,536.4532470703125,536.23583984375,536.20556640625,536.20556640625
boiler,MNAR,20,1,interpolate_akima,XGBoost,0.0488497804660277,0.2617404785156168,0.2683350391764367,536.2225341796875,536.2036743164062,536.1010131835938,536.06689453125,536.0255126953125,536.0255126953125,536.0838012695312,536.0275268554688,535.9551391601562,536.0657958984375
boiler,MNAR,20,1,interpolate_cubic,XGBoost,0.0472526869291036,0.2531833496093668,0.2594873316602031,536.2232055664062,536.1930541992188,536.074951171875,536.0555419921875,536.0376586914062,536.0203247070312,536.068115234375,536.033203125,535.9371337890625,536.0486450195312
boiler,MNAR,20,1,interpolate_index,XGBoost,0.0504505051321638,0.2703159179687418,0.2765590306188303,536.2189331054688,536.2028198242188,536.097412109375,536.0726318359375,536.0339965820312,536.0354614257812,536.0851440429688,536.0277709960938,536.03857421875,536.0504150390625
boiler,MNAR,20,1,interpolate_linear,XGBoost,0.0504505051321638,0.2703159179687418,0.2765590306188303,536.2189331054688,536.2028198242188,536.097412109375,536.0726318359375,536.0339965820312,536.0354614257812,536.0851440429688,536.0277709960938,536.03857421875,536.0504150390625
boiler,MNAR,20,1,interpolate_nearest,XGBoost,0.0503330368071912,0.2696872558593668,0.2750235287885249,536.2304077148438,536.195068359375,536.0999145507812,536.064697265625,536.064697265625,536.0248413085938,536.0838012695312,536.0248413085938,536.0274658203125,536.0411376953125
boiler,MNAR,20,1,interpolate_pchip,XGBoost,0.0505632898761503,0.2709201660156168,0.2773467164700265,536.2259521484375,536.2041625976562,536.0958251953125,536.0587158203125,536.0360107421875,536.0392456054688,536.0701293945312,536.0392456054688,536.04638671875,536.0535278320312
boiler,MNAR,20,1,interpolate_polynomial,XGBoost,0.0494240415806332,0.2648166503906168,0.270806402231307,536.21630859375,536.2000122070312,536.0985107421875,536.0650024414062,536.0343627929688,536.0371704101562,536.0684204101562,536.03857421875,535.9817504882812,536.0680541992188
boiler,MNAR,20,1,interpolate_quadratic,XGBoost,0.0494240415806332,0.2648166503906168,0.270806402231307,536.21630859375,536.2000122070312,536.0985107421875,536.0650024414062,536.0343627929688,536.0371704101562,536.0684204101562,536.03857421875,535.9817504882812,536.0680541992188
boiler,MNAR,20,1,mtfsd2all4,XGBoost,0.2758218474617867,1.477877441406258,1.5016712432211996,534.5137329101562,534.7294921875,534.3860473632812,534.1827392578125,534.2005615234375,534.8815307617188,534.2752685546875,534.4498291015625,533.7415771484375,534.0204467773438
boiler,MNAR,20,1,original,XGBoost,0.0485911986688409,0.2603549804687418,0.2661194300173872,536.2293090820312,536.1836547851562,536.0869750976562,536.0659790039062,536.069580078125,536.0281372070312,536.0574340820312,536.0242919921875,535.951171875,536.0670166015625
