dataset,missing_data_type,missing_rate,iteration_nr,fixing_method,prediction_method,MAPE,MAE,RMSE,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10
boiler,MAR,2,2,interpolate_pchip,XGBoost,0.0489898346855562,0.2624912109374918,0.2677780880736307,536.2265625,536.1922607421875,536.0879516601562,536.0595092773438,536.0696411132812,536.045654296875,536.0584106445312,536.03857421875,535.9434204101562,536.0629272460938
boiler,MAR,2,2,interpolate_polynomial,XGBoost,0.0486639033018328,0.2607456054687418,0.2668054791762341,536.23193359375,536.2035522460938,536.0867309570312,536.0499267578125,536.0777587890625,536.0297241210938,536.0784301757812,536.0297241210938,535.9234619140625,536.0562133789062
boiler,MAR,2,2,interpolate_quadratic,XGBoost,0.0486639033018328,0.2607456054687418,0.2668054791762341,536.23193359375,536.2035522460938,536.0867309570312,536.0499267578125,536.0777587890625,536.0297241210938,536.0784301757812,536.0297241210938,535.9234619140625,536.0562133789062
boiler,MAR,2,2,mtfsd2all4,XGBoost,0.033837313723429,0.1813022460937418,0.1892294735472549,536.10986328125,536.10986328125,536.10986328125,535.9909057617188,535.9303588867188,535.9909057617188,535.9303588867188,535.9303588867188,535.879638671875,535.9909057617188
boiler,MAR,2,2,original,XGBoost,0.0485911986688409,0.2603549804687418,0.2661194300173872,536.2293090820312,536.1836547851562,536.0869750976562,536.0659790039062,536.069580078125,536.0281372070312,536.0574340820312,536.0242919921875,535.951171875,536.0670166015625
boiler,MAR,2,2,rpsd2all4,XGBoost,0.0404072225538885,0.2165012207031168,0.2335053818920188,536.1428833007812,536.1428833007812,536.0813598632812,535.9969482421875,536.0721435546875,535.9969482421875,535.903076171875,535.8792724609375,536.0281372070312,536.0813598632812
boiler,MAR,2,2,specsd2all4,XGBoost,0.0198457378404309,0.1063327636718668,0.1114932529333569,536.0123901367188,536.0123901367188,536.0123901367188,535.9168090820312,535.9168090820312,535.8953247070312,535.9168090820312,535.8591918945312,535.8591918945312,535.822021484375
boiler,MAR,2,3,gafsd2all4,XGBoost,0.0857831627056743,0.4596225585937418,0.5244128248146759,536.2886352539062,536.2273559570312,536.2832641601562,536.2323608398438,536.0885009765625,536.1634521484375,536.0952758789062,536.7686157226562,536.6173706054688,535.9913940429688
boiler,MAR,2,3,impute_bfill,XGBoost,0.0487641636752059,0.2612827148437418,0.2671245663906635,536.23193359375,536.1982421875,536.0904541015625,536.0597534179688,536.0779418945312,536.0345458984375,536.0707397460938,536.019287109375,535.9266967773438,536.063232421875
boiler,MAR,2,3,impute_ffill,XGBoost,0.0486081599823935,0.2604465332031168,0.2661858564275889,536.2330322265625,536.1904296875,536.0938720703125,536.0587768554688,536.0702514648438,536.0305786132812,536.0599975585938,536.0283203125,535.9335327148438,536.065673828125
boiler,MAR,2,3,impute_mean,XGBoost,0.0500523415565056,0.2681857910156168,0.2728368615604823,536.194091796875,536.1858520507812,536.15234375,536.0869750976562,536.0806884765625,536.0587158203125,536.09521484375,536.0587158203125,535.8838500976562,536.04541015625
boiler,MAR,2,3,impute_median,XGBoost,0.0475630427131258,0.2548496093749918,0.2622625477814499,536.2130737304688,536.1862182617188,536.1388549804688,536.1220092773438,536.1220092773438,535.9489135742188,536.1220092773438,535.9489135742188,535.9489135742188,535.9575805664062
boiler,MAR,2,3,impute_mode,XGBoost,0.0465351261201467,0.2493381347656168,0.2582148275969556,536.2387084960938,536.201904296875,536.0318603515625,536.0812377929688,536.0181884765625,535.9931640625,536.0812377929688,535.9931640625,535.9931640625,536.020751953125
boiler,MAR,2,3,interpolate_akima,XGBoost,0.0488462399209002,0.2617221679687418,0.2671164237066076,536.2332763671875,536.1950073242188,536.0946044921875,536.0657348632812,536.0696411132812,536.0280151367188,536.0484008789062,536.0335083007812,535.9459228515625,536.0631103515625
boiler,MAR,2,3,interpolate_cubic,XGBoost,0.0479884701995824,0.2571262207031168,0.2635740151618282,536.2330932617188,536.1973876953125,536.0828857421875,536.0380249023438,536.0703735351562,536.0292358398438,536.0582275390625,536.0316162109375,535.9271240234375,536.0632934570312
boiler,MAR,2,3,interpolate_index,XGBoost,0.048886102396722,0.2619357910156168,0.2677604225774275,536.2340698242188,536.1879272460938,536.100341796875,536.0637817382812,536.0604858398438,536.0330200195312,536.0695190429688,536.033935546875,535.9282836914062,536.0679931640625
boiler,MAR,2,3,interpolate_linear,XGBoost,0.048886102396722,0.2619357910156168,0.2677604225774275,536.2340698242188,536.1879272460938,536.100341796875,536.0637817382812,536.0604858398438,536.0330200195312,536.0695190429688,536.033935546875,535.9282836914062,536.0679931640625
boiler,MAR,2,3,interpolate_nearest,XGBoost,0.0489510523625744,0.2622836914062418,0.2679021222219128,536.2339477539062,536.1943969726562,536.0896606445312,536.0713500976562,536.0713500976562,536.0304565429688,536.0593872070312,536.022216796875,535.9447021484375,536.0653686523438
boiler,MAR,2,3,interpolate_pchip,XGBoost,0.0485534863795338,0.2601535644531168,0.2652737487366433,536.2269897460938,536.1839599609375,536.0995483398438,536.0631713867188,536.0576171875,536.0429077148438,536.06494140625,536.0315551757812,535.9314575195312,536.0593872070312
boiler,MAR,2,3,interpolate_polynomial,XGBoost,0.0491149981108413,0.2631625976562418,0.268738760568994,536.2339477539062,536.1979370117188,536.0907592773438,536.06640625,536.06640625,536.0337524414062,536.0872192382812,536.0368041992188,535.9263916015625,536.052001953125
boiler,MAR,2,3,interpolate_quadratic,XGBoost,0.0491149981108413,0.2631625976562418,0.268738760568994,536.2339477539062,536.1979370117188,536.0907592773438,536.06640625,536.06640625,536.0337524414062,536.0872192382812,536.0368041992188,535.9263916015625,536.052001953125
boiler,MAR,2,3,mtfsd2all4,XGBoost,0.0419203482757629,0.2246066894531168,0.2514656660581272,536.2337036132812,536.094482421875,536.0216064453125,536.0573120117188,535.9077758789062,536.0415649414062,535.9428100585938,535.9600830078125,535.9600830078125,536.1866455078125
boiler,MAR,2,3,original,XGBoost,0.0485911986688409,0.2603549804687418,0.2661194300173872,536.2293090820312,536.1836547851562,536.0869750976562,536.0659790039062,536.069580078125,536.0281372070312,536.0574340820312,536.0242919921875,535.951171875,536.0670166015625
boiler,MAR,2,3,rpsd2all4,XGBoost,0.0380764538505573,0.204010009765625,0.2379906445598349,536.2064208984375,536.0508422851562,535.9894409179688,535.7528076171875,536.0806274414062,536.0146484375,536.0382690429688,535.7923583984375,535.9857177734375,536.1345825195312
boiler,MAR,2,3,specsd2all4,XGBoost,0.0273316861754099,0.1464411621093631,0.1642076354344233,536.0955810546875,536.0189208984375,536.0445556640625,535.9195556640625,535.9548950195312,535.9365844726562,535.9548950195312,535.7503662109375,535.9548950195312,535.9548950195312
boiler,MAR,2,4,gafsd2all4,XGBoost,0.0615462220525235,0.3297763671874918,0.3349641003428765,536.2761840820312,536.2761840820312,536.3189697265625,536.0943603515625,536.15283203125,536.0924682617188,536.1633911132812,536.1074829101562,535.9295043945312,536.04638671875
boiler,MAR,2,4,impute_bfill,XGBoost,0.0488643629711965,0.2618198242187418,0.2666870680073069,536.230224609375,536.1929321289062,536.103759765625,536.0665283203125,536.0708618164062,536.03076171875,536.0726318359375,536.0297241210938,535.9302368164062,536.050537109375
boiler,MAR,2,4,impute_ffill,XGBoost,0.0489578717312111,0.2623203124999918,0.2679353350277539,536.2394409179688,536.1907348632812,536.0902709960938,536.0671997070312,536.06787109375,536.0316162109375,536.06787109375,536.0209350585938,535.9449462890625,536.0623168945312
boiler,MAR,2,4,impute_mean,XGBoost,0.0521030328466207,0.2791721191406168,0.2854353603166289,536.2111206054688,536.2111206054688,536.123779296875,536.0903930664062,536.0725708007812,536.0725708007812,536.0903930664062,536.0725708007812,535.9111328125,536.0960693359375
boiler,MAR,2,4,impute_median,XGBoost,0.047719001799961,0.2556857910156168,0.2635063947920865,536.2182006835938,536.20947265625,536.1498413085938,536.1102294921875,536.1102294921875,535.9429931640625,536.1193237304688,535.9429931640625,535.9517211914062,535.9618530273438
boiler,MAR,2,4,impute_mode,XGBoost,0.0477852253350165,0.2560336914062418,0.2767178040891587,536.1821899414062,536.1721801757812,536.1701049804688,536.0118408203125,535.964111328125,536.1216430664062,535.8497924804688,536.072265625,536.0279541015625,536.1482543945312
boiler,MAR,2,4,interpolate_akima,XGBoost,0.0482037628448071,0.2582797851562418,0.2635610171867225,536.23779296875,536.1676025390625,536.0991821289062,536.0659790039062,536.0643310546875,536.0338745117188,536.0499877929688,536.0343017578125,535.92822265625,536.0615234375
boiler,MAR,2,4,interpolate_cubic,XGBoost,0.0485580111544716,0.2601779785156168,0.2659911449388483,536.2353515625,536.1943359375,536.091552734375,536.0590209960938,536.0640869140625,536.0296630859375,536.0613403320312,536.0321044921875,535.931640625,536.0626831054688
boiler,MAR,2,4,interpolate_index,XGBoost,0.0487322591623496,0.2611118164062418,0.2658288139760761,536.231689453125,536.1868286132812,536.1060180664062,536.0563354492188,536.0692749023438,536.0340576171875,536.059326171875,536.0409545898438,535.9346313476562,536.052001953125
boiler,MAR,2,4,interpolate_linear,XGBoost,0.0487322591623496,0.2611118164062418,0.2658288139760761,536.231689453125,536.1868286132812,536.1060180664062,536.0563354492188,536.0692749023438,536.0340576171875,536.059326171875,536.0409545898438,535.9346313476562,536.052001953125
boiler,MAR,2,4,interpolate_nearest,XGBoost,0.0479154948844787,0.2567355957031168,0.2628218359258505,536.2322998046875,536.1950073242188,536.0899047851562,536.0640258789062,536.0700073242188,536.0181884765625,536.0613403320312,536.0131225585938,535.923583984375,536.0598754882812
boiler,MAR,2,4,interpolate_pchip,XGBoost,0.0492426359830874,0.2638461914062418,0.2699813660399229,536.242919921875,536.1932373046875,536.1005249023438,536.06884765625,536.0650634765625,536.03662109375,536.0466918945312,536.0244750976562,535.9382934570312,536.081787109375
boiler,MAR,2,4,interpolate_polynomial,XGBoost,0.0490558130312403,0.2628452148437418,0.2682657948987238,536.237548828125,536.19140625,536.0964965820312,536.0550537109375,536.068359375,536.0340576171875,536.0767211914062,536.0316772460938,535.9398193359375,536.0573120117188
boiler,MAR,2,4,interpolate_quadratic,XGBoost,0.0490558130312403,0.2628452148437418,0.2682657948987238,536.237548828125,536.19140625,536.0964965820312,536.0550537109375,536.068359375,536.0340576171875,536.0767211914062,536.0316772460938,535.9398193359375,536.0573120117188
boiler,MAR,2,4,mtfsd2all4,XGBoost,0.0324711090875914,0.1739841308593668,0.1805699723398558,536.1347045898438,536.1347045898438,536.106201171875,535.9608764648438,535.9608764648438,535.910400390625,535.9608764648438,535.910400390625,535.910400390625,535.910400390625
boiler,MAR,2,4,original,XGBoost,0.0485911986688409,0.2603549804687418,0.2661194300173872,536.2293090820312,536.1836547851562,536.0869750976562,536.0659790039062,536.069580078125,536.0281372070312,536.0574340820312,536.0242919921875,535.951171875,536.0670166015625
boiler,MAR,2,4,rpsd2all4,XGBoost,0.0414976484911755,0.2223483886718668,0.2324736239677001,536.2376098632812,536.1759033203125,536.0803833007812,536.0069580078125,535.9885864257812,535.9954833984375,536.0056762695312,535.8952026367188,535.9790649414062,536.0186157226562
boiler,MAR,2,4,specsd2all4,XGBoost,0.023404971772462,0.1254084472656131,0.139489480406022,536.093994140625,536.093994140625,536.093994140625,535.9441528320312,535.9441528320312,535.8587036132812,535.8909301757812,535.7632446289062,535.8587036132812,535.8587036132812
boiler,MAR,2,5,gafsd2all4,XGBoost,0.0640367751537173,0.3431064453124918,0.3609151566760862,536.2861328125,536.1892700195312,536.2070922851562,536.092041015625,536.0546264648438,536.092041015625,536.0972900390625,536.0972900390625,536.2053833007812,536.2698974609375
boiler,MAR,2,5,impute_bfill,XGBoost,0.0492484686466237,0.2638767089843668,0.2703313277363326,536.2257690429688,536.1957397460938,536.09619140625,536.067626953125,536.064208984375,536.0340576171875,536.066162109375,536.0248413085938,535.9404296875,536.083740234375
boiler,MAR,2,5,impute_ffill,XGBoost,0.0494158088839632,0.2647739257812418,0.2700703041063159,536.21533203125,536.2119140625,536.1090087890625,536.0624389648438,536.0724487304688,536.0265502929688,536.0687255859375,536.0326538085938,535.94677734375,536.0618896484375
boiler,MAR,2,5,impute_mean,XGBoost,0.0507496005501151,0.2719211425781168,0.2782344118515518,536.21337890625,536.19287109375,536.1801147460938,536.0538940429688,536.0677490234375,536.0549926757812,536.0549926757812,536.0549926757812,535.9081420898438,536.0980834960938
boiler,MAR,2,5,impute_median,XGBoost,0.0507110982778197,0.2717136230468668,0.2783940877958616,536.2277221679688,536.15869140625,536.1499633789062,536.1178588867188,536.0343017578125,536.0372314453125,536.1346435546875,535.975341796875,535.983154296875,536.0582275390625
boiler,MAR,2,5,impute_mode,XGBoost,0.0501563277539139,0.2687351074218668,0.2916206275395033,536.2435302734375,536.1588134765625,536.0447387695312,536.0531616210938,536.038330078125,536.093994140625,535.9321899414062,535.9972534179688,536.0536499023438,536.231689453125
boiler,MAR,2,5,interpolate_akima,XGBoost,0.0489885677067322,0.2624851074218668,0.2678630467401091,536.2335205078125,536.2026977539062,536.1021728515625,536.0532836914062,536.0657348632812,536.0350952148438,536.051513671875,536.0394287109375,535.9385375976562,536.0628662109375
boiler,MAR,2,5,interpolate_cubic,XGBoost,0.0493531436619176,0.2644382324218668,0.2698783304944051,536.2356567382812,536.1907958984375,536.096923828125,536.0560302734375,536.0783081054688,536.0250244140625,536.07666015625,536.0512084960938,535.9388427734375,536.054931640625
boiler,MAR,2,5,interpolate_index,XGBoost,0.0493633523681936,0.2644931640624918,0.2703262727679551,536.2376708984375,536.200927734375,536.0989379882812,536.0655517578125,536.074951171875,536.026611328125,536.0679321289062,536.026611328125,535.9373779296875,536.068359375
boiler,MAR,2,5,interpolate_linear,XGBoost,0.0493633523681936,0.2644931640624918,0.2703262727679551,536.2376708984375,536.200927734375,536.0989379882812,536.0655517578125,536.074951171875,536.026611328125,536.0679321289062,536.026611328125,535.9373779296875,536.068359375
boiler,MAR,2,5,interpolate_nearest,XGBoost,0.0488541680983331,0.2617648925781168,0.2673679717677436,536.2218627929688,536.2059326171875,536.102294921875,536.0634155273438,536.0706787109375,536.0265502929688,536.0604248046875,536.0324096679688,535.9299926757812,536.0640869140625
boiler,MAR,2,5,interpolate_pchip,XGBoost,0.0487857456224893,0.2613986816406168,0.2665518964903436,536.2361450195312,536.1912231445312,536.0993041992188,536.0580444335938,536.0692749023438,536.0396118164062,536.0682983398438,536.0355224609375,535.922119140625,536.054443359375
boiler,MAR,2,5,interpolate_polynomial,XGBoost,0.0490626978069286,0.2628818359374918,0.2683541210720778,536.2352294921875,536.1775512695312,536.1044311523438,536.0563354492188,536.0633544921875,536.0333862304688,536.0725708007812,536.0528564453125,535.9319458007812,536.0611572265625
boiler,MAR,2,5,interpolate_quadratic,XGBoost,0.0490626978069286,0.2628818359374918,0.2683541210720778,536.2352294921875,536.1775512695312,536.1044311523438,536.0563354492188,536.0633544921875,536.0333862304688,536.0725708007812,536.0528564453125,535.9319458007812,536.0611572265625
boiler,MAR,2,5,mtfsd2all4,XGBoost,0.0313551526611954,0.1680087890624918,0.1805682597748553,536.1062622070312,536.1062622070312,536.0615234375,536.0615234375,536.0615234375,535.9108276367188,536.0615234375,535.9108276367188,535.7799072265625,535.7799072265625
boiler,MAR,2,5,original,XGBoost,0.0485911986688409,0.2603549804687418,0.2661194300173872,536.2293090820312,536.1836547851562,536.0869750976562,536.0659790039062,536.069580078125,536.0281372070312,536.0574340820312,536.0242919921875,535.951171875,536.0670166015625
boiler,MAR,2,5,rpsd2all4,XGBoost,0.0391330067881151,0.2096774902343668,0.2248305450800653,536.266357421875,536.0834350585938,536.0473022460938,536.0473022460938,536.0473022460938,535.9183959960938,535.956787109375,535.9183959960938,535.9183959960938,536.0531005859375
boiler,MAR,2,5,specsd2all4,XGBoost,0.0232736886524689,0.1247043457031168,0.1391054634526299,536.1694946289062,536.067626953125,535.956787109375,535.956787109375,535.956787109375,535.835693359375,535.956787109375,535.835693359375,535.835693359375,535.835693359375
boiler,MAR,2,6,gafsd2all4,XGBoost,0.1440989789520063,0.772100830078125,1.2231250358797472,536.1482543945312,537.7356567382812,535.9949340820312,536.0047607421875,535.7037963867188,537.0494384765625,536.0160522460938,538.8858032226562,535.9661254882812,536.123779296875
boiler,MAR,2,6,impute_bfill,XGBoost,0.0490238448784638,0.2626743164062418,0.2670268851716396,536.219970703125,536.1985473632812,536.09765625,536.0654296875,536.0654296875,536.0654296875,536.0641479492188,536.033935546875,535.9268798828125,536.04931640625
boiler,MAR,2,6,impute_ffill,XGBoost,0.0493815172925784,0.2645908203124918,0.2693551791194127,536.2328491210938,536.197265625,536.0908813476562,536.0581665039062,536.0790405273438,536.0701904296875,536.0679931640625,536.02392578125,535.9302368164062,536.0553588867188
boiler,MAR,2,6,impute_mean,XGBoost,0.0552567756681543,0.2960666503906168,0.3054547867620143,536.232177734375,536.1754150390625,536.0523071289062,536.1104736328125,536.2005004882812,536.0986328125,536.0570678710938,536.0098266601562,536.0966186523438,536.087646484375
boiler,MAR,2,6,impute_median,XGBoost,0.0517646906454267,0.2773593749999918,0.2939896493925605,536.1651000976562,536.125,536.10595703125,536.1615600585938,536.33251953125,535.9909057617188,536.1354370117188,535.9671630859375,535.9749755859375,535.9749755859375
boiler,MAR,2,6,impute_mode,XGBoost,0.0476545766661332,0.2553317871093668,0.2740846887597028,536.1998291015625,536.1773681640625,535.9796142578125,536.1198120117188,536.1220092773438,535.9595947265625,536.0394287109375,536.0000610351562,535.96923828125,536.1463623046875
boiler,MAR,2,6,interpolate_akima,XGBoost,0.0493678902074279,0.2645175781249918,0.269458040738408,536.2333374023438,536.187744140625,536.0946044921875,536.0662231445312,536.0662231445312,536.0662231445312,536.0646362304688,536.0432739257812,535.922607421875,536.060302734375
boiler,MAR,2,6,interpolate_cubic,XGBoost,0.0485386038361351,0.2600742187499918,0.2647792042311334,536.2218017578125,536.19140625,536.0880737304688,536.0626220703125,536.0646362304688,536.0646362304688,536.0646362304688,536.0330810546875,535.9208984375,536.0489501953125
boiler,MAR,2,6,interpolate_index,XGBoost,0.0491127768517965,0.2631503906249918,0.2680853821977798,536.2319946289062,536.1869506835938,536.0895385742188,536.0668334960938,536.0668334960938,536.0618286132812,536.0598754882812,536.0339965820312,535.9329833984375,536.0606689453125
boiler,MAR,2,6,interpolate_linear,XGBoost,0.0491127768517965,0.2631503906249918,0.2680853821977798,536.2319946289062,536.1869506835938,536.0895385742188,536.0668334960938,536.0668334960938,536.0618286132812,536.0598754882812,536.0339965820312,535.9329833984375,536.0606689453125
boiler,MAR,2,6,interpolate_nearest,XGBoost,0.0493336234577467,0.2643344726562418,0.2692258463725147,536.236328125,536.1990356445312,536.0849609375,536.0610961914062,536.07275390625,536.0762329101562,536.0707397460938,536.0302734375,535.9210205078125,536.0509033203125
boiler,MAR,2,6,interpolate_pchip,XGBoost,0.0499270783904446,0.2675144042968668,0.2720786525600885,536.2357788085938,536.1997680664062,536.1082153320312,536.069580078125,536.0724487304688,536.0724487304688,536.0700073242188,536.0210571289062,535.92529296875,536.060546875
boiler,MAR,2,6,interpolate_polynomial,XGBoost,0.0485374229733516,0.2600681152343668,0.2646799325761939,536.2233276367188,536.1964111328125,536.0961303710938,536.0571899414062,536.0645141601562,536.0599365234375,536.0636596679688,536.0266723632812,535.923828125,536.0490112304688
boiler,MAR,2,6,interpolate_quadratic,XGBoost,0.0485374229733516,0.2600681152343668,0.2646799325761939,536.2233276367188,536.1964111328125,536.0961303710938,536.0571899414062,536.0645141601562,536.0599365234375,536.0636596679688,536.0266723632812,535.923828125,536.0490112304688
boiler,MAR,2,6,mtfsd2all4,XGBoost,0.0609082149242224,0.3263583984374918,0.4712776391818136,536.042236328125,536.2591552734375,535.9589233398438,535.955810546875,536.9695434570312,536.6298217773438,535.9083862304688,535.955810546875,535.8181762695312,535.9257202148438
